ArmModuleId: 	0 	Time: 	2569892 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	4492518 	time_after_control_loop: 	4564347 	T_diff: 	71829 	AngleAxisMust1: 	224.73 	AngleAxisMust0: 	233.46 	AngleWheelMust1: 	250.275 	AngleWheelMust0: 	199.185 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	233.37 	AngleWheelIs1: 	199.228 	AngleWheelIs0: 	250.232 	PositionError1: 	-0.0452271 	PositionError0: 	0.03479 	CurrentMust0: 	4 	CurrentIs0: 	17 	CurrentMust1: 	5 	CurrentIs1: 	-10 	
ArmModuleId: 	1 	Time: 	3406759 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5329404 	time_after_control_loop: 	5356339 	T_diff: 	26935 	AngleAxisMust1: 	228.274 	AngleAxisMust0: 	256.492 	AngleWheelMust1: 	264.825 	AngleWheelMust0: 	191.724 	AngleAxisIs1: 	228.96 	AngleAxisIs0: 	257.94 	AngleWheelIs1: 	191.718 	AngleWheelIs0: 	266.202 	PositionError1: 	0.00617981 	PositionError0: 	-1.37689 	CurrentMust0: 	-96 	CurrentIs0: 	-112 	CurrentMust1: 	0 	CurrentIs1: 	5 	
ArmModuleId: 	0 	Time: 	3492693 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5415316 	time_after_control_loop: 	5442672 	T_diff: 	27356 	AngleAxisMust1: 	222.968 	AngleAxisMust0: 	231.354 	AngleWheelMust1: 	247.506 	AngleWheelMust0: 	198.429 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.931 	AngleWheelIs0: 	250.709 	PositionError1: 	-0.501663 	PositionError0: 	-3.20213 	CurrentMust0: 	-384 	CurrentIs0: 	-401 	CurrentMust1: 	65 	CurrentIs1: 	99 	
ArmModuleId: 	1 	Time: 	3546727 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5469372 	time_after_control_loop: 	5499532 	T_diff: 	30160 	AngleAxisMust1: 	228.068 	AngleAxisMust0: 	256.166 	AngleWheelMust1: 	264.463 	AngleWheelMust0: 	191.674 	AngleAxisIs1: 	228.96 	AngleAxisIs0: 	257.85 	AngleWheelIs1: 	191.761 	AngleWheelIs0: 	266.159 	PositionError1: 	-0.0867767 	PositionError0: 	-1.69537 	CurrentMust0: 	-118 	CurrentIs0: 	-119 	CurrentMust1: 	6 	CurrentIs1: 	1 	
ArmModuleId: 	0 	Time: 	3630192 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5552810 	time_after_control_loop: 	5582217 	T_diff: 	29407 	AngleAxisMust1: 	222.771 	AngleAxisMust0: 	231.118 	AngleWheelMust1: 	247.197 	AngleWheelMust0: 	198.345 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.884 	AngleWheelIs0: 	250.576 	PositionError1: 	-0.539154 	PositionError0: 	-3.37866 	CurrentMust0: 	-405 	CurrentIs0: 	-393 	CurrentMust1: 	70 	CurrentIs1: 	32 	
ArmModuleId: 	1 	Time: 	3685543 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5608184 	time_after_control_loop: 	5634833 	T_diff: 	26649 	AngleAxisMust1: 	227.848 	AngleAxisMust0: 	255.817 	AngleWheelMust1: 	264.076 	AngleWheelMust0: 	191.62 	AngleAxisIs1: 	228.87 	AngleAxisIs0: 	258.03 	AngleWheelIs1: 	191.585 	AngleWheelIs0: 	266.155 	PositionError1: 	0.0357208 	PositionError0: 	-2.07864 	CurrentMust0: 	-145 	CurrentIs0: 	-142 	CurrentMust1: 	-2 	CurrentIs1: 	1 	
ArmModuleId: 	0 	Time: 	3767222 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5689950 	time_after_control_loop: 	5717182 	T_diff: 	27232 	AngleAxisMust1: 	222.566 	AngleAxisMust0: 	230.874 	AngleWheelMust1: 	246.876 	AngleWheelMust0: 	198.257 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.884 	AngleWheelIs0: 	250.576 	PositionError1: 	-0.62674 	PositionError0: 	-3.69951 	CurrentMust0: 	-443 	CurrentIs0: 	-430 	CurrentMust1: 	81 	CurrentIs1: 	151 	
ArmModuleId: 	1 	Time: 	3824830 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5747483 	time_after_control_loop: 	5774376 	T_diff: 	26893 	AngleAxisMust1: 	227.62 	AngleAxisMust0: 	255.455 	AngleWheelMust1: 	263.674 	AngleWheelMust0: 	191.565 	AngleAxisIs1: 	228.78 	AngleAxisIs0: 	257.94 	AngleWheelIs1: 	191.538 	AngleWheelIs0: 	266.022 	PositionError1: 	0.0272064 	PositionError0: 	-2.34711 	CurrentMust0: 	-164 	CurrentIs0: 	-171 	CurrentMust1: 	-1 	CurrentIs1: 	-3 	
ArmModuleId: 	0 	Time: 	3910946 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5833565 	time_after_control_loop: 	5861598 	T_diff: 	28033 	AngleAxisMust1: 	222.334 	AngleAxisMust0: 	230.597 	AngleWheelMust1: 	246.511 	AngleWheelMust0: 	198.158 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.841 	AngleWheelIs0: 	250.619 	PositionError1: 	-0.683228 	PositionError0: 	-4.1069 	CurrentMust0: 	-492 	CurrentIs0: 	-482 	CurrentMust1: 	88 	CurrentIs1: 	40 	
ArmModuleId: 	1 	Time: 	3964920 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5887564 	time_after_control_loop: 	5914797 	T_diff: 	27233 	AngleAxisMust1: 	227.36 	AngleAxisMust0: 	255.044 	AngleWheelMust1: 	263.218 	AngleWheelMust0: 	191.502 	AngleAxisIs1: 	228.87 	AngleAxisIs0: 	258.03 	AngleWheelIs1: 	191.585 	AngleWheelIs0: 	266.155 	PositionError1: 	-0.0827942 	PositionError0: 	-2.93597 	CurrentMust0: 	-205 	CurrentIs0: 	-196 	CurrentMust1: 	5 	CurrentIs1: 	12 	
ArmModuleId: 	0 	Time: 	4048463 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	5971085 	time_after_control_loop: 	5999268 	T_diff: 	28183 	AngleAxisMust1: 	222.103 	AngleAxisMust0: 	230.32 	AngleWheelMust1: 	246.147 	AngleWheelMust0: 	198.058 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.884 	AngleWheelIs0: 	250.576 	PositionError1: 	-0.825668 	PositionError0: 	-4.42815 	CurrentMust0: 	-531 	CurrentIs0: 	-533 	CurrentMust1: 	107 	CurrentIs1: 	69 	
ArmModuleId: 	1 	Time: 	4102595 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6025252 	time_after_control_loop: 	6052141 	T_diff: 	26889 	AngleAxisMust1: 	227.101 	AngleAxisMust0: 	254.633 	AngleWheelMust1: 	262.763 	AngleWheelMust0: 	191.439 	AngleAxisIs1: 	228.87 	AngleAxisIs0: 	258.03 	AngleWheelIs1: 	191.585 	AngleWheelIs0: 	266.155 	PositionError1: 	-0.145782 	PositionError0: 	-3.39172 	CurrentMust0: 	-237 	CurrentIs0: 	-240 	CurrentMust1: 	10 	CurrentIs1: 	12 	
ArmModuleId: 	0 	Time: 	4189300 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6111916 	time_after_control_loop: 	6138792 	T_diff: 	26876 	AngleAxisMust1: 	221.863 	AngleAxisMust0: 	230.034 	AngleWheelMust1: 	245.771 	AngleWheelMust0: 	197.956 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.841 	AngleWheelIs0: 	250.619 	PositionError1: 	-0.8853 	PositionError0: 	-4.84706 	CurrentMust0: 	-581 	CurrentIs0: 	-578 	CurrentMust1: 	115 	CurrentIs1: 	117 	
ArmModuleId: 	1 	Time: 	4242538 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6165178 	time_after_control_loop: 	6192136 	T_diff: 	26958 	AngleAxisMust1: 	226.833 	AngleAxisMust0: 	254.208 	AngleWheelMust1: 	262.292 	AngleWheelMust0: 	191.374 	AngleAxisIs1: 	228.87 	AngleAxisIs0: 	257.85 	AngleWheelIs1: 	191.671 	AngleWheelIs0: 	266.069 	PositionError1: 	-0.296799 	PositionError0: 	-3.77606 	CurrentMust0: 	-264 	CurrentIs0: 	-269 	CurrentMust1: 	20 	CurrentIs1: 	16 	
ArmModuleId: 	0 	Time: 	4326596 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6249214 	time_after_control_loop: 	6276721 	T_diff: 	27507 	AngleAxisMust1: 	221.596 	AngleAxisMust0: 	229.714 	AngleWheelMust1: 	245.351 	AngleWheelMust0: 	197.841 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.841 	AngleWheelIs0: 	250.619 	PositionError1: 	-1.00003 	PositionError0: 	-5.26733 	CurrentMust0: 	-632 	CurrentIs0: 	-644 	CurrentMust1: 	130 	CurrentIs1: 	145 	
ArmModuleId: 	1 	Time: 	4380462 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6303149 	time_after_control_loop: 	6329988 	T_diff: 	26839 	AngleAxisMust1: 	226.534 	AngleAxisMust0: 	253.734 	AngleWheelMust1: 	261.766 	AngleWheelMust0: 	191.301 	AngleAxisIs1: 	228.96 	AngleAxisIs0: 	257.94 	AngleWheelIs1: 	191.718 	AngleWheelIs0: 	266.202 	PositionError1: 	-0.416489 	PositionError0: 	-4.43494 	CurrentMust0: 	-310 	CurrentIs0: 	-299 	CurrentMust1: 	29 	CurrentIs1: 	20 	
ArmModuleId: 	0 	Time: 	4463518 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6386136 	time_after_control_loop: 	6416083 	T_diff: 	29947 	AngleAxisMust1: 	221.329 	AngleAxisMust0: 	229.395 	AngleWheelMust1: 	244.931 	AngleWheelMust0: 	197.726 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.884 	AngleWheelIs0: 	250.576 	PositionError1: 	-1.15761 	PositionError0: 	-5.64403 	CurrentMust0: 	-677 	CurrentIs0: 	-674 	CurrentMust1: 	150 	CurrentIs1: 	152 	
ArmModuleId: 	1 	Time: 	4523695 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6446334 	time_after_control_loop: 	6473967 	T_diff: 	27633 	AngleAxisMust1: 	226.235 	AngleAxisMust0: 	253.261 	AngleWheelMust1: 	261.241 	AngleWheelMust0: 	191.229 	AngleAxisIs1: 	228.96 	AngleAxisIs0: 	257.85 	AngleWheelIs1: 	191.761 	AngleWheelIs0: 	266.159 	PositionError1: 	-0.532059 	PositionError0: 	-4.91708 	CurrentMust0: 	-344 	CurrentIs0: 	-343 	CurrentMust1: 	37 	CurrentIs1: 	79 	
ArmModuleId: 	0 	Time: 	4604700 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6527324 	time_after_control_loop: 	6558892 	T_diff: 	31568 	AngleAxisMust1: 	221.04 	AngleAxisMust0: 	229.05 	AngleWheelMust1: 	244.478 	AngleWheelMust0: 	197.602 	AngleAxisIs1: 	224.64 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.751 	AngleWheelIs0: 	250.529 	PositionError1: 	-1.14835 	PositionError0: 	-6.05023 	CurrentMust0: 	-726 	CurrentIs0: 	-733 	CurrentMust1: 	149 	CurrentIs1: 	78 	
ArmModuleId: 	1 	Time: 	4662850 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6585514 	time_after_control_loop: 	6616307 	T_diff: 	30793 	AngleAxisMust1: 	225.912 	AngleAxisMust0: 	252.749 	AngleWheelMust1: 	260.674 	AngleWheelMust0: 	191.15 	AngleAxisIs1: 	228.87 	AngleAxisIs0: 	257.13 	AngleWheelIs1: 	192.015 	AngleWheelIs0: 	265.725 	PositionError1: 	-0.864456 	PositionError0: 	-5.05002 	CurrentMust0: 	-353 	CurrentIs0: 	-358 	CurrentMust1: 	60 	CurrentIs1: 	19 	
ArmModuleId: 	0 	Time: 	4753037 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6675659 	time_after_control_loop: 	6702929 	T_diff: 	27270 	AngleAxisMust1: 	220.734 	AngleAxisMust0: 	228.684 	AngleWheelMust1: 	243.997 	AngleWheelMust0: 	197.471 	AngleAxisIs1: 	224.64 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.751 	AngleWheelIs0: 	250.529 	PositionError1: 	-1.27969 	PositionError0: 	-6.53143 	CurrentMust0: 	-783 	CurrentIs0: 	-814 	CurrentMust1: 	166 	CurrentIs1: 	196 	
ArmModuleId: 	1 	Time: 	4806319 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6728949 	time_after_control_loop: 	6768068 	T_diff: 	39119 	AngleAxisMust1: 	225.569 	AngleAxisMust0: 	252.206 	AngleWheelMust1: 	260.072 	AngleWheelMust0: 	191.067 	AngleAxisIs1: 	228.69 	AngleAxisIs0: 	256.41 	AngleWheelIs1: 	192.179 	AngleWheelIs0: 	265.201 	PositionError1: 	-1.11172 	PositionError0: 	-5.12802 	CurrentMust0: 	-358 	CurrentIs0: 	-350 	CurrentMust1: 	77 	CurrentIs1: 	79 	
ArmModuleId: 	0 	Time: 	4898203 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6820821 	time_after_control_loop: 	6847737 	T_diff: 	26916 	AngleAxisMust1: 	220.397 	AngleAxisMust0: 	228.282 	AngleWheelMust1: 	243.468 	AngleWheelMust0: 	197.327 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.974 	AngleWheelIs0: 	250.666 	PositionError1: 	-1.64703 	PositionError0: 	-7.19711 	CurrentMust0: 	-863 	CurrentIs0: 	-858 	CurrentMust1: 	214 	CurrentIs1: 	196 	
ArmModuleId: 	1 	Time: 	4959570 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6882212 	time_after_control_loop: 	6908908 	T_diff: 	26696 	AngleAxisMust1: 	225.193 	AngleAxisMust0: 	251.61 	AngleWheelMust1: 	259.41 	AngleWheelMust0: 	190.975 	AngleAxisIs1: 	228.24 	AngleAxisIs0: 	255.6 	AngleWheelIs1: 	192.116 	AngleWheelIs0: 	264.364 	PositionError1: 	-1.14018 	PositionError0: 	-4.95258 	CurrentMust0: 	-346 	CurrentIs0: 	-362 	CurrentMust1: 	79 	CurrentIs1: 	99 	
ArmModuleId: 	0 	Time: 	5040101 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	6962723 	time_after_control_loop: 	6989507 	T_diff: 	26784 	AngleAxisMust1: 	220.07 	AngleAxisMust0: 	227.89 	AngleWheelMust1: 	242.954 	AngleWheelMust0: 	197.186 	AngleAxisIs1: 	224.64 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.794 	AngleWheelIs0: 	250.486 	PositionError1: 	-1.60741 	PositionError0: 	-7.53127 	CurrentMust0: 	-903 	CurrentIs0: 	-880 	CurrentMust1: 	208 	CurrentIs1: 	152 	
ArmModuleId: 	1 	Time: 	5092885 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	7015526 	time_after_control_loop: 	7045583 	T_diff: 	30057 	AngleAxisMust1: 	224.827 	AngleAxisMust0: 	251.029 	AngleWheelMust1: 	258.767 	AngleWheelMust0: 	190.887 	AngleAxisIs1: 	227.97 	AngleAxisIs0: 	254.79 	AngleWheelIs1: 	192.233 	AngleWheelIs0: 	263.707 	PositionError1: 	-1.34613 	PositionError0: 	-4.93866 	CurrentMust0: 	-345 	CurrentIs0: 	-381 	CurrentMust1: 	94 	CurrentIs1: 	112 	
ArmModuleId: 	0 	Time: 	5180105 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	7102723 	time_after_control_loop: 	7129566 	T_diff: 	26843 	AngleAxisMust1: 	219.731 	AngleAxisMust0: 	227.485 	AngleWheelMust1: 	242.42 	AngleWheelMust0: 	197.041 	AngleAxisIs1: 	224.64 	AngleAxisIs0: 	234.09 	AngleWheelIs1: 	198.794 	AngleWheelIs0: 	250.486 	PositionError1: 	-1.75299 	PositionError0: 	-8.06453 	CurrentMust0: 	-967 	CurrentIs0: 	-961 	CurrentMust1: 	227 	CurrentIs1: 	218 	
ArmModuleId: 	1 	Time: 	5233470 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	7156112 	time_after_control_loop: 	7186792 	T_diff: 	30680 	AngleAxisMust1: 	224.447 	AngleAxisMust0: 	250.428 	AngleWheelMust1: 	258.1 	AngleWheelMust0: 	190.794 	AngleAxisIs1: 	227.43 	AngleAxisIs0: 	253.8 	AngleWheelIs1: 	192.166 	AngleWheelIs0: 	262.694 	PositionError1: 	-1.3714 	PositionError0: 	-4.5929 	CurrentMust0: 	-321 	CurrentIs0: 	-311 	CurrentMust1: 	95 	CurrentIs1: 	52 	
ArmModuleId: 	0 	Time: 	5318133 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	7240757 	time_after_control_loop: 	7268362 	T_diff: 	27605 	AngleAxisMust1: 	219.386 	AngleAxisMust0: 	227.073 	AngleWheelMust1: 	241.879 	AngleWheelMust0: 	196.893 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	198.841 	AngleWheelIs0: 	250.619 	PositionError1: 	-1.9476 	PositionError0: 	-8.73834 	CurrentMust0: 	-1048 	CurrentIs0: 	-1057 	CurrentMust1: 	253 	CurrentIs1: 	278 	
ArmModuleId: 	1 	Time: 	5371943 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	10 	D1: 	10 	time_before_control_loop: 	7294628 	time_after_control_loop: 	7325840 	T_diff: 	31212 	AngleAxisMust1: 	224.062 	AngleAxisMust0: 	249.818 	AngleWheelMust1: 	257.423 	AngleWheelMust0: 	190.701 	AngleAxisIs1: 	227.34 	AngleAxisIs0: 	253.44 	AngleWheelIs1: 	192.248 	AngleWheelIs0: 	262.432 	PositionError1: 	-1.54695 	PositionError0: 	-5.00754 	CurrentMust0: 	-350 	CurrentIs0: 	-349 	CurrentMust1: 	108 	CurrentIs1: 	92 	
