ArmModuleId: 	0 	Time: 	2578402 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	423268439 	time_after_control_loop: 	423344401 	T_diff: 	75962 	AngleAxisMust1: 	129.33 	AngleAxisMust0: 	183.96 	AngleWheelMust1: 	131.222 	AngleWheelMust0: 	127.438 	AngleAxisIs1: 	129.33 	AngleAxisIs0: 	183.87 	AngleWheelIs1: 	127.481 	AngleWheelIs0: 	131.179 	PositionError1: 	-0.0369186 	PositionError0: 	0.0486908 	CurrentMust0: 	53 	CurrentIs0: 	40 	CurrentMust1: 	40 	CurrentIs1: 	12 	
ArmModuleId: 	1 	Time: 	3414627 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424104733 	time_after_control_loop: 	424136167 	T_diff: 	31434 	AngleAxisMust1: 	216.119 	AngleAxisMust0: 	252.846 	AngleWheelMust1: 	250.928 	AngleWheelMust0: 	181.311 	AngleAxisIs1: 	216.63 	AngleAxisIs0: 	254.25 	AngleWheelIs1: 	181.151 	AngleWheelIs0: 	252.109 	PositionError1: 	0.160019 	PositionError0: 	-1.18082 	CurrentMust0: 	-377 	CurrentIs0: 	-382 	CurrentMust1: 	-131 	CurrentIs1: 	-155 	
ArmModuleId: 	0 	Time: 	3499714 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	424189750 	time_after_control_loop: 	424217199 	T_diff: 	27449 	AngleAxisMust1: 	132.926 	AngleAxisMust0: 	183.803 	AngleWheelMust1: 	134.743 	AngleWheelMust0: 	131.109 	AngleAxisIs1: 	128.7 	AngleAxisIs0: 	184.32 	AngleWheelIs1: 	126.636 	AngleWheelIs0: 	130.764 	PositionError1: 	4.47221 	PositionError0: 	3.9781 	CurrentMust0: 	1495 	CurrentIs0: 	1510 	CurrentMust1: 	-1594 	CurrentIs1: 	-1621 	
ArmModuleId: 	1 	Time: 	3553227 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424243266 	time_after_control_loop: 	424270131 	T_diff: 	26865 	AngleAxisMust1: 	215.955 	AngleAxisMust0: 	252.515 	AngleWheelMust1: 	250.605 	AngleWheelMust0: 	181.305 	AngleAxisIs1: 	215.82 	AngleAxisIs0: 	251.73 	AngleWheelIs1: 	181.545 	AngleWheelIs0: 	250.095 	PositionError1: 	-0.240097 	PositionError0: 	0.511047 	CurrentMust0: 	-192 	CurrentIs0: 	278 	CurrentMust1: 	-80 	CurrentIs1: 	-68 	
ArmModuleId: 	0 	Time: 	3634222 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	424324258 	time_after_control_loop: 	424351621 	T_diff: 	27363 	AngleAxisMust1: 	133.315 	AngleAxisMust0: 	183.786 	AngleWheelMust1: 	135.124 	AngleWheelMust0: 	131.506 	AngleAxisIs1: 	128.79 	AngleAxisIs0: 	184.23 	AngleWheelIs1: 	126.769 	AngleWheelIs0: 	130.811 	PositionError1: 	4.73603 	PositionError0: 	4.31174 	CurrentMust0: 	1562 	CurrentIs0: 	1547 	CurrentMust1: 	-1647 	CurrentIs1: 	-1650 	
ArmModuleId: 	1 	Time: 	3688539 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424378607 	time_after_control_loop: 	424407744 	T_diff: 	29137 	AngleAxisMust1: 	215.795 	AngleAxisMust0: 	252.191 	AngleWheelMust1: 	250.29 	AngleWheelMust0: 	181.299 	AngleAxisIs1: 	214.83 	AngleAxisIs0: 	250.38 	AngleWheelIs1: 	181.2 	AngleWheelIs0: 	248.46 	PositionError1: 	0.0990295 	PositionError0: 	1.83089 	CurrentMust0: 	29 	CurrentIs0: 	7 	CurrentMust1: 	-117 	CurrentIs1: 	-114 	
ArmModuleId: 	0 	Time: 	3771103 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	424461141 	time_after_control_loop: 	424488039 	T_diff: 	26898 	AngleAxisMust1: 	133.734 	AngleAxisMust0: 	183.768 	AngleWheelMust1: 	135.534 	AngleWheelMust0: 	131.933 	AngleAxisIs1: 	128.7 	AngleAxisIs0: 	184.23 	AngleWheelIs1: 	126.679 	AngleWheelIs0: 	130.721 	PositionError1: 	5.2535 	PositionError0: 	4.81172 	CurrentMust0: 	1662 	CurrentIs0: 	1664 	CurrentMust1: 	-1750 	CurrentIs1: 	-1768 	
ArmModuleId: 	1 	Time: 	3826581 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424516628 	time_after_control_loop: 	424543419 	T_diff: 	26791 	AngleAxisMust1: 	215.622 	AngleAxisMust0: 	251.843 	AngleWheelMust1: 	249.95 	AngleWheelMust0: 	181.293 	AngleAxisIs1: 	215.01 	AngleAxisIs0: 	250.2 	AngleWheelIs1: 	181.466 	AngleWheelIs0: 	248.554 	PositionError1: 	-0.173264 	PositionError0: 	1.39737 	CurrentMust0: 	65 	CurrentIs0: 	58 	CurrentMust1: 	-83 	CurrentIs1: 	-40 	
ArmModuleId: 	0 	Time: 	3912041 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	424602079 	time_after_control_loop: 	424633638 	T_diff: 	31559 	AngleAxisMust1: 	134.172 	AngleAxisMust0: 	183.749 	AngleWheelMust1: 	135.963 	AngleWheelMust0: 	132.381 	AngleAxisIs1: 	128.79 	AngleAxisIs0: 	184.32 	AngleWheelIs1: 	126.726 	AngleWheelIs0: 	130.854 	PositionError1: 	5.65399 	PositionError0: 	5.10786 	CurrentMust0: 	1721 	CurrentIs0: 	1738 	CurrentMust1: 	-1830 	CurrentIs1: 	-1842 	
ArmModuleId: 	1 	Time: 	3974213 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424664300 	time_after_control_loop: 	424691512 	T_diff: 	27212 	AngleAxisMust1: 	215.441 	AngleAxisMust0: 	251.478 	AngleWheelMust1: 	249.595 	AngleWheelMust0: 	181.286 	AngleAxisIs1: 	215.01 	AngleAxisIs0: 	250.29 	AngleWheelIs1: 	181.423 	AngleWheelIs0: 	248.597 	PositionError1: 	-0.136841 	PositionError0: 	0.998932 	CurrentMust0: 	88 	CurrentIs0: 	102 	CurrentMust1: 	-78 	CurrentIs1: 	-108 	
ArmModuleId: 	0 	Time: 	4055056 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	424745098 	time_after_control_loop: 	424772161 	T_diff: 	27063 	AngleAxisMust1: 	134.68 	AngleAxisMust0: 	183.726 	AngleWheelMust1: 	136.46 	AngleWheelMust0: 	132.899 	AngleAxisIs1: 	128.79 	AngleAxisIs0: 	184.41 	AngleWheelIs1: 	126.683 	AngleWheelIs0: 	130.897 	PositionError1: 	6.21523 	PositionError0: 	5.56198 	CurrentMust0: 	1812 	CurrentIs0: 	1782 	CurrentMust1: 	-1943 	CurrentIs1: 	-1938 	
ArmModuleId: 	1 	Time: 	4108282 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424798332 	time_after_control_loop: 	424829067 	T_diff: 	30735 	AngleAxisMust1: 	215.231 	AngleAxisMust0: 	251.055 	AngleWheelMust1: 	249.183 	AngleWheelMust0: 	181.279 	AngleAxisIs1: 	214.92 	AngleAxisIs0: 	250.2 	AngleWheelIs1: 	181.376 	AngleWheelIs0: 	248.464 	PositionError1: 	-0.0974426 	PositionError0: 	0.720352 	CurrentMust0: 	101 	CurrentIs0: 	110 	CurrentMust1: 	-76 	CurrentIs1: 	-60 	
ArmModuleId: 	0 	Time: 	4193084 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	424883121 	time_after_control_loop: 	424910000 	T_diff: 	26879 	AngleAxisMust1: 	135.177 	AngleAxisMust0: 	183.705 	AngleWheelMust1: 	136.947 	AngleWheelMust0: 	133.407 	AngleAxisIs1: 	128.88 	AngleAxisIs0: 	184.59 	AngleWheelIs1: 	126.687 	AngleWheelIs0: 	131.073 	PositionError1: 	6.71878 	PositionError0: 	5.87273 	CurrentMust0: 	1874 	CurrentIs0: 	1871 	CurrentMust1: 	-2043 	CurrentIs1: 	-2047 	
ArmModuleId: 	1 	Time: 	4247664 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	424937735 	time_after_control_loop: 	424968643 	T_diff: 	30908 	AngleAxisMust1: 	215.026 	AngleAxisMust0: 	250.641 	AngleWheelMust1: 	248.78 	AngleWheelMust0: 	181.271 	AngleAxisIs1: 	214.92 	AngleAxisIs0: 	250.2 	AngleWheelIs1: 	181.376 	AngleWheelIs0: 	248.464 	PositionError1: 	-0.104889 	PositionError0: 	0.317169 	CurrentMust0: 	82 	CurrentIs0: 	43 	CurrentMust1: 	-70 	CurrentIs1: 	-94 	
ArmModuleId: 	0 	Time: 	4331752 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425021788 	time_after_control_loop: 	425049051 	T_diff: 	27263 	AngleAxisMust1: 	135.705 	AngleAxisMust0: 	183.682 	AngleWheelMust1: 	137.465 	AngleWheelMust0: 	133.946 	AngleAxisIs1: 	128.79 	AngleAxisIs0: 	184.5 	AngleWheelIs1: 	126.64 	AngleWheelIs0: 	130.94 	PositionError1: 	7.30532 	PositionError0: 	6.52322 	CurrentMust0: 	2004 	CurrentIs0: 	1989 	CurrentMust1: 	-2161 	CurrentIs1: 	-2143 	
ArmModuleId: 	1 	Time: 	4385112 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425075175 	time_after_control_loop: 	425103093 	T_diff: 	27918 	AngleAxisMust1: 	214.807 	AngleAxisMust0: 	250.201 	AngleWheelMust1: 	248.352 	AngleWheelMust0: 	181.263 	AngleAxisIs1: 	214.92 	AngleAxisIs0: 	250.29 	AngleWheelIs1: 	181.333 	AngleWheelIs0: 	248.507 	PositionError1: 	-0.0698242 	PositionError0: 	-0.154388 	CurrentMust0: 	30 	CurrentIs0: 	-1 	CurrentMust1: 	-69 	CurrentIs1: 	-81 	
ArmModuleId: 	0 	Time: 	4473769 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425163807 	time_after_control_loop: 	425203947 	T_diff: 	40140 	AngleAxisMust1: 	136.257 	AngleAxisMust0: 	183.657 	AngleWheelMust1: 	138.005 	AngleWheelMust0: 	134.509 	AngleAxisIs1: 	128.79 	AngleAxisIs0: 	184.5 	AngleWheelIs1: 	126.64 	AngleWheelIs0: 	130.94 	PositionError1: 	7.86849 	PositionError0: 	7.06331 	CurrentMust0: 	2112 	CurrentIs0: 	2122 	CurrentMust1: 	-2273 	CurrentIs1: 	-2261 	
ArmModuleId: 	1 	Time: 	4539960 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425230024 	time_after_control_loop: 	425256974 	T_diff: 	26950 	AngleAxisMust1: 	214.58 	AngleAxisMust0: 	249.741 	AngleWheelMust1: 	247.904 	AngleWheelMust0: 	181.255 	AngleAxisIs1: 	215.01 	AngleAxisIs0: 	250.29 	AngleWheelIs1: 	181.423 	AngleWheelIs0: 	248.597 	PositionError1: 	-0.168076 	PositionError0: 	-0.691727 	CurrentMust0: 	-60 	CurrentIs0: 	-67 	CurrentMust1: 	-50 	CurrentIs1: 	-20 	
ArmModuleId: 	0 	Time: 	4630116 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425320155 	time_after_control_loop: 	425347209 	T_diff: 	27054 	AngleAxisMust1: 	136.884 	AngleAxisMust0: 	183.63 	AngleWheelMust1: 	138.619 	AngleWheelMust0: 	135.15 	AngleAxisIs1: 	128.7 	AngleAxisIs0: 	184.59 	AngleWheelIs1: 	126.507 	AngleWheelIs0: 	130.893 	PositionError1: 	8.64171 	PositionError0: 	7.72444 	CurrentMust0: 	2244 	CurrentIs0: 	2233 	CurrentMust1: 	-2428 	CurrentIs1: 	-2424 	
ArmModuleId: 	1 	Time: 	4683516 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425373572 	time_after_control_loop: 	425400166 	T_diff: 	26594 	AngleAxisMust1: 	214.321 	AngleAxisMust0: 	249.219 	AngleWheelMust1: 	247.396 	AngleWheelMust0: 	181.246 	AngleAxisIs1: 	215.01 	AngleAxisIs0: 	250.2 	AngleWheelIs1: 	181.466 	AngleWheelIs0: 	248.554 	PositionError1: 	-0.22049 	PositionError0: 	-1.15715 	CurrentMust0: 	-169 	CurrentIs0: 	-170 	CurrentMust1: 	-33 	CurrentIs1: 	-28 	
ArmModuleId: 	0 	Time: 	4764010 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425454047 	time_after_control_loop: 	425480772 	T_diff: 	26725 	AngleAxisMust1: 	137.502 	AngleAxisMust0: 	183.603 	AngleWheelMust1: 	139.224 	AngleWheelMust0: 	135.781 	AngleAxisIs1: 	128.97 	AngleAxisIs0: 	184.77 	AngleWheelIs1: 	126.691 	AngleWheelIs0: 	131.249 	PositionError1: 	9.08842 	PositionError0: 	7.97331 	CurrentMust0: 	2294 	CurrentIs0: 	2261 	CurrentMust1: 	-2517 	CurrentIs1: 	-2514 	
ArmModuleId: 	1 	Time: 	4825764 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425515835 	time_after_control_loop: 	425542829 	T_diff: 	26994 	AngleAxisMust1: 	214.065 	AngleAxisMust0: 	248.704 	AngleWheelMust1: 	246.895 	AngleWheelMust0: 	181.236 	AngleAxisIs1: 	214.92 	AngleAxisIs0: 	250.29 	AngleWheelIs1: 	181.333 	AngleWheelIs0: 	248.507 	PositionError1: 	-0.096756 	PositionError0: 	-1.61125 	CurrentMust0: 	-302 	CurrentIs0: 	-295 	CurrentMust1: 	-38 	CurrentIs1: 	-34 	
ArmModuleId: 	0 	Time: 	4908924 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425598967 	time_after_control_loop: 	425629275 	T_diff: 	30308 	AngleAxisMust1: 	138.15 	AngleAxisMust0: 	183.575 	AngleWheelMust1: 	139.859 	AngleWheelMust0: 	136.442 	AngleAxisIs1: 	129.78 	AngleAxisIs0: 	185.49 	AngleWheelIs1: 	127.157 	AngleWheelIs0: 	132.403 	PositionError1: 	9.28418 	PositionError0: 	7.45389 	CurrentMust0: 	2190 	CurrentIs0: 	2063 	CurrentMust1: 	-2556 	CurrentIs1: 	-2372 	
ArmModuleId: 	1 	Time: 	4969184 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425659261 	time_after_control_loop: 	425685973 	T_diff: 	26712 	AngleAxisMust1: 	213.798 	AngleAxisMust0: 	248.164 	AngleWheelMust1: 	246.369 	AngleWheelMust0: 	181.227 	AngleAxisIs1: 	214.92 	AngleAxisIs0: 	250.11 	AngleWheelIs1: 	181.419 	AngleWheelIs0: 	248.421 	PositionError1: 	-0.192459 	PositionError0: 	-2.05072 	CurrentMust0: 	-460 	CurrentIs0: 	-465 	CurrentMust1: 	-19 	CurrentIs1: 	-14 	
ArmModuleId: 	0 	Time: 	5058330 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425748374 	time_after_control_loop: 	425775142 	T_diff: 	26768 	AngleAxisMust1: 	138.828 	AngleAxisMust0: 	183.545 	AngleWheelMust1: 	140.522 	AngleWheelMust0: 	137.134 	AngleAxisIs1: 	133.38 	AngleAxisIs0: 	186.21 	AngleWheelIs1: 	130.413 	AngleWheelIs0: 	136.347 	PositionError1: 	6.71991 	PositionError0: 	4.17331 	CurrentMust0: 	1534 	CurrentIs0: 	1302 	CurrentMust1: 	-2043 	CurrentIs1: 	-2174 	
ArmModuleId: 	1 	Time: 	5122994 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425813059 	time_after_control_loop: 	425844385 	T_diff: 	31326 	AngleAxisMust1: 	213.518 	AngleAxisMust0: 	247.6 	AngleWheelMust1: 	245.82 	AngleWheelMust0: 	181.217 	AngleAxisIs1: 	214.11 	AngleAxisIs0: 	248.4 	AngleWheelIs1: 	181.426 	AngleWheelIs0: 	246.794 	PositionError1: 	-0.209717 	PositionError0: 	-0.973129 	CurrentMust0: 	-424 	CurrentIs0: 	-330 	CurrentMust1: 	-4 	CurrentIs1: 	-7 	
ArmModuleId: 	0 	Time: 	5208114 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	425898152 	time_after_control_loop: 	425925245 	T_diff: 	27093 	AngleAxisMust1: 	139.605 	AngleAxisMust0: 	183.511 	AngleWheelMust1: 	141.283 	AngleWheelMust0: 	137.927 	AngleAxisIs1: 	137.97 	AngleAxisIs0: 	185.76 	AngleWheelIs1: 	135.218 	AngleWheelIs0: 	140.722 	PositionError1: 	2.70799 	PositionError0: 	0.558975 	CurrentMust0: 	811 	CurrentIs0: 	735 	CurrentMust1: 	-1241 	CurrentIs1: 	-1427 	
ArmModuleId: 	1 	Time: 	5262003 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	425952066 	time_after_control_loop: 	425979353 	T_diff: 	27287 	AngleAxisMust1: 	213.197 	AngleAxisMust0: 	246.953 	AngleWheelMust1: 	245.189 	AngleWheelMust0: 	181.205 	AngleAxisIs1: 	212.4 	AngleAxisIs0: 	244.89 	AngleWheelIs1: 	181.393 	AngleWheelIs0: 	243.407 	PositionError1: 	-0.188538 	PositionError0: 	1.78429 	CurrentMust0: 	-70 	CurrentIs0: 	-13 	CurrentMust1: 	3 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5343172 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	426033211 	time_after_control_loop: 	426060184 	T_diff: 	26973 	AngleAxisMust1: 	140.292 	AngleAxisMust0: 	183.481 	AngleWheelMust1: 	141.955 	AngleWheelMust0: 	138.628 	AngleAxisIs1: 	139.95 	AngleAxisIs0: 	184.68 	AngleWheelIs1: 	137.714 	AngleWheelIs0: 	142.186 	PositionError1: 	0.91275 	PositionError0: 	-0.232758 	CurrentMust0: 	653 	CurrentIs0: 	653 	CurrentMust1: 	-882 	CurrentIs1: 	-866 	
ArmModuleId: 	1 	Time: 	5396036 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	426086102 	time_after_control_loop: 	426112895 	T_diff: 	26793 	AngleAxisMust1: 	212.914 	AngleAxisMust0: 	246.381 	AngleWheelMust1: 	244.633 	AngleWheelMust0: 	181.195 	AngleAxisIs1: 	211.59 	AngleAxisIs0: 	243.18 	AngleWheelIs1: 	181.401 	AngleWheelIs0: 	241.779 	PositionError1: 	-0.205917 	PositionError0: 	2.85463 	CurrentMust0: 	182 	CurrentIs0: 	192 	CurrentMust1: 	16 	CurrentIs1: 	73 	
