ArmModuleId: 	0 	Time: 	2705954 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3560498585 	time_after_control_loop: 	3560577351 	T_diff: 	78766 	AngleAxisMust1: 	173.16 	AngleAxisMust0: 	180.54 	AngleWheelMust1: 	173.418 	AngleWheelMust0: 	172.902 	AngleAxisIs1: 	173.16 	AngleAxisIs0: 	180.54 	AngleWheelIs1: 	172.902 	AngleWheelIs0: 	173.418 	PositionError1: 	0.000778198 	PositionError0: 	0.000732422 	CurrentMust0: 	0 	CurrentIs0: 	-2 	CurrentMust1: 	0 	CurrentIs1: 	-3 	
ArmModuleId: 	1 	Time: 	3752636 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561545243 	time_after_control_loop: 	3561573614 	T_diff: 	28371 	AngleAxisMust1: 	171.957 	AngleAxisMust0: 	189.39 	AngleWheelMust1: 	176.443 	AngleWheelMust0: 	167.47 	AngleAxisIs1: 	172.89 	AngleAxisIs0: 	191.07 	AngleWheelIs1: 	167.6 	AngleWheelIs0: 	178.18 	PositionError1: 	-0.130524 	PositionError0: 	-1.73561 	CurrentMust0: 	-208 	CurrentIs0: 	-200 	CurrentMust1: 	15 	CurrentIs1: 	5 	
ArmModuleId: 	0 	Time: 	3843263 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561635831 	time_after_control_loop: 	3561661902 	T_diff: 	26071 	AngleAxisMust1: 	170.955 	AngleAxisMust0: 	177.958 	AngleWheelMust1: 	169.98 	AngleWheelMust0: 	171.931 	AngleAxisIs1: 	171.09 	AngleAxisIs0: 	181.26 	AngleWheelIs1: 	170.488 	AngleWheelIs0: 	171.692 	PositionError1: 	1.44315 	PositionError0: 	-1.71172 	CurrentMust0: 	-342 	CurrentIs0: 	-342 	CurrentMust1: 	-360 	CurrentIs1: 	-363 	
ArmModuleId: 	1 	Time: 	3898891 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561691480 	time_after_control_loop: 	3561718066 	T_diff: 	26586 	AngleAxisMust1: 	171.724 	AngleAxisMust0: 	189.061 	AngleWheelMust1: 	176.053 	AngleWheelMust0: 	167.394 	AngleAxisIs1: 	172.89 	AngleAxisIs0: 	190.98 	AngleWheelIs1: 	167.643 	AngleWheelIs0: 	178.137 	PositionError1: 	-0.248825 	PositionError0: 	-2.08247 	CurrentMust0: 	-249 	CurrentIs0: 	-254 	CurrentMust1: 	29 	CurrentIs1: 	32 	
ArmModuleId: 	0 	Time: 	3977143 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561769710 	time_after_control_loop: 	3561798231 	T_diff: 	28521 	AngleAxisMust1: 	170.741 	AngleAxisMust0: 	177.708 	AngleWheelMust1: 	169.646 	AngleWheelMust0: 	171.837 	AngleAxisIs1: 	171.09 	AngleAxisIs0: 	181.35 	AngleWheelIs1: 	170.445 	AngleWheelIs0: 	171.735 	PositionError1: 	1.392 	PositionError0: 	-2.08812 	CurrentMust0: 	-417 	CurrentIs0: 	-425 	CurrentMust1: 	-347 	CurrentIs1: 	-356 	
ArmModuleId: 	1 	Time: 	4036401 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561828987 	time_after_control_loop: 	3561857433 	T_diff: 	28446 	AngleAxisMust1: 	171.506 	AngleAxisMust0: 	188.752 	AngleWheelMust1: 	175.688 	AngleWheelMust0: 	167.324 	AngleAxisIs1: 	172.8 	AngleAxisIs0: 	190.98 	AngleWheelIs1: 	167.553 	AngleWheelIs0: 	178.047 	PositionError1: 	-0.229309 	PositionError0: 	-2.35764 	CurrentMust0: 	-282 	CurrentIs0: 	-290 	CurrentMust1: 	27 	CurrentIs1: 	26 	
ArmModuleId: 	0 	Time: 	4123667 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561916236 	time_after_control_loop: 	3561942806 	T_diff: 	26570 	AngleAxisMust1: 	170.508 	AngleAxisMust0: 	177.434 	AngleWheelMust1: 	169.282 	AngleWheelMust0: 	171.734 	AngleAxisIs1: 	171.09 	AngleAxisIs0: 	181.17 	AngleWheelIs1: 	170.531 	AngleWheelIs0: 	171.649 	PositionError1: 	1.20303 	PositionError0: 	-2.36662 	CurrentMust0: 	-473 	CurrentIs0: 	-462 	CurrentMust1: 	-300 	CurrentIs1: 	-304 	
ArmModuleId: 	1 	Time: 	4176261 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3561968860 	time_after_control_loop: 	3561997311 	T_diff: 	28451 	AngleAxisMust1: 	171.268 	AngleAxisMust0: 	188.415 	AngleWheelMust1: 	175.289 	AngleWheelMust0: 	167.247 	AngleAxisIs1: 	172.44 	AngleAxisIs0: 	190.62 	AngleWheelIs1: 	167.365 	AngleWheelIs0: 	177.515 	PositionError1: 	-0.118362 	PositionError0: 	-2.22473 	CurrentMust0: 	-266 	CurrentIs0: 	-283 	CurrentMust1: 	14 	CurrentIs1: 	19 	
ArmModuleId: 	0 	Time: 	4271256 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562063838 	time_after_control_loop: 	3562092583 	T_diff: 	28745 	AngleAxisMust1: 	170.246 	AngleAxisMust0: 	177.128 	AngleWheelMust1: 	168.874 	AngleWheelMust0: 	171.619 	AngleAxisIs1: 	171.09 	AngleAxisIs0: 	181.17 	AngleWheelIs1: 	170.531 	AngleWheelIs0: 	171.649 	PositionError1: 	1.08792 	PositionError0: 	-2.77415 	CurrentMust0: 	-554 	CurrentIs0: 	-551 	CurrentMust1: 	-271 	CurrentIs1: 	-289 	
ArmModuleId: 	1 	Time: 	4331178 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562123826 	time_after_control_loop: 	3562153217 	T_diff: 	29391 	AngleAxisMust1: 	171.002 	AngleAxisMust0: 	188.038 	AngleWheelMust1: 	174.843 	AngleWheelMust0: 	167.161 	AngleAxisIs1: 	172.35 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	167.619 	AngleWheelIs0: 	177.081 	PositionError1: 	-0.458588 	PositionError0: 	-2.23703 	CurrentMust0: 	-268 	CurrentIs0: 	-256 	CurrentMust1: 	55 	CurrentIs1: 	72 	
ArmModuleId: 	0 	Time: 	4429053 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562221632 	time_after_control_loop: 	3562253965 	T_diff: 	32333 	AngleAxisMust1: 	169.962 	AngleAxisMust0: 	176.795 	AngleWheelMust1: 	168.43 	AngleWheelMust0: 	171.493 	AngleAxisIs1: 	171.09 	AngleAxisIs0: 	181.26 	AngleWheelIs1: 	170.488 	AngleWheelIs0: 	171.692 	PositionError1: 	1.00555 	PositionError0: 	-3.26106 	CurrentMust0: 	-652 	CurrentIs0: 	-625 	CurrentMust1: 	-251 	CurrentIs1: 	-245 	
ArmModuleId: 	1 	Time: 	4487504 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562280096 	time_after_control_loop: 	3562314286 	T_diff: 	34190 	AngleAxisMust1: 	170.712 	AngleAxisMust0: 	187.628 	AngleWheelMust1: 	174.356 	AngleWheelMust0: 	167.067 	AngleAxisIs1: 	171.99 	AngleAxisIs0: 	189.45 	AngleWheelIs1: 	167.474 	AngleWheelIs0: 	176.506 	PositionError1: 	-0.407455 	PositionError0: 	-2.1481 	CurrentMust0: 	-257 	CurrentIs0: 	-268 	CurrentMust1: 	48 	CurrentIs1: 	32 	
ArmModuleId: 	0 	Time: 	4578112 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562370695 	time_after_control_loop: 	3562407565 	T_diff: 	36870 	AngleAxisMust1: 	169.654 	AngleAxisMust0: 	176.434 	AngleWheelMust1: 	167.95 	AngleWheelMust0: 	171.358 	AngleAxisIs1: 	171.09 	AngleAxisIs0: 	181.35 	AngleWheelIs1: 	170.445 	AngleWheelIs0: 	171.735 	PositionError1: 	0.912872 	PositionError0: 	-3.78459 	CurrentMust0: 	-756 	CurrentIs0: 	-743 	CurrentMust1: 	-228 	CurrentIs1: 	-260 	
ArmModuleId: 	1 	Time: 	4646886 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562439502 	time_after_control_loop: 	3562471815 	T_diff: 	32313 	AngleAxisMust1: 	170.398 	AngleAxisMust0: 	187.183 	AngleWheelMust1: 	173.83 	AngleWheelMust0: 	166.965 	AngleAxisIs1: 	172.08 	AngleAxisIs0: 	189.36 	AngleWheelIs1: 	167.607 	AngleWheelIs0: 	176.553 	PositionError1: 	-0.642029 	PositionError0: 	-2.72137 	CurrentMust0: 	-326 	CurrentIs0: 	-335 	CurrentMust1: 	77 	CurrentIs1: 	39 	
ArmModuleId: 	0 	Time: 	4746953 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562539532 	time_after_control_loop: 	3562571055 	T_diff: 	31523 	AngleAxisMust1: 	169.317 	AngleAxisMust0: 	176.04 	AngleWheelMust1: 	167.425 	AngleWheelMust0: 	171.209 	AngleAxisIs1: 	170.82 	AngleAxisIs0: 	181.44 	AngleWheelIs1: 	170.132 	AngleWheelIs0: 	171.508 	PositionError1: 	1.07759 	PositionError0: 	-4.0825 	CurrentMust0: 	-816 	CurrentIs0: 	-817 	CurrentMust1: 	-269 	CurrentIs1: 	-230 	
ArmModuleId: 	1 	Time: 	4817719 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562610358 	time_after_control_loop: 	3562647457 	T_diff: 	37099 	AngleAxisMust1: 	170.055 	AngleAxisMust0: 	186.698 	AngleWheelMust1: 	173.255 	AngleWheelMust0: 	166.854 	AngleAxisIs1: 	171.99 	AngleAxisIs0: 	189.27 	AngleWheelIs1: 	167.561 	AngleWheelIs0: 	176.42 	PositionError1: 	-0.706009 	PositionError0: 	-3.16312 	CurrentMust0: 	-379 	CurrentIs0: 	-381 	CurrentMust1: 	84 	CurrentIs1: 	99 	
ArmModuleId: 	0 	Time: 	4914745 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562707324 	time_after_control_loop: 	3562741668 	T_diff: 	34344 	AngleAxisMust1: 	168.957 	AngleAxisMust0: 	175.619 	AngleWheelMust1: 	166.864 	AngleWheelMust0: 	171.051 	AngleAxisIs1: 	170.73 	AngleAxisIs0: 	181.35 	AngleWheelIs1: 	170.085 	AngleWheelIs0: 	171.375 	PositionError1: 	0.966278 	PositionError0: 	-4.5101 	CurrentMust0: 	-902 	CurrentIs0: 	-906 	CurrentMust1: 	-241 	CurrentIs1: 	-232 	
ArmModuleId: 	1 	Time: 	4975426 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562768041 	time_after_control_loop: 	3562799332 	T_diff: 	31291 	AngleAxisMust1: 	169.689 	AngleAxisMust0: 	186.18 	AngleWheelMust1: 	172.641 	AngleWheelMust0: 	166.736 	AngleAxisIs1: 	171.81 	AngleAxisIs0: 	188.64 	AngleWheelIs1: 	167.682 	AngleWheelIs0: 	175.938 	PositionError1: 	-0.945526 	PositionError0: 	-3.29593 	CurrentMust0: 	-395 	CurrentIs0: 	-392 	CurrentMust1: 	113 	CurrentIs1: 	112 	
ArmModuleId: 	0 	Time: 	5078855 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562871443 	time_after_control_loop: 	3562906050 	T_diff: 	34607 	AngleAxisMust1: 	168.591 	AngleAxisMust0: 	175.19 	AngleWheelMust1: 	166.293 	AngleWheelMust0: 	170.89 	AngleAxisIs1: 	169.83 	AngleAxisIs0: 	181.26 	AngleWheelIs1: 	169.228 	AngleWheelIs0: 	170.432 	PositionError1: 	1.66187 	PositionError0: 	-4.1385 	CurrentMust0: 	-827 	CurrentIs0: 	-800 	CurrentMust1: 	-415 	CurrentIs1: 	-346 	
ArmModuleId: 	1 	Time: 	5140361 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3562932963 	time_after_control_loop: 	3562965667 	T_diff: 	32704 	AngleAxisMust1: 	169.315 	AngleAxisMust0: 	185.651 	AngleWheelMust1: 	172.016 	AngleWheelMust0: 	166.615 	AngleAxisIs1: 	170.37 	AngleAxisIs0: 	185.76 	AngleWheelIs1: 	167.618 	AngleWheelIs0: 	173.122 	PositionError1: 	-1.00252 	PositionError0: 	-1.10559 	CurrentMust0: 	-132 	CurrentIs0: 	-333 	CurrentMust1: 	120 	CurrentIs1: 	166 	
ArmModuleId: 	0 	Time: 	5236083 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563028645 	time_after_control_loop: 	3563054520 	T_diff: 	25875 	AngleAxisMust1: 	168.226 	AngleAxisMust0: 	174.762 	AngleWheelMust1: 	165.723 	AngleWheelMust0: 	170.729 	AngleAxisIs1: 	168.12 	AngleAxisIs0: 	181.08 	AngleWheelIs1: 	167.604 	AngleWheelIs0: 	168.636 	PositionError1: 	3.12512 	PositionError0: 	-2.91174 	CurrentMust0: 	-582 	CurrentIs0: 	-637 	CurrentMust1: 	-781 	CurrentIs1: 	-713 	
ArmModuleId: 	1 	Time: 	5290798 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563083381 	time_after_control_loop: 	3563111405 	T_diff: 	28024 	AngleAxisMust1: 	168.943 	AngleAxisMust0: 	185.125 	AngleWheelMust1: 	171.392 	AngleWheelMust0: 	166.495 	AngleAxisIs1: 	169.83 	AngleAxisIs0: 	184.77 	AngleWheelIs1: 	167.551 	AngleWheelIs0: 	172.109 	PositionError1: 	-1.05588 	PositionError0: 	-0.715866 	CurrentMust0: 	-85 	CurrentIs0: 	-72 	CurrentMust1: 	126 	CurrentIs1: 	159 	
ArmModuleId: 	0 	Time: 	5376223 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563168790 	time_after_control_loop: 	3563198381 	T_diff: 	29591 	AngleAxisMust1: 	167.866 	AngleAxisMust0: 	174.341 	AngleWheelMust1: 	165.162 	AngleWheelMust0: 	170.57 	AngleAxisIs1: 	167.13 	AngleAxisIs0: 	181.44 	AngleWheelIs1: 	166.442 	AngleWheelIs0: 	167.818 	PositionError1: 	4.12871 	PositionError0: 	-2.65457 	CurrentMust0: 	-530 	CurrentIs0: 	-522 	CurrentMust1: 	-1032 	CurrentIs1: 	-1012 	
ArmModuleId: 	1 	Time: 	5432278 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563224867 	time_after_control_loop: 	3563252862 	T_diff: 	27995 	AngleAxisMust1: 	168.577 	AngleAxisMust0: 	184.606 	AngleWheelMust1: 	170.778 	AngleWheelMust0: 	166.376 	AngleAxisIs1: 	169.74 	AngleAxisIs0: 	184.59 	AngleWheelIs1: 	167.547 	AngleWheelIs0: 	171.933 	PositionError1: 	-1.1705 	PositionError0: 	-1.15407 	CurrentMust0: 	-138 	CurrentIs0: 	-101 	CurrentMust1: 	140 	CurrentIs1: 	166 	
ArmModuleId: 	0 	Time: 	5515701 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563308268 	time_after_control_loop: 	3563337496 	T_diff: 	29228 	AngleAxisMust1: 	167.517 	AngleAxisMust0: 	173.932 	AngleWheelMust1: 	164.617 	AngleWheelMust0: 	170.416 	AngleAxisIs1: 	167.13 	AngleAxisIs0: 	181.44 	AngleWheelIs1: 	166.442 	AngleWheelIs0: 	167.818 	PositionError1: 	3.9747 	PositionError0: 	-3.19991 	CurrentMust0: 	-639 	CurrentIs0: 	-618 	CurrentMust1: 	-993 	CurrentIs1: 	-1005 	
ArmModuleId: 	1 	Time: 	5570197 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563362782 	time_after_control_loop: 	3563388852 	T_diff: 	26070 	AngleAxisMust1: 	168.221 	AngleAxisMust0: 	184.102 	AngleWheelMust1: 	170.181 	AngleWheelMust0: 	166.261 	AngleAxisIs1: 	169.74 	AngleAxisIs0: 	184.68 	AngleWheelIs1: 	167.504 	AngleWheelIs0: 	171.976 	PositionError1: 	-1.24277 	PositionError0: 	-1.79424 	CurrentMust0: 	-215 	CurrentIs0: 	-197 	CurrentMust1: 	149 	CurrentIs1: 	173 	
ArmModuleId: 	0 	Time: 	5653640 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563446206 	time_after_control_loop: 	3563475837 	T_diff: 	29631 	AngleAxisMust1: 	167.151 	AngleAxisMust0: 	173.504 	AngleWheelMust1: 	164.047 	AngleWheelMust0: 	170.255 	AngleAxisIs1: 	167.13 	AngleAxisIs0: 	181.53 	AngleWheelIs1: 	166.399 	AngleWheelIs0: 	167.861 	PositionError1: 	3.85686 	PositionError0: 	-3.81242 	CurrentMust0: 	-762 	CurrentIs0: 	-751 	CurrentMust1: 	-964 	CurrentIs1: 	-953 	
ArmModuleId: 	1 	Time: 	5711943 	P0: 	120 	P1: 	120 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3563504556 	time_after_control_loop: 	3563537260 	T_diff: 	32704 	AngleAxisMust1: 	167.849 	AngleAxisMust0: 	183.575 	AngleWheelMust1: 	169.557 	AngleWheelMust0: 	166.14 	AngleAxisIs1: 	169.74 	AngleAxisIs0: 	184.68 	AngleWheelIs1: 	167.504 	AngleWheelIs0: 	171.976 	PositionError1: 	-1.36319 	PositionError0: 	-2.41795 	CurrentMust0: 	-290 	CurrentIs0: 	-293 	CurrentMust1: 	163 	CurrentIs1: 	173 	
