ArmModuleId: 	0 	Time: 	2775826 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3022422754 	time_after_control_loop: 	3022504561 	T_diff: 	81807 	AngleAxisMust1: 	224.91 	AngleAxisMust0: 	226.8 	AngleWheelMust1: 	247.273 	AngleWheelMust0: 	202.547 	AngleAxisIs1: 	224.91 	AngleAxisIs0: 	226.89 	AngleWheelIs1: 	202.504 	AngleWheelIs0: 	247.316 	PositionError1: 	0.0405731 	PositionError0: 	-0.0502625 	CurrentMust0: 	-10 	CurrentIs0: 	-10 	CurrentMust1: 	-10 	CurrentIs1: 	-43 	
ArmModuleId: 	1 	Time: 	3688484 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023335417 	time_after_control_loop: 	3023361103 	T_diff: 	25686 	AngleAxisMust1: 	224.323 	AngleAxisMust0: 	242.397 	AngleWheelMust1: 	254.139 	AngleWheelMust0: 	194.508 	AngleAxisIs1: 	225.09 	AngleAxisIs0: 	244.08 	AngleWheelIs1: 	194.47 	AngleWheelIs0: 	255.71 	PositionError1: 	0.0377197 	PositionError0: 	-1.57001 	CurrentMust0: 	-157 	CurrentIs0: 	-159 	CurrentMust1: 	-3 	CurrentIs1: 	-1 	
ArmModuleId: 	0 	Time: 	3774492 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023421406 	time_after_control_loop: 	3023447288 	T_diff: 	25882 	AngleAxisMust1: 	222.728 	AngleAxisMust0: 	224.526 	AngleWheelMust1: 	244.003 	AngleWheelMust0: 	201.452 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.61 	AngleWheelIs1: 	202.07 	AngleWheelIs0: 	247.57 	PositionError1: 	-0.618469 	PositionError0: 	-3.5656 	CurrentMust0: 	-713 	CurrentIs0: 	-721 	CurrentMust1: 	154 	CurrentIs1: 	124 	
ArmModuleId: 	1 	Time: 	3827226 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023474181 	time_after_control_loop: 	3023501856 	T_diff: 	27675 	AngleAxisMust1: 	224.098 	AngleAxisMust0: 	242.079 	AngleWheelMust1: 	253.761 	AngleWheelMust0: 	194.434 	AngleAxisIs1: 	225.18 	AngleAxisIs0: 	244.08 	AngleWheelIs1: 	194.56 	AngleWheelIs0: 	255.799 	PositionError1: 	-0.126175 	PositionError0: 	-2.03773 	CurrentMust0: 	-203 	CurrentIs0: 	-203 	CurrentMust1: 	12 	CurrentIs1: 	19 	
ArmModuleId: 	0 	Time: 	3914573 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023561507 	time_after_control_loop: 	3023593788 	T_diff: 	32281 	AngleAxisMust1: 	222.508 	AngleAxisMust0: 	224.297 	AngleWheelMust1: 	243.674 	AngleWheelMust0: 	201.341 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.43 	AngleWheelIs1: 	202.156 	AngleWheelIs0: 	247.484 	PositionError1: 	-0.814865 	PositionError0: 	-3.8089 	CurrentMust0: 	-761 	CurrentIs0: 	-758 	CurrentMust1: 	203 	CurrentIs1: 	213 	
ArmModuleId: 	1 	Time: 	3973484 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023620446 	time_after_control_loop: 	3023647525 	T_diff: 	27079 	AngleAxisMust1: 	223.871 	AngleAxisMust0: 	241.76 	AngleWheelMust1: 	253.381 	AngleWheelMust0: 	194.36 	AngleAxisIs1: 	225.18 	AngleAxisIs0: 	244.17 	AngleWheelIs1: 	194.517 	AngleWheelIs0: 	255.842 	PositionError1: 	-0.157455 	PositionError0: 	-2.46033 	CurrentMust0: 	-246 	CurrentIs0: 	-269 	CurrentMust1: 	15 	CurrentIs1: 	19 	
ArmModuleId: 	0 	Time: 	4059446 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023706375 	time_after_control_loop: 	3023738118 	T_diff: 	31743 	AngleAxisMust1: 	222.262 	AngleAxisMust0: 	224.04 	AngleWheelMust1: 	243.305 	AngleWheelMust0: 	201.218 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.43 	AngleWheelIs1: 	202.156 	AngleWheelIs0: 	247.484 	PositionError1: 	-0.93837 	PositionError0: 	-4.1774 	CurrentMust0: 	-835 	CurrentIs0: 	-824 	CurrentMust1: 	234 	CurrentIs1: 	213 	
ArmModuleId: 	1 	Time: 	4122915 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023769882 	time_after_control_loop: 	3023805279 	T_diff: 	35397 	AngleAxisMust1: 	223.617 	AngleAxisMust0: 	241.402 	AngleWheelMust1: 	252.957 	AngleWheelMust0: 	194.277 	AngleAxisIs1: 	225.18 	AngleAxisIs0: 	243.99 	AngleWheelIs1: 	194.603 	AngleWheelIs0: 	255.757 	PositionError1: 	-0.326553 	PositionError0: 	-2.79901 	CurrentMust0: 	-279 	CurrentIs0: 	-284 	CurrentMust1: 	32 	CurrentIs1: 	-8 	
ArmModuleId: 	0 	Time: 	4215248 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023862176 	time_after_control_loop: 	3023892480 	T_diff: 	30304 	AngleAxisMust1: 	221.972 	AngleAxisMust0: 	223.739 	AngleWheelMust1: 	242.872 	AngleWheelMust0: 	201.073 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.52 	AngleWheelIs1: 	202.113 	AngleWheelIs0: 	247.527 	PositionError1: 	-1.04057 	PositionError0: 	-4.65369 	CurrentMust0: 	-930 	CurrentIs0: 	-935 	CurrentMust1: 	260 	CurrentIs1: 	279 	
ArmModuleId: 	1 	Time: 	4274570 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3023921524 	time_after_control_loop: 	3023948080 	T_diff: 	26556 	AngleAxisMust1: 	223.318 	AngleAxisMust0: 	240.982 	AngleWheelMust1: 	252.457 	AngleWheelMust0: 	194.179 	AngleAxisIs1: 	225 	AngleAxisIs0: 	244.08 	AngleWheelIs1: 	194.38 	AngleWheelIs0: 	255.62 	PositionError1: 	-0.201263 	PositionError0: 	-3.16129 	CurrentMust0: 	-316 	CurrentIs0: 	-321 	CurrentMust1: 	20 	CurrentIs1: 	19 	
ArmModuleId: 	0 	Time: 	4362625 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024009534 	time_after_control_loop: 	3024035849 	T_diff: 	26315 	AngleAxisMust1: 	221.705 	AngleAxisMust0: 	223.46 	AngleWheelMust1: 	242.471 	AngleWheelMust0: 	200.938 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.43 	AngleWheelIs1: 	202.156 	AngleWheelIs0: 	247.484 	PositionError1: 	-1.21793 	PositionError0: 	-5.01155 	CurrentMust0: 	-1002 	CurrentIs0: 	-1001 	CurrentMust1: 	304 	CurrentIs1: 	323 	
ArmModuleId: 	1 	Time: 	4414998 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024061924 	time_after_control_loop: 	3024088874 	T_diff: 	26950 	AngleAxisMust1: 	223.042 	AngleAxisMust0: 	240.593 	AngleWheelMust1: 	251.995 	AngleWheelMust0: 	194.089 	AngleAxisIs1: 	225.09 	AngleAxisIs0: 	243.99 	AngleWheelIs1: 	194.513 	AngleWheelIs0: 	255.667 	PositionError1: 	-0.424667 	PositionError0: 	-3.67024 	CurrentMust0: 	-367 	CurrentIs0: 	-365 	CurrentMust1: 	42 	CurrentIs1: 	32 	
ArmModuleId: 	0 	Time: 	4496903 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024143817 	time_after_control_loop: 	3024172543 	T_diff: 	28726 	AngleAxisMust1: 	221.431 	AngleAxisMust0: 	223.174 	AngleWheelMust1: 	242.061 	AngleWheelMust0: 	200.801 	AngleAxisIs1: 	224.91 	AngleAxisIs0: 	227.43 	AngleWheelIs1: 	202.246 	AngleWheelIs0: 	247.574 	PositionError1: 	-1.44556 	PositionError0: 	-5.51215 	CurrentMust0: 	-1102 	CurrentIs0: 	-1119 	CurrentMust1: 	361 	CurrentIs1: 	373 	
ArmModuleId: 	1 	Time: 	4555947 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024202877 	time_after_control_loop: 	3024228735 	T_diff: 	25858 	AngleAxisMust1: 	222.759 	AngleAxisMust0: 	240.195 	AngleWheelMust1: 	251.522 	AngleWheelMust0: 	193.996 	AngleAxisIs1: 	225.18 	AngleAxisIs0: 	243.99 	AngleWheelIs1: 	194.603 	AngleWheelIs0: 	255.757 	PositionError1: 	-0.607269 	PositionError0: 	-4.23354 	CurrentMust0: 	-423 	CurrentIs0: 	-424 	CurrentMust1: 	60 	CurrentIs1: 	32 	
ArmModuleId: 	0 	Time: 	4635097 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024282010 	time_after_control_loop: 	3024311074 	T_diff: 	29064 	AngleAxisMust1: 	221.142 	AngleAxisMust0: 	222.874 	AngleWheelMust1: 	241.629 	AngleWheelMust0: 	200.656 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.61 	AngleWheelIs1: 	202.07 	AngleWheelIs0: 	247.57 	PositionError1: 	-1.41417 	PositionError0: 	-5.93968 	CurrentMust0: 	-1187 	CurrentIs0: 	-1178 	CurrentMust1: 	353 	CurrentIs1: 	381 	
ArmModuleId: 	1 	Time: 	4691359 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024338292 	time_after_control_loop: 	3024364267 	T_diff: 	25975 	AngleAxisMust1: 	222.462 	AngleAxisMust0: 	239.776 	AngleWheelMust1: 	251.025 	AngleWheelMust0: 	193.899 	AngleAxisIs1: 	225.09 	AngleAxisIs0: 	243.99 	AngleWheelIs1: 	194.513 	AngleWheelIs0: 	255.667 	PositionError1: 	-0.614578 	PositionError0: 	-4.64076 	CurrentMust0: 	-464 	CurrentIs0: 	-475 	CurrentMust1: 	61 	CurrentIs1: 	32 	
ArmModuleId: 	0 	Time: 	4777380 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024424299 	time_after_control_loop: 	3024450204 	T_diff: 	25905 	AngleAxisMust1: 	220.84 	AngleAxisMust0: 	222.559 	AngleWheelMust1: 	241.177 	AngleWheelMust0: 	200.504 	AngleAxisIs1: 	224.82 	AngleAxisIs0: 	227.7 	AngleWheelIs1: 	202.027 	AngleWheelIs0: 	247.613 	PositionError1: 	-1.5228 	PositionError0: 	-6.43506 	CurrentMust0: 	-1287 	CurrentIs0: 	-1281 	CurrentMust1: 	380 	CurrentIs1: 	387 	
ArmModuleId: 	1 	Time: 	4829372 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024476303 	time_after_control_loop: 	3024508709 	T_diff: 	32406 	AngleAxisMust1: 	222.15 	AngleAxisMust0: 	239.337 	AngleWheelMust1: 	250.503 	AngleWheelMust0: 	193.797 	AngleAxisIs1: 	225.09 	AngleAxisIs0: 	244.08 	AngleWheelIs1: 	194.47 	AngleWheelIs0: 	255.71 	PositionError1: 	-0.673615 	PositionError0: 	-5.20511 	CurrentMust0: 	-520 	CurrentIs0: 	-505 	CurrentMust1: 	67 	CurrentIs1: 	79 	
ArmModuleId: 	0 	Time: 	4914975 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024561889 	time_after_control_loop: 	3024593395 	T_diff: 	31506 	AngleAxisMust1: 	220.521 	AngleAxisMust0: 	222.226 	AngleWheelMust1: 	240.698 	AngleWheelMust0: 	200.344 	AngleAxisIs1: 	224.46 	AngleAxisIs0: 	228.42 	AngleWheelIs1: 	201.323 	AngleWheelIs0: 	247.597 	PositionError1: 	-0.97908 	PositionError0: 	-6.8974 	CurrentMust0: 	-1379 	CurrentIs0: 	-1400 	CurrentMust1: 	244 	CurrentIs1: 	245 	
ArmModuleId: 	1 	Time: 	4973201 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024620167 	time_after_control_loop: 	3024651686 	T_diff: 	31519 	AngleAxisMust1: 	221.82 	AngleAxisMust0: 	238.873 	AngleWheelMust1: 	249.952 	AngleWheelMust0: 	193.689 	AngleAxisIs1: 	225.09 	AngleAxisIs0: 	243.99 	AngleWheelIs1: 	194.513 	AngleWheelIs0: 	255.667 	PositionError1: 	-0.824478 	PositionError0: 	-5.71342 	CurrentMust0: 	-571 	CurrentIs0: 	-573 	CurrentMust1: 	82 	CurrentIs1: 	66 	
ArmModuleId: 	0 	Time: 	5065976 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024712906 	time_after_control_loop: 	3024749035 	T_diff: 	36129 	AngleAxisMust1: 	220.184 	AngleAxisMust0: 	221.875 	AngleWheelMust1: 	240.193 	AngleWheelMust0: 	200.175 	AngleAxisIs1: 	223.65 	AngleAxisIs0: 	229.95 	AngleWheelIs1: 	199.782 	AngleWheelIs0: 	247.518 	PositionError1: 	0.392715 	PositionError0: 	-7.32362 	CurrentMust0: 	-1464 	CurrentIs0: 	-1474 	CurrentMust1: 	-98 	CurrentIs1: 	-106 	
ArmModuleId: 	1 	Time: 	5132362 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024779311 	time_after_control_loop: 	3024817824 	T_diff: 	38513 	AngleAxisMust1: 	221.472 	AngleAxisMust0: 	238.383 	AngleWheelMust1: 	249.37 	AngleWheelMust0: 	193.575 	AngleAxisIs1: 	224.28 	AngleAxisIs0: 	242.19 	AngleWheelIs1: 	194.564 	AngleWheelIs0: 	253.996 	PositionError1: 	-0.988525 	PositionError0: 	-4.62549 	CurrentMust0: 	-462 	CurrentIs0: 	-490 	CurrentMust1: 	98 	CurrentIs1: 	139 	
ArmModuleId: 	0 	Time: 	5231121 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024878053 	time_after_control_loop: 	3024909878 	T_diff: 	31825 	AngleAxisMust1: 	219.777 	AngleAxisMust0: 	221.451 	AngleWheelMust1: 	239.583 	AngleWheelMust0: 	199.97 	AngleAxisIs1: 	223.11 	AngleAxisIs0: 	231.03 	AngleWheelIs1: 	198.726 	AngleWheelIs0: 	247.494 	PositionError1: 	1.24431 	PositionError0: 	-7.90973 	CurrentMust0: 	-1581 	CurrentIs0: 	-1585 	CurrentMust1: 	-311 	CurrentIs1: 	-313 	
ArmModuleId: 	1 	Time: 	5294410 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3024941354 	time_after_control_loop: 	3024968290 	T_diff: 	26936 	AngleAxisMust1: 	221.052 	AngleAxisMust0: 	237.792 	AngleWheelMust1: 	248.667 	AngleWheelMust0: 	193.437 	AngleAxisIs1: 	222.66 	AngleAxisIs0: 	238.41 	AngleWheelIs1: 	194.75 	AngleWheelIs0: 	250.57 	PositionError1: 	-1.31229 	PositionError0: 	-1.90228 	CurrentMust0: 	-190 	CurrentIs0: 	-335 	CurrentMust1: 	131 	CurrentIs1: 	106 	
ArmModuleId: 	0 	Time: 	5384265 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3025031193 	time_after_control_loop: 	3025063254 	T_diff: 	32061 	AngleAxisMust1: 	219.385 	AngleAxisMust0: 	221.043 	AngleWheelMust1: 	238.997 	AngleWheelMust0: 	199.774 	AngleAxisIs1: 	223.2 	AngleAxisIs0: 	231.03 	AngleWheelIs1: 	198.816 	AngleWheelIs0: 	247.584 	PositionError1: 	0.957825 	PositionError0: 	-8.58598 	CurrentMust0: 	-1717 	CurrentIs0: 	-1710 	CurrentMust1: 	-239 	CurrentIs1: 	-269 	
ArmModuleId: 	1 	Time: 	5453310 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3025100264 	time_after_control_loop: 	3025130557 	T_diff: 	30293 	AngleAxisMust1: 	220.648 	AngleAxisMust0: 	237.223 	AngleWheelMust1: 	247.991 	AngleWheelMust0: 	193.305 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	237.51 	AngleWheelIs1: 	194.82 	AngleWheelIs0: 	249.78 	PositionError1: 	-1.51457 	PositionError0: 	-1.78789 	CurrentMust0: 	-178 	CurrentIs0: 	-181 	CurrentMust1: 	151 	CurrentIs1: 	146 	
ArmModuleId: 	0 	Time: 	5543889 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3025190817 	time_after_control_loop: 	3025230483 	T_diff: 	39666 	AngleAxisMust1: 	218.964 	AngleAxisMust0: 	220.603 	AngleWheelMust1: 	238.365 	AngleWheelMust0: 	199.562 	AngleAxisIs1: 	223.11 	AngleAxisIs0: 	230.94 	AngleWheelIs1: 	198.769 	AngleWheelIs0: 	247.451 	PositionError1: 	0.793198 	PositionError0: 	-9.08434 	CurrentMust0: 	-1816 	CurrentIs0: 	-1821 	CurrentMust1: 	-198 	CurrentIs1: 	-217 	
ArmModuleId: 	1 	Time: 	5616211 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3025263184 	time_after_control_loop: 	3025295224 	T_diff: 	32040 	AngleAxisMust1: 	220.213 	AngleAxisMust0: 	236.61 	AngleWheelMust1: 	247.263 	AngleWheelMust0: 	193.163 	AngleAxisIs1: 	222.21 	AngleAxisIs0: 	237.51 	AngleWheelIs1: 	194.73 	AngleWheelIs0: 	249.69 	PositionError1: 	-1.56697 	PositionError0: 	-2.42551 	CurrentMust0: 	-242 	CurrentIs0: 	-254 	CurrentMust1: 	156 	CurrentIs1: 	186 	
ArmModuleId: 	0 	Time: 	5706220 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3025353147 	time_after_control_loop: 	3025380080 	T_diff: 	26933 	AngleAxisMust1: 	218.511 	AngleAxisMust0: 	220.132 	AngleWheelMust1: 	237.687 	AngleWheelMust0: 	199.335 	AngleAxisIs1: 	223.2 	AngleAxisIs0: 	230.94 	AngleWheelIs1: 	198.859 	AngleWheelIs0: 	247.541 	PositionError1: 	0.476059 	PositionError0: 	-9.8521 	CurrentMust0: 	-1970 	CurrentIs0: 	-1966 	CurrentMust1: 	-119 	CurrentIs1: 	-114 	
ArmModuleId: 	1 	Time: 	5772202 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3025419159 	time_after_control_loop: 	3025450994 	T_diff: 	31835 	AngleAxisMust1: 	219.746 	AngleAxisMust0: 	235.953 	AngleWheelMust1: 	246.482 	AngleWheelMust0: 	193.01 	AngleAxisIs1: 	222.12 	AngleAxisIs0: 	237.51 	AngleWheelIs1: 	194.64 	AngleWheelIs0: 	249.6 	PositionError1: 	-1.62979 	PositionError0: 	-3.1165 	CurrentMust0: 	-311 	CurrentIs0: 	-306 	CurrentMust1: 	162 	CurrentIs1: 	199 	
