ArmModuleId: 	0 	Time: 	2555154 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1602891998 	time_after_control_loop: 	1602959071 	T_diff: 	67073 	AngleAxisMust1: 	226.53 	AngleAxisMust0: 	226.35 	AngleWheelMust1: 	248.678 	AngleWheelMust0: 	204.382 	AngleAxisIs1: 	226.53 	AngleAxisIs0: 	226.35 	AngleWheelIs1: 	204.382 	AngleWheelIs0: 	248.678 	PositionError1: 	-0.00285339 	PositionError0: 	-0.00805664 	CurrentMust0: 	-6 	CurrentIs0: 	-2 	CurrentMust1: 	2 	CurrentIs1: 	-47 	
ArmModuleId: 	1 	Time: 	3390066 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1603726954 	time_after_control_loop: 	1603758239 	T_diff: 	31285 	AngleAxisMust1: 	214.321 	AngleAxisMust0: 	257.152 	AngleWheelMust1: 	251.187 	AngleWheelMust0: 	177.455 	AngleAxisIs1: 	216.09 	AngleAxisIs0: 	260.37 	AngleWheelIs1: 	177.687 	AngleWheelIs0: 	254.493 	PositionError1: 	-0.231354 	PositionError0: 	-3.30537 	CurrentMust0: 	-64 	CurrentIs0: 	-25 	CurrentMust1: 	-18 	CurrentIs1: 	-26 	
ArmModuleId: 	0 	Time: 	3479532 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1603816355 	time_after_control_loop: 	1603842971 	T_diff: 	26616 	AngleAxisMust1: 	222.775 	AngleAxisMust0: 	222.602 	AngleWheelMust1: 	243.132 	AngleWheelMust0: 	202.419 	AngleAxisIs1: 	226.17 	AngleAxisIs0: 	227.34 	AngleWheelIs1: 	203.549 	AngleWheelIs0: 	248.791 	PositionError1: 	-1.13036 	PositionError0: 	-5.65703 	CurrentMust0: 	-348 	CurrentIs0: 	-360 	CurrentMust1: 	564 	CurrentIs1: 	537 	
ArmModuleId: 	1 	Time: 	3532542 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1603869373 	time_after_control_loop: 	1603901310 	T_diff: 	31937 	AngleAxisMust1: 	213.953 	AngleAxisMust0: 	256.597 	AngleWheelMust1: 	250.553 	AngleWheelMust0: 	177.352 	AngleAxisIs1: 	216.18 	AngleAxisIs0: 	260.37 	AngleWheelIs1: 	177.777 	AngleWheelIs0: 	254.583 	PositionError1: 	-0.424271 	PositionError0: 	-4.02908 	CurrentMust0: 	-226 	CurrentIs0: 	-217 	CurrentMust1: 	6 	CurrentIs1: 	1 	
ArmModuleId: 	0 	Time: 	3628513 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1603965329 	time_after_control_loop: 	1603992974 	T_diff: 	27645 	AngleAxisMust1: 	222.324 	AngleAxisMust0: 	222.152 	AngleWheelMust1: 	242.465 	AngleWheelMust0: 	202.182 	AngleAxisIs1: 	225.54 	AngleAxisIs0: 	228.96 	AngleWheelIs1: 	202.145 	AngleWheelIs0: 	248.935 	PositionError1: 	0.0374908 	PositionError0: 	-6.46823 	CurrentMust0: 	-921 	CurrentIs0: 	-884 	CurrentMust1: 	429 	CurrentIs1: 	444 	
ArmModuleId: 	1 	Time: 	3682275 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604019117 	time_after_control_loop: 	1604045977 	T_diff: 	26860 	AngleAxisMust1: 	213.544 	AngleAxisMust0: 	255.98 	AngleWheelMust1: 	249.85 	AngleWheelMust0: 	177.238 	AngleAxisIs1: 	216.27 	AngleAxisIs0: 	260.37 	AngleWheelIs1: 	177.867 	AngleWheelIs0: 	254.673 	PositionError1: 	-0.628494 	PositionError0: 	-4.82239 	CurrentMust0: 	-422 	CurrentIs0: 	-423 	CurrentMust1: 	38 	CurrentIs1: 	29 	
ArmModuleId: 	0 	Time: 	3763703 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604100520 	time_after_control_loop: 	1604127264 	T_diff: 	26744 	AngleAxisMust1: 	221.868 	AngleAxisMust0: 	221.696 	AngleWheelMust1: 	241.792 	AngleWheelMust0: 	201.944 	AngleAxisIs1: 	224.37 	AngleAxisIs0: 	231.75 	AngleWheelIs1: 	199.642 	AngleWheelIs0: 	249.098 	PositionError1: 	2.30215 	PositionError0: 	-7.30479 	CurrentMust0: 	-1512 	CurrentIs0: 	-1501 	CurrentMust1: 	10 	CurrentIs1: 	-106 	
ArmModuleId: 	1 	Time: 	3816642 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604153481 	time_after_control_loop: 	1604188671 	T_diff: 	35190 	AngleAxisMust1: 	213.131 	AngleAxisMust0: 	255.358 	AngleWheelMust1: 	249.14 	AngleWheelMust0: 	177.123 	AngleAxisIs1: 	215.82 	AngleAxisIs0: 	259.83 	AngleWheelIs1: 	177.675 	AngleWheelIs0: 	253.965 	PositionError1: 	-0.551834 	PositionError0: 	-4.82423 	CurrentMust0: 	-552 	CurrentIs0: 	-394 	CurrentMust1: 	48 	CurrentIs1: 	68 	
ArmModuleId: 	0 	Time: 	3912236 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604249059 	time_after_control_loop: 	1604281213 	T_diff: 	32154 	AngleAxisMust1: 	221.374 	AngleAxisMust0: 	221.204 	AngleWheelMust1: 	241.062 	AngleWheelMust0: 	201.686 	AngleAxisIs1: 	223.11 	AngleAxisIs0: 	234.18 	AngleWheelIs1: 	197.221 	AngleWheelIs0: 	248.999 	PositionError1: 	4.465 	PositionError0: 	-7.9352 	CurrentMust0: 	-690 	CurrentIs0: 	-696 	CurrentMust1: 	-565 	CurrentIs1: 	-527 	
ArmModuleId: 	1 	Time: 	3970641 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604307468 	time_after_control_loop: 	1604335196 	T_diff: 	27728 	AngleAxisMust1: 	212.684 	AngleAxisMust0: 	254.684 	AngleWheelMust1: 	248.371 	AngleWheelMust0: 	176.998 	AngleAxisIs1: 	214.47 	AngleAxisIs0: 	256.32 	AngleWheelIs1: 	178.002 	AngleWheelIs0: 	250.938 	PositionError1: 	-1.00389 	PositionError0: 	-2.56587 	CurrentMust0: 	-5 	CurrentIs0: 	-77 	CurrentMust1: 	107 	CurrentIs1: 	61 	
ArmModuleId: 	0 	Time: 	4051866 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604388682 	time_after_control_loop: 	1604424911 	T_diff: 	36229 	AngleAxisMust1: 	220.846 	AngleAxisMust0: 	220.676 	AngleWheelMust1: 	240.282 	AngleWheelMust0: 	201.409 	AngleAxisIs1: 	222.75 	AngleAxisIs0: 	234.81 	AngleWheelIs1: 	196.56 	AngleWheelIs0: 	248.94 	PositionError1: 	4.84979 	PositionError0: 	-8.65627 	CurrentMust0: 	-1377 	CurrentIs0: 	-1361 	CurrentMust1: 	-947 	CurrentIs1: 	-962 	
ArmModuleId: 	1 	Time: 	4113977 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604450819 	time_after_control_loop: 	1604477882 	T_diff: 	27063 	AngleAxisMust1: 	212.206 	AngleAxisMust0: 	253.963 	AngleWheelMust1: 	247.548 	AngleWheelMust0: 	176.864 	AngleAxisIs1: 	214.2 	AngleAxisIs0: 	256.23 	AngleWheelIs1: 	177.775 	AngleWheelIs0: 	250.625 	PositionError1: 	-0.910446 	PositionError0: 	-3.0751 	CurrentMust0: 	-126 	CurrentIs0: 	-128 	CurrentMust1: 	127 	CurrentIs1: 	128 	
ArmModuleId: 	0 	Time: 	4198081 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604534904 	time_after_control_loop: 	1604561951 	T_diff: 	27047 	AngleAxisMust1: 	220.284 	AngleAxisMust0: 	220.115 	AngleWheelMust1: 	239.452 	AngleWheelMust0: 	201.115 	AngleAxisIs1: 	222.84 	AngleAxisIs0: 	234.81 	AngleWheelIs1: 	196.65 	AngleWheelIs0: 	249.03 	PositionError1: 	4.46584 	PositionError0: 	-9.57637 	CurrentMust0: 	-936 	CurrentIs0: 	-910 	CurrentMust1: 	-1169 	CurrentIs1: 	-1359 	
ArmModuleId: 	1 	Time: 	4251282 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604588129 	time_after_control_loop: 	1604615131 	T_diff: 	27002 	AngleAxisMust1: 	211.698 	AngleAxisMust0: 	253.196 	AngleWheelMust1: 	246.673 	AngleWheelMust0: 	176.722 	AngleAxisIs1: 	214.2 	AngleAxisIs0: 	256.05 	AngleWheelIs1: 	177.861 	AngleWheelIs0: 	250.539 	PositionError1: 	-1.13857 	PositionError0: 	-3.86398 	CurrentMust0: 	-285 	CurrentIs0: 	-268 	CurrentMust1: 	174 	CurrentIs1: 	169 	
ArmModuleId: 	0 	Time: 	4337401 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604674217 	time_after_control_loop: 	1604709568 	T_diff: 	35351 	AngleAxisMust1: 	219.722 	AngleAxisMust0: 	219.555 	AngleWheelMust1: 	238.623 	AngleWheelMust0: 	200.822 	AngleAxisIs1: 	222.75 	AngleAxisIs0: 	234.9 	AngleWheelIs1: 	196.517 	AngleWheelIs0: 	248.983 	PositionError1: 	4.30528 	PositionError0: 	-10.3581 	CurrentMust0: 	-1748 	CurrentIs0: 	-1730 	CurrentMust1: 	-1145 	CurrentIs1: 	-1116 	
ArmModuleId: 	1 	Time: 	4398725 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604735550 	time_after_control_loop: 	1604762553 	T_diff: 	27003 	AngleAxisMust1: 	211.19 	AngleAxisMust0: 	252.431 	AngleWheelMust1: 	245.8 	AngleWheelMust0: 	176.58 	AngleAxisIs1: 	214.11 	AngleAxisIs0: 	256.23 	AngleWheelIs1: 	177.685 	AngleWheelIs0: 	250.535 	PositionError1: 	-1.10446 	PositionError0: 	-4.73386 	CurrentMust0: 	-481 	CurrentIs0: 	-473 	CurrentMust1: 	204 	CurrentIs1: 	195 	
ArmModuleId: 	0 	Time: 	4480375 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604817192 	time_after_control_loop: 	1604844328 	T_diff: 	27136 	AngleAxisMust1: 	219.12 	AngleAxisMust0: 	218.954 	AngleWheelMust1: 	237.734 	AngleWheelMust0: 	200.507 	AngleAxisIs1: 	222.66 	AngleAxisIs0: 	234.81 	AngleWheelIs1: 	196.47 	AngleWheelIs0: 	248.85 	PositionError1: 	4.03738 	PositionError0: 	-11.1145 	CurrentMust0: 	-1167 	CurrentIs0: 	-1147 	CurrentMust1: 	-1105 	CurrentIs1: 	-1123 	
ArmModuleId: 	1 	Time: 	4537664 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1604874531 	time_after_control_loop: 	1604905487 	T_diff: 	30956 	AngleAxisMust1: 	210.645 	AngleAxisMust0: 	251.609 	AngleWheelMust1: 	244.862 	AngleWheelMust0: 	176.428 	AngleAxisIs1: 	213.75 	AngleAxisIs0: 	254.88 	AngleWheelIs1: 	177.97 	AngleWheelIs0: 	249.53 	PositionError1: 	-1.54176 	PositionError0: 	-4.66611 	CurrentMust0: 	-173 	CurrentIs0: 	-128 	CurrentMust1: 	276 	CurrentIs1: 	262 	
ArmModuleId: 	0 	Time: 	4623249 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1604960065 	time_after_control_loop: 	1604987040 	T_diff: 	26975 	AngleAxisMust1: 	218.48 	AngleAxisMust0: 	218.315 	AngleWheelMust1: 	236.789 	AngleWheelMust0: 	200.172 	AngleAxisIs1: 	222.66 	AngleAxisIs0: 	234.9 	AngleWheelIs1: 	196.427 	AngleWheelIs0: 	248.893 	PositionError1: 	3.74579 	PositionError0: 	-12.1022 	CurrentMust0: 	-2144 	CurrentIs0: 	-2150 	CurrentMust1: 	-1061 	CurrentIs1: 	-1057 	
ArmModuleId: 	1 	Time: 	4676084 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1605012926 	time_after_control_loop: 	1605048231 	T_diff: 	35305 	AngleAxisMust1: 	210.066 	AngleAxisMust0: 	250.736 	AngleWheelMust1: 	243.866 	AngleWheelMust0: 	176.266 	AngleAxisIs1: 	213.57 	AngleAxisIs0: 	254.79 	AngleWheelIs1: 	177.833 	AngleWheelIs0: 	249.307 	PositionError1: 	-1.56654 	PositionError0: 	-5.43901 	CurrentMust0: 	-374 	CurrentIs0: 	-359 	CurrentMust1: 	321 	CurrentIs1: 	316 	
ArmModuleId: 	0 	Time: 	4764155 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1605100975 	time_after_control_loop: 	1605127660 	T_diff: 	26685 	AngleAxisMust1: 	217.827 	AngleAxisMust0: 	217.663 	AngleWheelMust1: 	235.823 	AngleWheelMust0: 	199.83 	AngleAxisIs1: 	222.75 	AngleAxisIs0: 	234.9 	AngleWheelIs1: 	196.517 	AngleWheelIs0: 	248.983 	PositionError1: 	3.31386 	PositionError0: 	-13.1577 	CurrentMust0: 	-1473 	CurrentIs0: 	-1485 	CurrentMust1: 	-997 	CurrentIs1: 	-976 	
ArmModuleId: 	1 	Time: 	4816804 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1605153646 	time_after_control_loop: 	1605184862 	T_diff: 	31216 	AngleAxisMust1: 	209.474 	AngleAxisMust0: 	249.844 	AngleWheelMust1: 	242.848 	AngleWheelMust0: 	176.101 	AngleAxisIs1: 	213.48 	AngleAxisIs0: 	254.7 	AngleWheelIs1: 	177.786 	AngleWheelIs0: 	249.174 	PositionError1: 	-1.68484 	PositionError0: 	-6.32384 	CurrentMust0: 	-611 	CurrentIs0: 	-592 	CurrentMust1: 	-65 	CurrentIs1: 	-112 	
ArmModuleId: 	0 	Time: 	4903000 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1605239815 	time_after_control_loop: 	1605266672 	T_diff: 	26857 	AngleAxisMust1: 	217.159 	AngleAxisMust0: 	216.996 	AngleWheelMust1: 	234.837 	AngleWheelMust0: 	199.481 	AngleAxisIs1: 	222.57 	AngleAxisIs0: 	234.72 	AngleWheelIs1: 	196.423 	AngleWheelIs0: 	248.717 	PositionError1: 	3.05852 	PositionError0: 	-13.8781 	CurrentMust0: 	-2520 	CurrentIs0: 	-2504 	CurrentMust1: 	-958 	CurrentIs1: 	-961 	
ArmModuleId: 	1 	Time: 	4955869 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1605292685 	time_after_control_loop: 	1605326898 	T_diff: 	34213 	AngleAxisMust1: 	208.87 	AngleAxisMust0: 	248.932 	AngleWheelMust1: 	241.808 	AngleWheelMust0: 	175.932 	AngleAxisIs1: 	212.22 	AngleAxisIs0: 	251.73 	AngleWheelIs1: 	177.945 	AngleWheelIs0: 	246.495 	PositionError1: 	-2.01294 	PositionError0: 	-4.68451 	CurrentMust0: 	-174 	CurrentIs0: 	-344 	CurrentMust1: 	14 	CurrentIs1: 	1 	
ArmModuleId: 	0 	Time: 	5044243 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1605381060 	time_after_control_loop: 	1605408520 	T_diff: 	27460 	AngleAxisMust1: 	216.454 	AngleAxisMust0: 	216.293 	AngleWheelMust1: 	233.797 	AngleWheelMust0: 	199.112 	AngleAxisIs1: 	222.39 	AngleAxisIs0: 	234.27 	AngleWheelIs1: 	196.458 	AngleWheelIs0: 	248.322 	PositionError1: 	2.65514 	PositionError0: 	-14.5232 	CurrentMust0: 	-1678 	CurrentIs0: 	-1717 	CurrentMust1: 	-898 	CurrentIs1: 	-902 	
ArmModuleId: 	1 	Time: 	5099624 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1605436489 	time_after_control_loop: 	1605463862 	T_diff: 	27373 	AngleAxisMust1: 	208.233 	AngleAxisMust0: 	247.971 	AngleWheelMust1: 	240.712 	AngleWheelMust0: 	175.754 	AngleAxisIs1: 	211.68 	AngleAxisIs0: 	250.74 	AngleWheelIs1: 	177.878 	AngleWheelIs0: 	245.482 	PositionError1: 	-2.12404 	PositionError0: 	-4.76794 	CurrentMust0: 	-317 	CurrentIs0: 	-320 	CurrentMust1: 	80 	CurrentIs1: 	75 	
ArmModuleId: 	0 	Time: 	5188308 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1605525129 	time_after_control_loop: 	1605556424 	T_diff: 	31295 	AngleAxisMust1: 	215.716 	AngleAxisMust0: 	215.556 	AngleWheelMust1: 	232.706 	AngleWheelMust0: 	198.726 	AngleAxisIs1: 	222.12 	AngleAxisIs0: 	233.64 	AngleWheelIs1: 	196.489 	AngleWheelIs0: 	247.751 	PositionError1: 	2.23793 	PositionError0: 	-15.0426 	CurrentMust0: 	-1756 	CurrentIs0: 	-1759 	CurrentMust1: 	-835 	CurrentIs1: 	-835 	
ArmModuleId: 	1 	Time: 	5245885 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	1605582781 	time_after_control_loop: 	1605614454 	T_diff: 	31673 	AngleAxisMust1: 	207.565 	AngleAxisMust0: 	246.964 	AngleWheelMust1: 	239.562 	AngleWheelMust0: 	175.567 	AngleAxisIs1: 	211.77 	AngleAxisIs0: 	250.65 	AngleWheelIs1: 	178.011 	AngleWheelIs0: 	245.529 	PositionError1: 	-2.44376 	PositionError0: 	-5.96443 	CurrentMust0: 	-570 	CurrentIs0: 	-549 	CurrentMust1: 	173 	CurrentIs1: 	162 	
ArmModuleId: 	0 	Time: 	5331286 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1605668101 	time_after_control_loop: 	1605702888 	T_diff: 	34787 	AngleAxisMust1: 	214.926 	AngleAxisMust0: 	214.767 	AngleWheelMust1: 	231.539 	AngleWheelMust0: 	198.313 	AngleAxisIs1: 	222.03 	AngleAxisIs0: 	233.46 	AngleWheelIs1: 	196.485 	AngleWheelIs0: 	247.575 	PositionError1: 	1.82857 	PositionError0: 	-16.0337 	CurrentMust0: 	-1905 	CurrentIs0: 	-1929 	CurrentMust1: 	-774 	CurrentIs1: 	-754 	
