ArmModuleId: 	0 	Time: 	2809255 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1583186617 	time_after_control_loop: 	1583269497 	T_diff: 	82880 	AngleAxisMust1: 	171.81 	AngleAxisMust0: 	175.68 	AngleWheelMust1: 	169.746 	AngleWheelMust0: 	173.874 	AngleAxisIs1: 	171.81 	AngleAxisIs0: 	175.68 	AngleWheelIs1: 	173.874 	AngleWheelIs0: 	169.746 	PositionError1: 	0.000656128 	PositionError0: 	0.00109863 	CurrentMust0: 	1 	CurrentIs0: 	11 	CurrentMust1: 	0 	CurrentIs1: 	4 	
ArmModuleId: 	0 	Time: 	4169686 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1584547058 	time_after_control_loop: 	1584585180 	T_diff: 	38122 	AngleAxisMust1: 	169.161 	AngleAxisMust0: 	178.488 	AngleWheelMust1: 	168.439 	AngleWheelMust0: 	169.884 	AngleAxisIs1: 	166.41 	AngleAxisIs0: 	176.04 	AngleWheelIs1: 	168.302 	AngleWheelIs0: 	164.518 	PositionError1: 	1.5825 	PositionError0: 	3.92117 	CurrentMust0: 	1384 	CurrentIs0: 	1392 	CurrentMust1: 	-916 	CurrentIs1: 	-890 	
ArmModuleId: 	1 	Time: 	4243587 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1584620973 	time_after_control_loop: 	1584651820 	T_diff: 	30847 	AngleAxisMust1: 	192.984 	AngleAxisMust0: 	148.554 	AngleWheelMust1: 	177.959 	AngleWheelMust0: 	208.01 	AngleAxisIs1: 	192.15 	AngleAxisIs0: 	147.42 	AngleWheelIs1: 	207.718 	AngleWheelIs0: 	176.582 	PositionError1: 	0.292557 	PositionError0: 	1.37627 	CurrentMust0: 	191 	CurrentIs0: 	183 	CurrentMust1: 	-215 	CurrentIs1: 	-242 	
ArmModuleId: 	0 	Time: 	4347595 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1584724961 	time_after_control_loop: 	1584751844 	T_diff: 	26883 	AngleAxisMust1: 	168.853 	AngleAxisMust0: 	178.814 	AngleWheelMust1: 	168.287 	AngleWheelMust0: 	169.42 	AngleAxisIs1: 	166.32 	AngleAxisIs0: 	176.22 	AngleWheelIs1: 	168.126 	AngleWheelIs0: 	164.514 	PositionError1: 	1.29413 	PositionError0: 	3.77303 	CurrentMust0: 	1354 	CurrentIs0: 	1340 	CurrentMust1: 	-858 	CurrentIs1: 	-838 	
ArmModuleId: 	1 	Time: 	4423822 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1584801210 	time_after_control_loop: 	1584828204 	T_diff: 	26994 	AngleAxisMust1: 	193.04 	AngleAxisMust0: 	148.644 	AngleWheelMust1: 	178.057 	AngleWheelMust0: 	208.023 	AngleAxisIs1: 	191.97 	AngleAxisIs0: 	147.69 	AngleWheelIs1: 	207.409 	AngleWheelIs0: 	176.531 	PositionError1: 	0.613739 	PositionError0: 	1.52551 	CurrentMust0: 	314 	CurrentIs0: 	323 	CurrentMust1: 	-286 	CurrentIs1: 	-282 	
ArmModuleId: 	0 	Time: 	4510936 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1584888296 	time_after_control_loop: 	1584915818 	T_diff: 	27522 	AngleAxisMust1: 	168.555 	AngleAxisMust0: 	179.13 	AngleWheelMust1: 	168.14 	AngleWheelMust0: 	168.971 	AngleAxisIs1: 	166.41 	AngleAxisIs0: 	176.04 	AngleWheelIs1: 	168.302 	AngleWheelIs0: 	164.518 	PositionError1: 	0.669769 	PositionError0: 	3.62219 	CurrentMust0: 	1324 	CurrentIs0: 	1340 	CurrentMust1: 	-733 	CurrentIs1: 	-735 	
ArmModuleId: 	1 	Time: 	4564384 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1584941771 	time_after_control_loop: 	1584973173 	T_diff: 	31402 	AngleAxisMust1: 	193.093 	AngleAxisMust0: 	148.731 	AngleWheelMust1: 	178.152 	AngleWheelMust0: 	208.034 	AngleAxisIs1: 	192.96 	AngleAxisIs0: 	149.13 	AngleWheelIs1: 	207.711 	AngleWheelIs0: 	178.209 	PositionError1: 	0.323547 	PositionError0: 	-0.057724 	CurrentMust0: 	165 	CurrentIs0: 	384 	CurrentMust1: 	-278 	CurrentIs1: 	-268 	
ArmModuleId: 	0 	Time: 	4651361 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1585028723 	time_after_control_loop: 	1585066406 	T_diff: 	37683 	AngleAxisMust1: 	168.268 	AngleAxisMust0: 	179.434 	AngleWheelMust1: 	167.998 	AngleWheelMust0: 	168.539 	AngleAxisIs1: 	166.41 	AngleAxisIs0: 	176.22 	AngleWheelIs1: 	168.216 	AngleWheelIs0: 	164.604 	PositionError1: 	0.323395 	PositionError0: 	3.39455 	CurrentMust0: 	1278 	CurrentIs0: 	1259 	CurrentMust1: 	-664 	CurrentIs1: 	-647 	
ArmModuleId: 	1 	Time: 	4715640 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1585093025 	time_after_control_loop: 	1585124978 	T_diff: 	31953 	AngleAxisMust1: 	193.144 	AngleAxisMust0: 	148.815 	AngleWheelMust1: 	178.243 	AngleWheelMust0: 	208.046 	AngleAxisIs1: 	194.04 	AngleAxisIs0: 	152.1 	AngleWheelIs1: 	207.372 	AngleWheelIs0: 	180.708 	PositionError1: 	0.674072 	PositionError0: 	-2.46535 	CurrentMust0: 	-200 	CurrentIs0: 	-190 	CurrentMust1: 	-351 	CurrentIs1: 	-335 	
ArmModuleId: 	0 	Time: 	4815061 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1585192422 	time_after_control_loop: 	1585231244 	T_diff: 	38822 	AngleAxisMust1: 	167.967 	AngleAxisMust0: 	179.754 	AngleWheelMust1: 	167.849 	AngleWheelMust0: 	168.084 	AngleAxisIs1: 	166.5 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	168.349 	AngleWheelIs0: 	164.651 	PositionError1: 	-0.263977 	PositionError0: 	3.1987 	CurrentMust0: 	1239 	CurrentIs0: 	1244 	CurrentMust1: 	-547 	CurrentIs1: 	-558 	
ArmModuleId: 	1 	Time: 	4880324 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1585257718 	time_after_control_loop: 	1585301289 	T_diff: 	43571 	AngleAxisMust1: 	193.198 	AngleAxisMust0: 	148.903 	AngleWheelMust1: 	178.339 	AngleWheelMust0: 	208.058 	AngleAxisIs1: 	194.31 	AngleAxisIs0: 	152.1 	AngleWheelIs1: 	207.642 	AngleWheelIs0: 	180.978 	PositionError1: 	0.41597 	PositionError0: 	-2.63918 	CurrentMust0: 	-388 	CurrentIs0: 	-384 	CurrentMust1: 	-355 	CurrentIs1: 	-349 	
ArmModuleId: 	0 	Time: 	4982431 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1585359793 	time_after_control_loop: 	1585394512 	T_diff: 	34719 	AngleAxisMust1: 	167.592 	AngleAxisMust0: 	180.151 	AngleWheelMust1: 	167.664 	AngleWheelMust0: 	167.519 	AngleAxisIs1: 	166.41 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	168.259 	AngleWheelIs0: 	164.561 	PositionError1: 	-0.738785 	PositionError0: 	3.10368 	CurrentMust0: 	1220 	CurrentIs0: 	1207 	CurrentMust1: 	-401 	CurrentIs1: 	-381 	
ArmModuleId: 	1 	Time: 	5047604 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1585424982 	time_after_control_loop: 	1585455039 	T_diff: 	30057 	AngleAxisMust1: 	193.266 	AngleAxisMust0: 	149.013 	AngleWheelMust1: 	178.459 	AngleWheelMust0: 	208.072 	AngleAxisIs1: 	193.23 	AngleAxisIs0: 	149.76 	AngleWheelIs1: 	207.68 	AngleWheelIs0: 	178.78 	PositionError1: 	0.392624 	PositionError0: 	-0.321548 	CurrentMust0: 	-209 	CurrentIs0: 	-169 	CurrentMust1: 	-379 	CurrentIs1: 	-369 	
ArmModuleId: 	0 	Time: 	5150505 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1585527867 	time_after_control_loop: 	1585555042 	T_diff: 	27175 	AngleAxisMust1: 	167.219 	AngleAxisMust0: 	180.546 	AngleWheelMust1: 	167.48 	AngleWheelMust0: 	166.958 	AngleAxisIs1: 	166.41 	AngleAxisIs0: 	176.04 	AngleWheelIs1: 	168.302 	AngleWheelIs0: 	164.518 	PositionError1: 	-1.34276 	PositionError0: 	2.96295 	CurrentMust0: 	1192 	CurrentIs0: 	1207 	CurrentMust1: 	-176 	CurrentIs1: 	-167 	
ArmModuleId: 	1 	Time: 	5213671 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1585591061 	time_after_control_loop: 	1585625897 	T_diff: 	34836 	AngleAxisMust1: 	193.332 	AngleAxisMust0: 	149.122 	AngleWheelMust1: 	178.578 	AngleWheelMust0: 	208.087 	AngleAxisIs1: 	192.06 	AngleAxisIs0: 	147.51 	AngleWheelIs1: 	207.585 	AngleWheelIs0: 	176.535 	PositionError1: 	0.502213 	PositionError0: 	2.04228 	CurrentMust0: 	131 	CurrentIs0: 	141 	CurrentMust1: 	-422 	CurrentIs1: 	-429 	
ArmModuleId: 	0 	Time: 	5307706 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1585685077 	time_after_control_loop: 	1585719924 	T_diff: 	34847 	AngleAxisMust1: 	166.854 	AngleAxisMust0: 	180.933 	AngleWheelMust1: 	167.3 	AngleWheelMust0: 	166.408 	AngleAxisIs1: 	166.32 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	168.169 	AngleWheelIs0: 	164.471 	PositionError1: 	-1.75969 	PositionError0: 	2.82979 	CurrentMust0: 	1165 	CurrentIs0: 	1156 	CurrentMust1: 	53 	CurrentIs1: 	56 	
ArmModuleId: 	1 	Time: 	5368999 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1585746422 	time_after_control_loop: 	1585782250 	T_diff: 	35828 	AngleAxisMust1: 	193.398 	AngleAxisMust0: 	149.228 	AngleWheelMust1: 	178.694 	AngleWheelMust0: 	208.101 	AngleAxisIs1: 	191.97 	AngleAxisIs0: 	147.6 	AngleWheelIs1: 	207.452 	AngleWheelIs0: 	176.488 	PositionError1: 	0.649643 	PositionError0: 	2.20563 	CurrentMust0: 	282 	CurrentIs0: 	264 	CurrentMust1: 	-475 	CurrentIs1: 	-462 	
ArmModuleId: 	0 	Time: 	5467381 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1585844745 	time_after_control_loop: 	1585875825 	T_diff: 	31080 	AngleAxisMust1: 	166.466 	AngleAxisMust0: 	181.345 	AngleWheelMust1: 	167.108 	AngleWheelMust0: 	165.823 	AngleAxisIs1: 	166.41 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	168.259 	AngleWheelIs0: 	164.561 	PositionError1: 	-2.4352 	PositionError0: 	2.54802 	CurrentMust0: 	1109 	CurrentIs0: 	1126 	CurrentMust1: 	388 	CurrentIs1: 	394 	
ArmModuleId: 	1 	Time: 	5530231 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1585907624 	time_after_control_loop: 	1585938741 	T_diff: 	31117 	AngleAxisMust1: 	193.467 	AngleAxisMust0: 	149.342 	AngleWheelMust1: 	178.818 	AngleWheelMust0: 	208.117 	AngleAxisIs1: 	192.6 	AngleAxisIs0: 	148.77 	AngleWheelIs1: 	207.523 	AngleWheelIs0: 	177.677 	PositionError1: 	0.594025 	PositionError0: 	1.14049 	CurrentMust0: 	262 	CurrentIs0: 	251 	CurrentMust1: 	-471 	CurrentIs1: 	-442 	
ArmModuleId: 	0 	Time: 	5625799 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1586003160 	time_after_control_loop: 	1586031476 	T_diff: 	28316 	AngleAxisMust1: 	166.087 	AngleAxisMust0: 	181.746 	AngleWheelMust1: 	166.922 	AngleWheelMust0: 	165.253 	AngleAxisIs1: 	166.14 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	167.989 	AngleWheelIs0: 	164.291 	PositionError1: 	-2.73546 	PositionError0: 	2.63121 	CurrentMust0: 	1126 	CurrentIs0: 	1119 	CurrentMust1: 	695 	CurrentIs1: 	676 	
ArmModuleId: 	1 	Time: 	5684966 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1586062393 	time_after_control_loop: 	1586101036 	T_diff: 	38643 	AngleAxisMust1: 	193.535 	AngleAxisMust0: 	149.453 	AngleWheelMust1: 	178.939 	AngleWheelMust0: 	208.132 	AngleAxisIs1: 	194.22 	AngleAxisIs0: 	151.83 	AngleWheelIs1: 	207.681 	AngleWheelIs0: 	180.759 	PositionError1: 	0.451157 	PositionError0: 	-1.82101 	CurrentMust0: 	-113 	CurrentIs0: 	-74 	CurrentMust1: 	-454 	CurrentIs1: 	-462 	
ArmModuleId: 	0 	Time: 	5781257 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1586158622 	time_after_control_loop: 	1586209033 	T_diff: 	50411 	AngleAxisMust1: 	165.658 	AngleAxisMust0: 	182.202 	AngleWheelMust1: 	166.71 	AngleWheelMust0: 	164.605 	AngleAxisIs1: 	165.87 	AngleAxisIs0: 	176.67 	AngleWheelIs1: 	167.461 	AngleWheelIs0: 	164.279 	PositionError1: 	-2.85445 	PositionError0: 	2.43124 	CurrentMust0: 	1086 	CurrentIs0: 	1074 	CurrentMust1: 	978 	CurrentIs1: 	794 	
ArmModuleId: 	1 	Time: 	5862989 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1586240375 	time_after_control_loop: 	1586267143 	T_diff: 	26768 	AngleAxisMust1: 	193.612 	AngleAxisMust0: 	149.578 	AngleWheelMust1: 	179.076 	AngleWheelMust0: 	208.149 	AngleAxisIs1: 	194.76 	AngleAxisIs0: 	153.45 	AngleWheelIs1: 	207.446 	AngleWheelIs0: 	182.074 	PositionError1: 	0.702225 	PositionError0: 	-2.99814 	CurrentMust0: 	-426 	CurrentIs0: 	-112 	CurrentMust1: 	-484 	CurrentIs1: 	-496 	
ArmModuleId: 	0 	Time: 	5962040 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	1586339429 	time_after_control_loop: 	1586369069 	T_diff: 	29640 	AngleAxisMust1: 	165.173 	AngleAxisMust0: 	182.716 	AngleWheelMust1: 	166.47 	AngleWheelMust0: 	163.875 	AngleAxisIs1: 	163.53 	AngleAxisIs0: 	181.98 	AngleWheelIs1: 	162.584 	AngleWheelIs0: 	164.476 	PositionError1: 	1.29208 	PositionError0: 	1.99458 	CurrentMust0: 	998 	CurrentIs0: 	971 	CurrentMust1: 	234 	CurrentIs1: 	320 	
ArmModuleId: 	1 	Time: 	6023329 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	1586400710 	time_after_control_loop: 	1586436267 	T_diff: 	35557 	AngleAxisMust1: 	193.699 	AngleAxisMust0: 	149.72 	AngleWheelMust1: 	179.23 	AngleWheelMust0: 	208.168 	AngleAxisIs1: 	193.41 	AngleAxisIs0: 	150.48 	AngleWheelIs1: 	207.516 	AngleWheelIs0: 	179.304 	PositionError1: 	0.652191 	PositionError0: 	-0.0744171 	CurrentMust0: 	-174 	CurrentIs0: 	-404 	CurrentMust1: 	-478 	CurrentIs1: 	-476 	
