ArmModuleId: 	0 	Time: 	2568613 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3943128281 	time_after_control_loop: 	3943205171 	T_diff: 	76890 	AngleAxisMust1: 	182.16 	AngleAxisMust0: 	184.14 	AngleWheelMust1: 	184.138 	AngleWheelMust0: 	180.182 	AngleAxisIs1: 	182.16 	AngleAxisIs0: 	184.14 	AngleWheelIs1: 	180.182 	AngleWheelIs0: 	184.138 	PositionError1: 	-1.52588e-05 	PositionError0: 	-0.000488281 	CurrentMust0: 	0 	CurrentIs0: 	64 	CurrentMust1: 	0 	CurrentIs1: 	-3 	
ArmModuleId: 	1 	Time: 	3553406 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944113120 	time_after_control_loop: 	3944145165 	T_diff: 	32045 	AngleAxisMust1: 	179.852 	AngleAxisMust0: 	185.213 	AngleWheelMust1: 	182.343 	AngleWheelMust0: 	177.361 	AngleAxisIs1: 	180.63 	AngleAxisIs0: 	186.12 	AngleWheelIs1: 	177.706 	AngleWheelIs0: 	183.554 	PositionError1: 	-0.344421 	PositionError0: 	-1.21101 	CurrentMust0: 	-139 	CurrentIs0: 	-144 	CurrentMust1: 	43 	CurrentIs1: 	106 	
ArmModuleId: 	0 	Time: 	3638813 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3944198473 	time_after_control_loop: 	3944231774 	T_diff: 	33301 	AngleAxisMust1: 	179.86 	AngleAxisMust0: 	181.753 	AngleWheelMust1: 	180.698 	AngleWheelMust0: 	179.023 	AngleAxisIs1: 	180.09 	AngleAxisIs0: 	184.95 	AngleWheelIs1: 	177.725 	AngleWheelIs0: 	182.455 	PositionError1: 	1.29814 	PositionError0: 	-1.75671 	CurrentMust0: 	118 	CurrentIs0: 	120 	CurrentMust1: 	-637 	CurrentIs1: 	-658 	
ArmModuleId: 	1 	Time: 	3703502 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944263178 	time_after_control_loop: 	3944290508 	T_diff: 	27330 	AngleAxisMust1: 	179.602 	AngleAxisMust0: 	184.936 	AngleWheelMust1: 	181.961 	AngleWheelMust0: 	177.243 	AngleAxisIs1: 	180.63 	AngleAxisIs0: 	186.12 	AngleWheelIs1: 	177.706 	AngleWheelIs0: 	183.554 	PositionError1: 	-0.46196 	PositionError0: 	-1.59286 	CurrentMust0: 	-191 	CurrentIs0: 	-196 	CurrentMust1: 	58 	CurrentIs1: 	99 	
ArmModuleId: 	0 	Time: 	3788253 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3944347912 	time_after_control_loop: 	3944375270 	T_diff: 	27358 	AngleAxisMust1: 	179.596 	AngleAxisMust0: 	181.479 	AngleWheelMust1: 	180.303 	AngleWheelMust0: 	178.89 	AngleAxisIs1: 	180.18 	AngleAxisIs0: 	184.95 	AngleWheelIs1: 	177.815 	AngleWheelIs0: 	182.545 	PositionError1: 	1.07518 	PositionError0: 	-2.2413 	CurrentMust0: 	-103 	CurrentIs0: 	-84 	CurrentMust1: 	-661 	CurrentIs1: 	-658 	
ArmModuleId: 	1 	Time: 	3841550 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944401268 	time_after_control_loop: 	3944432425 	T_diff: 	31157 	AngleAxisMust1: 	179.34 	AngleAxisMust0: 	184.645 	AngleWheelMust1: 	181.559 	AngleWheelMust0: 	177.12 	AngleAxisIs1: 	180.63 	AngleAxisIs0: 	186.21 	AngleWheelIs1: 	177.663 	AngleWheelIs0: 	183.597 	PositionError1: 	-0.542465 	PositionError0: 	-2.03706 	CurrentMust0: 	-252 	CurrentIs0: 	-240 	CurrentMust1: 	72 	CurrentIs1: 	66 	
ArmModuleId: 	0 	Time: 	3935455 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3944495133 	time_after_control_loop: 	3944526615 	T_diff: 	31482 	AngleAxisMust1: 	179.329 	AngleAxisMust0: 	181.202 	AngleWheelMust1: 	179.904 	AngleWheelMust0: 	178.755 	AngleAxisIs1: 	180.27 	AngleAxisIs0: 	184.86 	AngleWheelIs1: 	177.948 	AngleWheelIs0: 	182.592 	PositionError1: 	0.807571 	PositionError0: 	-2.68779 	CurrentMust0: 	-352 	CurrentIs0: 	-349 	CurrentMust1: 	-621 	CurrentIs1: 	-614 	
ArmModuleId: 	1 	Time: 	3992936 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944552595 	time_after_control_loop: 	3944583833 	T_diff: 	31238 	AngleAxisMust1: 	179.074 	AngleAxisMust0: 	184.351 	AngleWheelMust1: 	181.153 	AngleWheelMust0: 	176.995 	AngleAxisIs1: 	180.63 	AngleAxisIs0: 	186.12 	AngleWheelIs1: 	177.706 	AngleWheelIs0: 	183.554 	PositionError1: 	-0.710541 	PositionError0: 	-2.40039 	CurrentMust0: 	-92 	CurrentIs0: 	-78 	CurrentMust1: 	94 	CurrentIs1: 	52 	
ArmModuleId: 	0 	Time: 	4077441 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3944637100 	time_after_control_loop: 	3944664596 	T_diff: 	27496 	AngleAxisMust1: 	179.037 	AngleAxisMust0: 	180.899 	AngleWheelMust1: 	179.467 	AngleWheelMust0: 	178.608 	AngleAxisIs1: 	180.09 	AngleAxisIs0: 	184.86 	AngleWheelIs1: 	177.768 	AngleWheelIs0: 	182.412 	PositionError1: 	0.840347 	PositionError0: 	-2.94481 	CurrentMust0: 	-590 	CurrentIs0: 	-588 	CurrentMust1: 	-626 	CurrentIs1: 	-614 	
ArmModuleId: 	1 	Time: 	4130896 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944690582 	time_after_control_loop: 	3944718921 	T_diff: 	28339 	AngleAxisMust1: 	178.783 	AngleAxisMust0: 	184.029 	AngleWheelMust1: 	180.709 	AngleWheelMust0: 	176.858 	AngleAxisIs1: 	180.54 	AngleAxisIs0: 	186.12 	AngleWheelIs1: 	177.616 	AngleWheelIs0: 	183.464 	PositionError1: 	-0.75737 	PositionError0: 	-2.75478 	CurrentMust0: 	-155 	CurrentIs0: 	-159 	CurrentMust1: 	108 	CurrentIs1: 	126 	
ArmModuleId: 	0 	Time: 	4212434 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3944772098 	time_after_control_loop: 	3944799452 	T_diff: 	27354 	AngleAxisMust1: 	178.754 	AngleAxisMust0: 	180.605 	AngleWheelMust1: 	179.044 	AngleWheelMust0: 	178.465 	AngleAxisIs1: 	180.09 	AngleAxisIs0: 	184.77 	AngleWheelIs1: 	177.811 	AngleWheelIs0: 	182.369 	PositionError1: 	0.654846 	PositionError0: 	-3.32478 	CurrentMust0: 	-859 	CurrentIs0: 	-846 	CurrentMust1: 	-598 	CurrentIs1: 	-577 	
ArmModuleId: 	1 	Time: 	4265848 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944825539 	time_after_control_loop: 	3944856505 	T_diff: 	30966 	AngleAxisMust1: 	178.502 	AngleAxisMust0: 	183.718 	AngleWheelMust1: 	180.278 	AngleWheelMust0: 	176.726 	AngleAxisIs1: 	180.72 	AngleAxisIs0: 	186.21 	AngleWheelIs1: 	177.753 	AngleWheelIs0: 	183.687 	PositionError1: 	-1.02679 	PositionError0: 	-3.40793 	CurrentMust0: 	-249 	CurrentIs0: 	-262 	CurrentMust1: 	142 	CurrentIs1: 	106 	
ArmModuleId: 	0 	Time: 	4352861 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3944912520 	time_after_control_loop: 	3944939404 	T_diff: 	26884 	AngleAxisMust1: 	178.452 	AngleAxisMust0: 	180.292 	AngleWheelMust1: 	178.592 	AngleWheelMust0: 	178.313 	AngleAxisIs1: 	180.09 	AngleAxisIs0: 	184.86 	AngleWheelIs1: 	177.768 	AngleWheelIs0: 	182.412 	PositionError1: 	0.545654 	PositionError0: 	-3.81943 	CurrentMust0: 	-72 	CurrentIs0: 	-79 	CurrentMust1: 	-581 	CurrentIs1: 	-599 	
ArmModuleId: 	1 	Time: 	4406331 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3944966011 	time_after_control_loop: 	3944992941 	T_diff: 	26930 	AngleAxisMust1: 	178.202 	AngleAxisMust0: 	183.385 	AngleWheelMust1: 	179.819 	AngleWheelMust0: 	176.584 	AngleAxisIs1: 	180.54 	AngleAxisIs0: 	186.12 	AngleWheelIs1: 	177.616 	AngleWheelIs0: 	183.464 	PositionError1: 	-1.03117 	PositionError0: 	-3.64421 	CurrentMust0: 	-318 	CurrentIs0: 	-313 	CurrentMust1: 	157 	CurrentIs1: 	173 	
ArmModuleId: 	0 	Time: 	4487782 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945047443 	time_after_control_loop: 	3945074766 	T_diff: 	27323 	AngleAxisMust1: 	178.137 	AngleAxisMust0: 	179.965 	AngleWheelMust1: 	178.12 	AngleWheelMust0: 	178.154 	AngleAxisIs1: 	180.09 	AngleAxisIs0: 	184.95 	AngleWheelIs1: 	177.725 	AngleWheelIs0: 	182.455 	PositionError1: 	0.429855 	PositionError0: 	-4.33379 	CurrentMust0: 	-425 	CurrentIs0: 	-426 	CurrentMust1: 	-564 	CurrentIs1: 	-570 	
ArmModuleId: 	1 	Time: 	4542896 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3945102595 	time_after_control_loop: 	3945133714 	T_diff: 	31119 	AngleAxisMust1: 	177.888 	AngleAxisMust0: 	183.038 	AngleWheelMust1: 	179.34 	AngleWheelMust0: 	176.437 	AngleAxisIs1: 	180.54 	AngleAxisIs0: 	186.03 	AngleWheelIs1: 	177.659 	AngleWheelIs0: 	183.421 	PositionError1: 	-1.22176 	PositionError0: 	-4.08055 	CurrentMust0: 	-405 	CurrentIs0: 	-403 	CurrentMust1: 	187 	CurrentIs1: 	199 	
ArmModuleId: 	0 	Time: 	4629115 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945188773 	time_after_control_loop: 	3945215628 	T_diff: 	26855 	AngleAxisMust1: 	177.797 	AngleAxisMust0: 	179.611 	AngleWheelMust1: 	177.611 	AngleWheelMust0: 	177.983 	AngleAxisIs1: 	180.18 	AngleAxisIs0: 	184.86 	AngleWheelIs1: 	177.858 	AngleWheelIs0: 	182.502 	PositionError1: 	0.125397 	PositionError0: 	-4.88972 	CurrentMust0: 	-834 	CurrentIs0: 	-832 	CurrentMust1: 	-518 	CurrentIs1: 	-540 	
ArmModuleId: 	1 	Time: 	4683320 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3945243000 	time_after_control_loop: 	3945274990 	T_diff: 	31990 	AngleAxisMust1: 	177.55 	AngleAxisMust0: 	182.663 	AngleWheelMust1: 	178.822 	AngleWheelMust0: 	176.277 	AngleAxisIs1: 	180.27 	AngleAxisIs0: 	185.4 	AngleWheelIs1: 	177.69 	AngleWheelIs0: 	182.85 	PositionError1: 	-1.41214 	PositionError0: 	-4.02707 	CurrentMust0: 	-222 	CurrentIs0: 	-219 	CurrentMust1: 	12 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4772451 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945332109 	time_after_control_loop: 	3945358923 	T_diff: 	26814 	AngleAxisMust1: 	177.437 	AngleAxisMust0: 	179.237 	AngleWheelMust1: 	177.072 	AngleWheelMust0: 	177.801 	AngleAxisIs1: 	180.09 	AngleAxisIs0: 	184.86 	AngleWheelIs1: 	177.768 	AngleWheelIs0: 	182.412 	PositionError1: 	0.0337524 	PositionError0: 	-5.33885 	CurrentMust0: 	-1268 	CurrentIs0: 	-1267 	CurrentMust1: 	-505 	CurrentIs1: 	-496 	
ArmModuleId: 	1 	Time: 	4825373 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3945385073 	time_after_control_loop: 	3945411713 	T_diff: 	26640 	AngleAxisMust1: 	177.191 	AngleAxisMust0: 	182.266 	AngleWheelMust1: 	178.274 	AngleWheelMust0: 	176.108 	AngleAxisIs1: 	180.54 	AngleAxisIs0: 	185.49 	AngleWheelIs1: 	177.917 	AngleWheelIs0: 	183.163 	PositionError1: 	-1.80789 	PositionError0: 	-4.88832 	CurrentMust0: 	-354 	CurrentIs0: 	-358 	CurrentMust1: 	67 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4906582 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945466241 	time_after_control_loop: 	3945493358 	T_diff: 	27117 	AngleAxisMust1: 	177.087 	AngleAxisMust0: 	178.875 	AngleWheelMust1: 	176.549 	AngleWheelMust0: 	177.625 	AngleAxisIs1: 	179.91 	AngleAxisIs0: 	184.77 	AngleWheelIs1: 	177.631 	AngleWheelIs0: 	182.189 	PositionError1: 	-0.00540161 	PositionError0: 	-5.63863 	CurrentMust0: 	-345 	CurrentIs0: 	-330 	CurrentMust1: 	-499 	CurrentIs1: 	-496 	
ArmModuleId: 	1 	Time: 	4962727 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3945522406 	time_after_control_loop: 	3945554699 	T_diff: 	32293 	AngleAxisMust1: 	176.843 	AngleAxisMust0: 	181.881 	AngleWheelMust1: 	177.742 	AngleWheelMust0: 	175.945 	AngleAxisIs1: 	180.54 	AngleAxisIs0: 	185.49 	AngleWheelIs1: 	177.917 	AngleWheelIs0: 	183.163 	PositionError1: 	-1.97157 	PositionError0: 	-5.41998 	CurrentMust0: 	-467 	CurrentIs0: 	-468 	CurrentMust1: 	107 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5051468 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945611130 	time_after_control_loop: 	3945642487 	T_diff: 	31357 	AngleAxisMust1: 	176.701 	AngleAxisMust0: 	178.474 	AngleWheelMust1: 	175.972 	AngleWheelMust0: 	177.43 	AngleAxisIs1: 	179.82 	AngleAxisIs0: 	184.95 	AngleWheelIs1: 	177.455 	AngleWheelIs0: 	182.185 	PositionError1: 	-0.0240479 	PositionError0: 	-6.21234 	CurrentMust0: 	-861 	CurrentIs0: 	-839 	CurrentMust1: 	-495 	CurrentIs1: 	-503 	
ArmModuleId: 	1 	Time: 	5110704 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3945670387 	time_after_control_loop: 	3945697379 	T_diff: 	26992 	AngleAxisMust1: 	176.459 	AngleAxisMust0: 	181.455 	AngleWheelMust1: 	177.155 	AngleWheelMust0: 	175.764 	AngleAxisIs1: 	179.73 	AngleAxisIs0: 	184.14 	AngleWheelIs1: 	177.752 	AngleWheelIs0: 	181.708 	PositionError1: 	-1.98749 	PositionError0: 	-4.55238 	CurrentMust0: 	-264 	CurrentIs0: 	-357 	CurrentMust1: 	137 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5192109 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945751781 	time_after_control_loop: 	3945778753 	T_diff: 	26972 	AngleAxisMust1: 	176.299 	AngleAxisMust0: 	178.057 	AngleWheelMust1: 	175.371 	AngleWheelMust0: 	177.228 	AngleAxisIs1: 	179.73 	AngleAxisIs0: 	185.04 	AngleWheelIs1: 	177.322 	AngleWheelIs0: 	182.138 	PositionError1: 	-0.0935364 	PositionError0: 	-6.76643 	CurrentMust0: 	-1400 	CurrentIs0: 	-1408 	CurrentMust1: 	-480 	CurrentIs1: 	-466 	
ArmModuleId: 	1 	Time: 	5245099 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3945804770 	time_after_control_loop: 	3945838553 	T_diff: 	33783 	AngleAxisMust1: 	176.059 	AngleAxisMust0: 	181.012 	AngleWheelMust1: 	176.543 	AngleWheelMust0: 	175.576 	AngleAxisIs1: 	179.28 	AngleAxisIs0: 	183.24 	AngleWheelIs1: 	177.732 	AngleWheelIs0: 	180.828 	PositionError1: 	-2.15572 	PositionError0: 	-4.28354 	CurrentMust0: 	-302 	CurrentIs0: 	-313 	CurrentMust1: 	178 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5336846 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3945896506 	time_after_control_loop: 	3945923776 	T_diff: 	27270 	AngleAxisMust1: 	175.874 	AngleAxisMust0: 	177.615 	AngleWheelMust1: 	174.734 	AngleWheelMust0: 	177.013 	AngleAxisIs1: 	179.73 	AngleAxisIs0: 	184.95 	AngleWheelIs1: 	177.365 	AngleWheelIs0: 	182.095 	PositionError1: 	-0.350922 	PositionError0: 	-7.35966 	CurrentMust0: 	-603 	CurrentIs0: 	-586 	CurrentMust1: 	-426 	CurrentIs1: 	-437 	
