ArmModuleId: 	0 	Time: 	2749695 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3225081942 	time_after_control_loop: 	3225159630 	T_diff: 	77688 	AngleAxisMust1: 	172.17 	AngleAxisMust0: 	175.95 	AngleWheelMust1: 	170.235 	AngleWheelMust0: 	174.105 	AngleAxisIs1: 	172.17 	AngleAxisIs0: 	175.95 	AngleWheelIs1: 	174.105 	AngleWheelIs0: 	170.235 	PositionError1: 	0.000640869 	PositionError0: 	0.00106812 	CurrentMust0: 	1 	CurrentIs0: 	6 	CurrentMust1: 	0 	CurrentIs1: 	-3 	
ArmModuleId: 	1 	Time: 	3644636 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3225976909 	time_after_control_loop: 	3226008060 	T_diff: 	31151 	AngleAxisMust1: 	199.219 	AngleAxisMust0: 	161.987 	AngleWheelMust1: 	190.612 	AngleWheelMust0: 	207.826 	AngleAxisIs1: 	200.7 	AngleAxisIs0: 	163.98 	AngleWheelIs1: 	208.355 	AngleWheelIs0: 	193.045 	PositionError1: 	-0.528412 	PositionError0: 	-2.43283 	CurrentMust0: 	108 	CurrentIs0: 	344 	CurrentMust1: 	-77 	CurrentIs1: 	-56 	
ArmModuleId: 	0 	Time: 	3730720 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226062950 	time_after_control_loop: 	3226089077 	T_diff: 	26127 	AngleAxisMust1: 	172.54 	AngleAxisMust0: 	176.141 	AngleWheelMust1: 	170.696 	AngleWheelMust0: 	174.384 	AngleAxisIs1: 	171.81 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.444 	AngleWheelIs0: 	170.176 	PositionError1: 	0.93927 	PositionError0: 	0.519897 	CurrentMust0: 	258 	CurrentIs0: 	227 	CurrentMust1: 	-617 	CurrentIs1: 	-617 	
ArmModuleId: 	1 	Time: 	3789658 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226121899 	time_after_control_loop: 	3226148413 	T_diff: 	26514 	AngleAxisMust1: 	199.122 	AngleAxisMust0: 	162.078 	AngleWheelMust1: 	190.559 	AngleWheelMust0: 	207.686 	AngleAxisIs1: 	197.73 	AngleAxisIs0: 	159.3 	AngleWheelIs1: 	207.621 	AngleWheelIs0: 	187.839 	PositionError1: 	0.0653687 	PositionError0: 	2.72003 	CurrentMust0: 	726 	CurrentIs0: 	686 	CurrentMust1: 	-135 	CurrentIs1: 	-136 	
ArmModuleId: 	0 	Time: 	3878196 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226210423 	time_after_control_loop: 	3226236546 	T_diff: 	26123 	AngleAxisMust1: 	172.578 	AngleAxisMust0: 	176.161 	AngleWheelMust1: 	170.743 	AngleWheelMust0: 	174.412 	AngleAxisIs1: 	171.99 	AngleAxisIs0: 	176.49 	AngleWheelIs1: 	173.667 	AngleWheelIs0: 	170.313 	PositionError1: 	0.744995 	PositionError0: 	0.430481 	CurrentMust0: 	282 	CurrentIs0: 	271 	CurrentMust1: 	-652 	CurrentIs1: 	-661 	
ArmModuleId: 	1 	Time: 	3933165 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226265410 	time_after_control_loop: 	3226293672 	T_diff: 	28262 	AngleAxisMust1: 	199.025 	AngleAxisMust0: 	162.17 	AngleWheelMust1: 	190.505 	AngleWheelMust0: 	207.545 	AngleAxisIs1: 	196.29 	AngleAxisIs0: 	156.69 	AngleWheelIs1: 	207.428 	AngleWheelIs0: 	185.152 	PositionError1: 	0.116592 	PositionError0: 	5.35316 	CurrentMust0: 	1042 	CurrentIs0: 	288 	CurrentMust1: 	-147 	CurrentIs1: 	-143 	
ArmModuleId: 	0 	Time: 	4020530 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226352761 	time_after_control_loop: 	3226378969 	T_diff: 	26208 	AngleAxisMust1: 	172.621 	AngleAxisMust0: 	176.183 	AngleWheelMust1: 	170.798 	AngleWheelMust0: 	174.445 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.67 	AngleWheelIs1: 	173.491 	AngleWheelIs0: 	170.309 	PositionError1: 	0.95369 	PositionError0: 	0.488663 	CurrentMust0: 	333 	CurrentIs0: 	338 	CurrentMust1: 	-767 	CurrentIs1: 	-796 	
ArmModuleId: 	1 	Time: 	4083794 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226416069 	time_after_control_loop: 	3226448379 	T_diff: 	32310 	AngleAxisMust1: 	198.913 	AngleAxisMust0: 	162.274 	AngleWheelMust1: 	190.443 	AngleWheelMust0: 	207.383 	AngleAxisIs1: 	202.77 	AngleAxisIs0: 	169.83 	AngleWheelIs1: 	207.63 	AngleWheelIs0: 	197.91 	PositionError1: 	-0.245911 	PositionError0: 	-7.46703 	CurrentMust0: 	-560 	CurrentIs0: 	-1324 	CurrentMust1: 	-99 	CurrentIs1: 	-69 	
ArmModuleId: 	0 	Time: 	4176197 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226508442 	time_after_control_loop: 	3226541167 	T_diff: 	32725 	AngleAxisMust1: 	172.669 	AngleAxisMust0: 	176.208 	AngleWheelMust1: 	170.857 	AngleWheelMust0: 	174.481 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.534 	AngleWheelIs0: 	170.266 	PositionError1: 	0.946442 	PositionError0: 	0.590836 	CurrentMust0: 	404 	CurrentIs0: 	374 	CurrentMust1: 	-789 	CurrentIs1: 	-803 	
ArmModuleId: 	1 	Time: 	4240394 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226572665 	time_after_control_loop: 	3226605235 	T_diff: 	32570 	AngleAxisMust1: 	198.792 	AngleAxisMust0: 	162.388 	AngleWheelMust1: 	190.376 	AngleWheelMust0: 	207.207 	AngleAxisIs1: 	206.82 	AngleAxisIs0: 	178.47 	AngleWheelIs1: 	207.551 	AngleWheelIs0: 	206.089 	PositionError1: 	-0.343506 	PositionError0: 	-15.7127 	CurrentMust0: 	-2275 	CurrentIs0: 	-1931 	CurrentMust1: 	-69 	CurrentIs1: 	-103 	
ArmModuleId: 	0 	Time: 	4327922 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226660147 	time_after_control_loop: 	3226685730 	T_diff: 	25583 	AngleAxisMust1: 	172.719 	AngleAxisMust0: 	176.234 	AngleWheelMust1: 	170.919 	AngleWheelMust0: 	174.518 	AngleAxisIs1: 	171.72 	AngleAxisIs0: 	176.67 	AngleWheelIs1: 	173.311 	AngleWheelIs0: 	170.129 	PositionError1: 	1.20721 	PositionError0: 	0.790451 	CurrentMust0: 	507 	CurrentIs0: 	511 	CurrentMust1: 	-841 	CurrentIs1: 	-855 	
ArmModuleId: 	1 	Time: 	4387094 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226719333 	time_after_control_loop: 	3226745003 	T_diff: 	25670 	AngleAxisMust1: 	198.663 	AngleAxisMust0: 	162.509 	AngleWheelMust1: 	190.305 	AngleWheelMust0: 	207.021 	AngleAxisIs1: 	202.14 	AngleAxisIs0: 	166.32 	AngleWheelIs1: 	208.677 	AngleWheelIs0: 	195.603 	PositionError1: 	-1.65552 	PositionError0: 	-5.29805 	CurrentMust0: 	-235 	CurrentIs0: 	-94 	CurrentMust1: 	145 	CurrentIs1: 	91 	
ArmModuleId: 	0 	Time: 	4465788 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226798012 	time_after_control_loop: 	3226828758 	T_diff: 	30746 	AngleAxisMust1: 	172.766 	AngleAxisMust0: 	176.258 	AngleWheelMust1: 	170.978 	AngleWheelMust0: 	174.554 	AngleAxisIs1: 	171.81 	AngleAxisIs0: 	176.49 	AngleWheelIs1: 	173.487 	AngleWheelIs0: 	170.133 	PositionError1: 	1.06685 	PositionError0: 	0.845459 	CurrentMust0: 	585 	CurrentIs0: 	578 	CurrentMust1: 	-813 	CurrentIs1: 	-825 	
ArmModuleId: 	1 	Time: 	4522196 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226854460 	time_after_control_loop: 	3226880572 	T_diff: 	26112 	AngleAxisMust1: 	198.542 	AngleAxisMust0: 	162.622 	AngleWheelMust1: 	190.238 	AngleWheelMust0: 	206.845 	AngleAxisIs1: 	197.01 	AngleAxisIs0: 	158.04 	AngleWheelIs1: 	207.503 	AngleWheelIs0: 	186.517 	PositionError1: 	-0.657532 	PositionError0: 	3.72147 	CurrentMust0: 	804 	CurrentIs0: 	1253 	CurrentMust1: 	88 	CurrentIs1: 	78 	
ArmModuleId: 	0 	Time: 	4608062 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3226940291 	time_after_control_loop: 	3226968225 	T_diff: 	27934 	AngleAxisMust1: 	172.816 	AngleAxisMust0: 	176.284 	AngleWheelMust1: 	171.04 	AngleWheelMust0: 	174.591 	AngleAxisIs1: 	171.99 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.624 	AngleWheelIs0: 	170.356 	PositionError1: 	0.967209 	PositionError0: 	0.684341 	CurrentMust0: 	619 	CurrentIs0: 	607 	CurrentMust1: 	-793 	CurrentIs1: 	-774 	
ArmModuleId: 	1 	Time: 	4661519 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3226993755 	time_after_control_loop: 	3227028459 	T_diff: 	34704 	AngleAxisMust1: 	198.414 	AngleAxisMust0: 	162.742 	AngleWheelMust1: 	190.168 	AngleWheelMust0: 	206.661 	AngleAxisIs1: 	195.3 	AngleAxisIs0: 	155.7 	AngleWheelIs1: 	206.911 	AngleWheelIs0: 	183.689 	PositionError1: 	-0.249878 	PositionError0: 	6.47931 	CurrentMust0: 	1177 	CurrentIs0: 	683 	CurrentMust1: 	64 	CurrentIs1: 	31 	
ArmModuleId: 	0 	Time: 	4752622 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3227084850 	time_after_control_loop: 	3227113942 	T_diff: 	29092 	AngleAxisMust1: 	172.871 	AngleAxisMust0: 	176.313 	AngleWheelMust1: 	171.109 	AngleWheelMust0: 	174.633 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.85 	AngleWheelIs1: 	173.405 	AngleWheelIs0: 	170.395 	PositionError1: 	1.22775 	PositionError0: 	0.714157 	CurrentMust0: 	685 	CurrentIs0: 	674 	CurrentMust1: 	-845 	CurrentIs1: 	-840 	
ArmModuleId: 	1 	Time: 	4808541 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3227140781 	time_after_control_loop: 	3227166896 	T_diff: 	26115 	AngleAxisMust1: 	198.273 	AngleAxisMust0: 	162.874 	AngleWheelMust1: 	190.09 	AngleWheelMust0: 	206.456 	AngleAxisIs1: 	202.14 	AngleAxisIs0: 	164.7 	AngleWheelIs1: 	209.451 	AngleWheelIs0: 	194.829 	PositionError1: 	-2.99414 	PositionError0: 	-4.73927 	CurrentMust0: 	-169 	CurrentIs0: 	656 	CurrentMust1: 	489 	CurrentIs1: 	486 	
ArmModuleId: 	0 	Time: 	4898043 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3227230270 	time_after_control_loop: 	3227266361 	T_diff: 	36091 	AngleAxisMust1: 	172.925 	AngleAxisMust0: 	176.341 	AngleWheelMust1: 	171.176 	AngleWheelMust0: 	174.674 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.534 	AngleWheelIs0: 	170.266 	PositionError1: 	1.13936 	PositionError0: 	0.910416 	CurrentMust0: 	782 	CurrentIs0: 	770 	CurrentMust1: 	-827 	CurrentIs1: 	-825 	
ArmModuleId: 	1 	Time: 	4960091 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3227292335 	time_after_control_loop: 	3227321840 	T_diff: 	29505 	AngleAxisMust1: 	198.135 	AngleAxisMust0: 	163.004 	AngleWheelMust1: 	190.013 	AngleWheelMust0: 	206.256 	AngleAxisIs1: 	206.82 	AngleAxisIs0: 	177.93 	AngleWheelIs1: 	207.809 	AngleWheelIs0: 	205.831 	PositionError1: 	-1.55258 	PositionError0: 	-15.8173 	CurrentMust0: 	-2121 	CurrentIs0: 	-831 	CurrentMust1: 	454 	CurrentIs1: 	452 	
ArmModuleId: 	0 	Time: 	5049460 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3227381687 	time_after_control_loop: 	3227408374 	T_diff: 	26687 	AngleAxisMust1: 	172.99 	AngleAxisMust0: 	176.374 	AngleWheelMust1: 	171.258 	AngleWheelMust0: 	174.723 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.85 	AngleWheelIs1: 	173.405 	AngleWheelIs0: 	170.395 	PositionError1: 	1.31763 	PositionError0: 	0.863037 	CurrentMust0: 	772 	CurrentIs0: 	784 	CurrentMust1: 	-863 	CurrentIs1: 	-877 	
ArmModuleId: 	1 	Time: 	5111685 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3227443929 	time_after_control_loop: 	3227472611 	T_diff: 	28682 	AngleAxisMust1: 	197.967 	AngleAxisMust0: 	163.161 	AngleWheelMust1: 	189.921 	AngleWheelMust0: 	206.013 	AngleAxisIs1: 	202.05 	AngleAxisIs0: 	165.6 	AngleWheelIs1: 	208.931 	AngleWheelIs0: 	195.169 	PositionError1: 	-2.9171 	PositionError0: 	-5.24826 	CurrentMust0: 	-229 	CurrentIs0: 	-1250 	CurrentMust1: 	-49 	CurrentIs1: 	-56 	
ArmModuleId: 	0 	Time: 	5223540 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3227555782 	time_after_control_loop: 	3227582607 	T_diff: 	26825 	AngleAxisMust1: 	173.056 	AngleAxisMust0: 	176.408 	AngleWheelMust1: 	171.34 	AngleWheelMust0: 	174.772 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.534 	AngleWheelIs0: 	170.266 	PositionError1: 	1.23782 	PositionError0: 	1.07356 	CurrentMust0: 	814 	CurrentIs0: 	799 	CurrentMust1: 	-847 	CurrentIs1: 	-855 	
ArmModuleId: 	1 	Time: 	5293066 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3227625340 	time_after_control_loop: 	3227652925 	T_diff: 	27585 	AngleAxisMust1: 	197.799 	AngleAxisMust0: 	163.318 	AngleWheelMust1: 	189.828 	AngleWheelMust0: 	205.771 	AngleAxisIs1: 	196.65 	AngleAxisIs0: 	155.52 	AngleWheelIs1: 	208.347 	AngleWheelIs0: 	184.953 	PositionError1: 	-2.57623 	PositionError0: 	4.87579 	CurrentMust0: 	972 	CurrentIs0: 	694 	CurrentMust1: 	108 	CurrentIs1: 	111 	
ArmModuleId: 	0 	Time: 	5385661 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3227717903 	time_after_control_loop: 	3227750770 	T_diff: 	32867 	AngleAxisMust1: 	173.132 	AngleAxisMust0: 	176.448 	AngleWheelMust1: 	171.435 	AngleWheelMust0: 	174.83 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.76 	AngleWheelIs1: 	173.448 	AngleWheelIs0: 	170.352 	PositionError1: 	1.38145 	PositionError0: 	1.08304 	CurrentMust0: 	816 	CurrentIs0: 	821 	CurrentMust1: 	-876 	CurrentIs1: 	-899 	
ArmModuleId: 	1 	Time: 	5449634 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3227781919 	time_after_control_loop: 	3227810141 	T_diff: 	28222 	AngleAxisMust1: 	197.603 	AngleAxisMust0: 	163.502 	AngleWheelMust1: 	189.72 	AngleWheelMust0: 	205.486 	AngleAxisIs1: 	194.85 	AngleAxisIs0: 	154.17 	AngleWheelIs1: 	207.192 	AngleWheelIs0: 	182.508 	PositionError1: 	-1.70537 	PositionError0: 	7.21251 	CurrentMust0: 	1265 	CurrentIs0: 	912 	CurrentMust1: 	137 	CurrentIs1: 	165 	
ArmModuleId: 	0 	Time: 	5536845 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3227869067 	time_after_control_loop: 	3227896567 	T_diff: 	27500 	AngleAxisMust1: 	173.205 	AngleAxisMust0: 	176.486 	AngleWheelMust1: 	171.526 	AngleWheelMust0: 	174.885 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.534 	AngleWheelIs0: 	170.266 	PositionError1: 	1.35045 	PositionError0: 	1.26013 	CurrentMust0: 	852 	CurrentIs0: 	858 	CurrentMust1: 	-870 	CurrentIs1: 	-884 	
ArmModuleId: 	1 	Time: 	5591356 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3227923596 	time_after_control_loop: 	3227949736 	T_diff: 	26140 	AngleAxisMust1: 	197.416 	AngleAxisMust0: 	163.677 	AngleWheelMust1: 	189.617 	AngleWheelMust0: 	205.215 	AngleAxisIs1: 	201.87 	AngleAxisIs0: 	166.05 	AngleWheelIs1: 	208.536 	AngleWheelIs0: 	195.204 	PositionError1: 	-3.31972 	PositionError0: 	-5.58751 	CurrentMust0: 	-271 	CurrentIs0: 	-804 	CurrentMust1: 	474 	CurrentIs1: 	466 	
ArmModuleId: 	0 	Time: 	5669217 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3228001442 	time_after_control_loop: 	3228038559 	T_diff: 	37117 	AngleAxisMust1: 	173.269 	AngleAxisMust0: 	176.518 	AngleWheelMust1: 	171.605 	AngleWheelMust0: 	174.932 	AngleAxisIs1: 	171.9 	AngleAxisIs0: 	176.58 	AngleWheelIs1: 	173.534 	AngleWheelIs0: 	170.266 	PositionError1: 	1.39816 	PositionError0: 	1.33916 	CurrentMust0: 	867 	CurrentIs0: 	880 	CurrentMust1: 	-879 	CurrentIs1: 	-884 	
ArmModuleId: 	1 	Time: 	5731538 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3228063799 	time_after_control_loop: 	3228089806 	T_diff: 	26007 	AngleAxisMust1: 	197.254 	AngleAxisMust0: 	163.83 	AngleWheelMust1: 	189.527 	AngleWheelMust0: 	204.98 	AngleAxisIs1: 	207 	AngleAxisIs0: 	178.74 	AngleWheelIs1: 	207.602 	AngleWheelIs0: 	206.398 	PositionError1: 	-2.62132 	PositionError0: 	-16.8709 	CurrentMust0: 	-2255 	CurrentIs0: 	-2598 	CurrentMust1: 	556 	CurrentIs1: 	566 	
