ArmModuleId: 	0 	Time: 	2623374 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3397731566 	time_after_control_loop: 	3397807370 	T_diff: 	75804 	AngleAxisMust1: 	114.03 	AngleAxisMust0: 	186.66 	AngleWheelMust1: 	117.212 	AngleWheelMust0: 	110.848 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	186.57 	AngleWheelIs1: 	110.891 	AngleWheelIs0: 	117.169 	PositionError1: 	-0.0351257 	PositionError0: 	0.0501785 	CurrentMust0: 	10 	CurrentIs0: 	17 	CurrentMust1: 	8 	CurrentIs1: 	25 	
ArmModuleId: 	1 	Time: 	3473305 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398581519 	time_after_control_loop: 	3398610419 	T_diff: 	28900 	AngleAxisMust1: 	141.784 	AngleAxisMust0: 	126.358 	AngleWheelMust1: 	116.152 	AngleWheelMust0: 	167.415 	AngleAxisIs1: 	141.84 	AngleAxisIs0: 	128.7 	AngleWheelIs1: 	166.353 	AngleWheelIs0: 	117.327 	PositionError1: 	1.06239 	PositionError0: 	-1.17591 	CurrentMust0: 	-141 	CurrentIs0: 	-208 	CurrentMust1: 	-106 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	3563148 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398671337 	time_after_control_loop: 	3398698170 	T_diff: 	26833 	AngleAxisMust1: 	116.765 	AngleAxisMust0: 	186.384 	AngleWheelMust1: 	119.816 	AngleWheelMust0: 	113.715 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	187.47 	AngleWheelIs1: 	110.461 	AngleWheelIs0: 	117.599 	PositionError1: 	3.25349 	PositionError0: 	2.21556 	CurrentMust0: 	443 	CurrentIs0: 	416 	CurrentMust1: 	-813 	CurrentIs1: 	-816 	
ArmModuleId: 	1 	Time: 	3616359 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398724559 	time_after_control_loop: 	3398751357 	T_diff: 	26798 	AngleAxisMust1: 	141.956 	AngleAxisMust0: 	126.6 	AngleWheelMust1: 	116.439 	AngleWheelMust0: 	167.472 	AngleAxisIs1: 	141.66 	AngleAxisIs0: 	127.71 	AngleWheelIs1: 	166.646 	AngleWheelIs0: 	116.674 	PositionError1: 	0.825943 	PositionError0: 	-0.235573 	CurrentMust0: 	-28 	CurrentIs0: 	-35 	CurrentMust1: 	-82 	CurrentIs1: 	-75 	
ArmModuleId: 	0 	Time: 	3696653 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398804840 	time_after_control_loop: 	3398831975 	T_diff: 	27135 	AngleAxisMust1: 	117.065 	AngleAxisMust0: 	186.354 	AngleWheelMust1: 	120.101 	AngleWheelMust0: 	114.029 	AngleAxisIs1: 	113.85 	AngleAxisIs0: 	187.56 	AngleWheelIs1: 	110.238 	AngleWheelIs0: 	117.462 	PositionError1: 	3.79037 	PositionError0: 	2.63756 	CurrentMust0: 	527 	CurrentIs0: 	541 	CurrentMust1: 	-947 	CurrentIs1: 	-958 	
ArmModuleId: 	1 	Time: 	3749636 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398857822 	time_after_control_loop: 	3398884851 	T_diff: 	27029 	AngleAxisMust1: 	142.136 	AngleAxisMust0: 	126.853 	AngleWheelMust1: 	116.74 	AngleWheelMust0: 	167.531 	AngleAxisIs1: 	141.57 	AngleAxisIs0: 	127.8 	AngleWheelIs1: 	166.513 	AngleWheelIs0: 	116.627 	PositionError1: 	1.01826 	PositionError0: 	0.112396 	CurrentMust0: 	13 	CurrentIs0: 	-2 	CurrentMust1: 	-101 	CurrentIs1: 	-68 	
ArmModuleId: 	0 	Time: 	3832593 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398940788 	time_after_control_loop: 	3398967801 	T_diff: 	27013 	AngleAxisMust1: 	117.376 	AngleAxisMust0: 	186.322 	AngleWheelMust1: 	120.397 	AngleWheelMust0: 	114.355 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	187.56 	AngleWheelIs1: 	110.328 	AngleWheelIs0: 	117.552 	PositionError1: 	4.02642 	PositionError0: 	2.84361 	CurrentMust0: 	568 	CurrentIs0: 	556 	CurrentMust1: 	-1006 	CurrentIs1: 	-1017 	
ArmModuleId: 	1 	Time: 	3886332 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3398994558 	time_after_control_loop: 	3399021801 	T_diff: 	27243 	AngleAxisMust1: 	142.323 	AngleAxisMust0: 	127.115 	AngleWheelMust1: 	117.053 	AngleWheelMust0: 	167.593 	AngleAxisIs1: 	141.66 	AngleAxisIs0: 	127.71 	AngleWheelIs1: 	166.646 	AngleWheelIs0: 	116.674 	PositionError1: 	0.946899 	PositionError0: 	0.378067 	CurrentMust0: 	45 	CurrentIs0: 	65 	CurrentMust1: 	-94 	CurrentIs1: 	-108 	
ArmModuleId: 	0 	Time: 	3966788 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399074975 	time_after_control_loop: 	3399101726 	T_diff: 	26751 	AngleAxisMust1: 	117.7 	AngleAxisMust0: 	186.289 	AngleWheelMust1: 	120.705 	AngleWheelMust0: 	114.695 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	187.56 	AngleWheelIs1: 	110.328 	AngleWheelIs0: 	117.552 	PositionError1: 	4.36646 	PositionError0: 	3.15236 	CurrentMust0: 	630 	CurrentIs0: 	637 	CurrentMust1: 	-1091 	CurrentIs1: 	-1113 	
ArmModuleId: 	1 	Time: 	4022128 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399130377 	time_after_control_loop: 	3399161352 	T_diff: 	30975 	AngleAxisMust1: 	142.518 	AngleAxisMust0: 	127.389 	AngleWheelMust1: 	117.379 	AngleWheelMust0: 	167.657 	AngleAxisIs1: 	141.66 	AngleAxisIs0: 	127.8 	AngleWheelIs1: 	166.603 	AngleWheelIs0: 	116.717 	PositionError1: 	1.05417 	PositionError0: 	0.661133 	CurrentMust0: 	79 	CurrentIs0: 	68 	CurrentMust1: 	-105 	CurrentIs1: 	-75 	
ArmModuleId: 	0 	Time: 	4108776 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399216967 	time_after_control_loop: 	3399244726 	T_diff: 	27759 	AngleAxisMust1: 	118.055 	AngleAxisMust0: 	186.254 	AngleWheelMust1: 	121.043 	AngleWheelMust0: 	115.067 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	187.56 	AngleWheelIs1: 	110.418 	AngleWheelIs0: 	117.642 	PositionError1: 	4.64843 	PositionError0: 	3.40009 	CurrentMust0: 	680 	CurrentIs0: 	682 	CurrentMust1: 	-1162 	CurrentIs1: 	-1150 	
ArmModuleId: 	1 	Time: 	4162460 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399270667 	time_after_control_loop: 	3399297554 	T_diff: 	26887 	AngleAxisMust1: 	142.732 	AngleAxisMust0: 	127.689 	AngleWheelMust1: 	117.736 	AngleWheelMust0: 	167.727 	AngleAxisIs1: 	141.66 	AngleAxisIs0: 	127.8 	AngleWheelIs1: 	166.603 	AngleWheelIs0: 	116.717 	PositionError1: 	1.12448 	PositionError0: 	1.0178 	CurrentMust0: 	122 	CurrentIs0: 	159 	CurrentMust1: 	-112 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	4251172 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399359361 	time_after_control_loop: 	3399386395 	T_diff: 	27034 	AngleAxisMust1: 	118.431 	AngleAxisMust0: 	186.216 	AngleWheelMust1: 	121.401 	AngleWheelMust0: 	115.461 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	187.74 	AngleWheelIs1: 	110.332 	AngleWheelIs0: 	117.728 	PositionError1: 	5.12858 	PositionError0: 	3.67193 	CurrentMust0: 	734 	CurrentIs0: 	748 	CurrentMust1: 	-1282 	CurrentIs1: 	-1268 	
ArmModuleId: 	1 	Time: 	4304235 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399412480 	time_after_control_loop: 	3399439334 	T_diff: 	26854 	AngleAxisMust1: 	142.958 	AngleAxisMust0: 	128.007 	AngleWheelMust1: 	118.114 	AngleWheelMust0: 	167.802 	AngleAxisIs1: 	141.57 	AngleAxisIs0: 	127.71 	AngleWheelIs1: 	166.556 	AngleWheelIs0: 	116.584 	PositionError1: 	1.24597 	PositionError0: 	1.52875 	CurrentMust0: 	183 	CurrentIs0: 	188 	CurrentMust1: 	-124 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	4390165 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399498359 	time_after_control_loop: 	3399529651 	T_diff: 	31292 	AngleAxisMust1: 	118.83 	AngleAxisMust0: 	186.175 	AngleWheelMust1: 	121.781 	AngleWheelMust0: 	115.879 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	187.65 	AngleWheelIs1: 	110.285 	AngleWheelIs0: 	117.595 	PositionError1: 	5.59379 	PositionError0: 	4.18466 	CurrentMust0: 	836 	CurrentIs0: 	837 	CurrentMust1: 	-1398 	CurrentIs1: 	-1420 	
ArmModuleId: 	1 	Time: 	4452529 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399560771 	time_after_control_loop: 	3399591850 	T_diff: 	31079 	AngleAxisMust1: 	143.198 	AngleAxisMust0: 	128.344 	AngleWheelMust1: 	118.515 	AngleWheelMust0: 	167.881 	AngleAxisIs1: 	141.57 	AngleAxisIs0: 	127.8 	AngleWheelIs1: 	166.513 	AngleWheelIs0: 	116.627 	PositionError1: 	1.36803 	PositionError0: 	1.88682 	CurrentMust0: 	226 	CurrentIs0: 	223 	CurrentMust1: 	-136 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	4538036 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399646222 	time_after_control_loop: 	3399673464 	T_diff: 	27242 	AngleAxisMust1: 	119.266 	AngleAxisMust0: 	186.131 	AngleWheelMust1: 	122.196 	AngleWheelMust0: 	116.337 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	187.56 	AngleWheelIs1: 	110.328 	AngleWheelIs0: 	117.552 	PositionError1: 	6.00805 	PositionError0: 	4.64285 	CurrentMust0: 	928 	CurrentIs0: 	933 	CurrentMust1: 	-1502 	CurrentIs1: 	-1479 	
ArmModuleId: 	1 	Time: 	4591217 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399699432 	time_after_control_loop: 	3399726302 	T_diff: 	26870 	AngleAxisMust1: 	143.46 	AngleAxisMust0: 	128.712 	AngleWheelMust1: 	118.953 	AngleWheelMust0: 	167.967 	AngleAxisIs1: 	141.75 	AngleAxisIs0: 	128.16 	AngleWheelIs1: 	166.521 	AngleWheelIs0: 	116.979 	PositionError1: 	1.44646 	PositionError0: 	1.97317 	CurrentMust0: 	236 	CurrentIs0: 	269 	CurrentMust1: 	-144 	CurrentIs1: 	-148 	
ArmModuleId: 	0 	Time: 	4676481 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399784675 	time_after_control_loop: 	3399811409 	T_diff: 	26734 	AngleAxisMust1: 	119.695 	AngleAxisMust0: 	186.088 	AngleWheelMust1: 	122.604 	AngleWheelMust0: 	116.785 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	187.65 	AngleWheelIs1: 	110.285 	AngleWheelIs0: 	117.595 	PositionError1: 	6.49992 	PositionError0: 	5.0074 	CurrentMust0: 	1001 	CurrentIs0: 	1024 	CurrentMust1: 	-1624 	CurrentIs1: 	-1634 	
ArmModuleId: 	1 	Time: 	4729481 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399837750 	time_after_control_loop: 	3399868375 	T_diff: 	30625 	AngleAxisMust1: 	143.718 	AngleAxisMust0: 	129.074 	AngleWheelMust1: 	119.384 	AngleWheelMust0: 	168.052 	AngleAxisIs1: 	142.65 	AngleAxisIs0: 	129.6 	AngleWheelIs1: 	166.733 	AngleWheelIs0: 	118.567 	PositionError1: 	1.3194 	PositionError0: 	0.815582 	CurrentMust0: 	97 	CurrentIs0: 	100 	CurrentMust1: 	-131 	CurrentIs1: 	-142 	
ArmModuleId: 	0 	Time: 	4817954 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399926143 	time_after_control_loop: 	3399953124 	T_diff: 	26981 	AngleAxisMust1: 	120.139 	AngleAxisMust0: 	186.043 	AngleWheelMust1: 	123.026 	AngleWheelMust0: 	117.251 	AngleAxisIs1: 	113.85 	AngleAxisIs0: 	187.74 	AngleWheelIs1: 	110.152 	AngleWheelIs0: 	117.548 	PositionError1: 	7.09825 	PositionError0: 	5.47688 	CurrentMust0: 	1095 	CurrentIs0: 	1090 	CurrentMust1: 	-1774 	CurrentIs1: 	-1796 	
ArmModuleId: 	1 	Time: 	4874519 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3399982728 	time_after_control_loop: 	3400010041 	T_diff: 	27313 	AngleAxisMust1: 	143.985 	AngleAxisMust0: 	129.448 	AngleWheelMust1: 	119.83 	AngleWheelMust0: 	168.14 	AngleAxisIs1: 	143.19 	AngleAxisIs0: 	130.86 	AngleWheelIs1: 	166.671 	AngleWheelIs0: 	119.709 	PositionError1: 	1.46939 	PositionError0: 	0.119713 	CurrentMust0: 	14 	CurrentIs0: 	12 	CurrentMust1: 	-146 	CurrentIs1: 	-148 	
ArmModuleId: 	0 	Time: 	4961229 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400069498 	time_after_control_loop: 	3400097059 	T_diff: 	27561 	AngleAxisMust1: 	120.61 	AngleAxisMust0: 	185.996 	AngleWheelMust1: 	123.475 	AngleWheelMust0: 	117.745 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	187.65 	AngleWheelIs1: 	110.375 	AngleWheelIs0: 	117.685 	PositionError1: 	7.36961 	PositionError0: 	5.78874 	CurrentMust0: 	1157 	CurrentIs0: 	1164 	CurrentMust1: 	-1842 	CurrentIs1: 	-1848 	
ArmModuleId: 	1 	Time: 	5015360 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400123623 	time_after_control_loop: 	3400154076 	T_diff: 	30453 	AngleAxisMust1: 	144.269 	AngleAxisMust0: 	129.847 	AngleWheelMust1: 	120.304 	AngleWheelMust0: 	168.234 	AngleAxisIs1: 	143.1 	AngleAxisIs0: 	130.86 	AngleWheelIs1: 	166.581 	AngleWheelIs0: 	119.619 	PositionError1: 	1.65282 	PositionError0: 	0.683693 	CurrentMust0: 	82 	CurrentIs0: 	94 	CurrentMust1: 	-165 	CurrentIs1: 	-169 	
ArmModuleId: 	0 	Time: 	5105501 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400213692 	time_after_control_loop: 	3400240793 	T_diff: 	27101 	AngleAxisMust1: 	121.13 	AngleAxisMust0: 	185.943 	AngleWheelMust1: 	123.97 	AngleWheelMust0: 	118.29 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	187.65 	AngleWheelIs1: 	110.375 	AngleWheelIs0: 	117.685 	PositionError1: 	7.91405 	PositionError0: 	6.28307 	CurrentMust0: 	1256 	CurrentIs0: 	1260 	CurrentMust1: 	-1978 	CurrentIs1: 	-1988 	
ArmModuleId: 	1 	Time: 	5158692 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400266910 	time_after_control_loop: 	3400294163 	T_diff: 	27253 	AngleAxisMust1: 	144.581 	AngleAxisMust0: 	130.285 	AngleWheelMust1: 	120.826 	AngleWheelMust0: 	168.337 	AngleAxisIs1: 	143.19 	AngleAxisIs0: 	130.68 	AngleWheelIs1: 	166.757 	AngleWheelIs0: 	119.623 	PositionError1: 	1.57971 	PositionError0: 	1.20179 	CurrentMust0: 	144 	CurrentIs0: 	138 	CurrentMust1: 	-157 	CurrentIs1: 	-148 	
ArmModuleId: 	0 	Time: 	5247090 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400355281 	time_after_control_loop: 	3400382339 	T_diff: 	27058 	AngleAxisMust1: 	121.64 	AngleAxisMust0: 	185.892 	AngleWheelMust1: 	124.455 	AngleWheelMust0: 	118.825 	AngleAxisIs1: 	113.85 	AngleAxisIs0: 	187.92 	AngleWheelIs1: 	110.066 	AngleWheelIs0: 	117.634 	PositionError1: 	8.75825 	PositionError0: 	6.81998 	CurrentMust0: 	1363 	CurrentIs0: 	1356 	CurrentMust1: 	-2189 	CurrentIs1: 	-2186 	
ArmModuleId: 	1 	Time: 	5305065 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400413277 	time_after_control_loop: 	3400440111 	T_diff: 	26834 	AngleAxisMust1: 	144.889 	AngleAxisMust0: 	130.717 	AngleWheelMust1: 	121.339 	AngleWheelMust0: 	168.438 	AngleAxisIs1: 	143.1 	AngleAxisIs0: 	130.77 	AngleWheelIs1: 	166.624 	AngleWheelIs0: 	119.576 	PositionError1: 	1.81386 	PositionError0: 	1.76202 	CurrentMust0: 	211 	CurrentIs0: 	210 	CurrentMust1: 	-181 	CurrentIs1: 	-189 	
ArmModuleId: 	0 	Time: 	5390028 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400498216 	time_after_control_loop: 	3400529675 	T_diff: 	31459 	AngleAxisMust1: 	122.165 	AngleAxisMust0: 	185.839 	AngleWheelMust1: 	124.955 	AngleWheelMust0: 	119.375 	AngleAxisIs1: 	114.12 	AngleAxisIs0: 	188.19 	AngleWheelIs1: 	110.207 	AngleWheelIs0: 	118.033 	PositionError1: 	9.16727 	PositionError0: 	6.92032 	CurrentMust0: 	1384 	CurrentIs0: 	1385 	CurrentMust1: 	-2291 	CurrentIs1: 	-2306 	
ArmModuleId: 	1 	Time: 	5447854 	P0: 	120 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3400556081 	time_after_control_loop: 	3400587221 	T_diff: 	31140 	AngleAxisMust1: 	145.204 	AngleAxisMust0: 	131.16 	AngleWheelMust1: 	121.867 	AngleWheelMust0: 	168.542 	AngleAxisIs1: 	143.1 	AngleAxisIs0: 	130.95 	AngleWheelIs1: 	166.538 	AngleWheelIs0: 	119.662 	PositionError1: 	2.00381 	PositionError0: 	2.20332 	CurrentMust0: 	264 	CurrentIs0: 	269 	CurrentMust1: 	-200 	CurrentIs1: 	-203 	
