ArmModuleId: 	0 	Time: 	2693248 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3650965152 	time_after_control_loop: 	3651040569 	T_diff: 	75417 	AngleAxisMust1: 	229.59 	AngleAxisMust0: 	229.59 	AngleWheelMust1: 	253.286 	AngleWheelMust0: 	205.894 	AngleAxisIs1: 	229.59 	AngleAxisIs0: 	229.68 	AngleWheelIs1: 	205.851 	AngleWheelIs0: 	253.329 	PositionError1: 	0.0401154 	PositionError0: 	-0.0511627 	CurrentMust0: 	-42 	CurrentIs0: 	-42 	CurrentMust1: 	-33 	CurrentIs1: 	-60 	
ArmModuleId: 	1 	Time: 	3624208 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3651896169 	time_after_control_loop: 	3651937471 	T_diff: 	41302 	AngleAxisMust1: 	214.253 	AngleAxisMust0: 	255.494 	AngleWheelMust1: 	250.326 	AngleWheelMust0: 	178.179 	AngleAxisIs1: 	214.56 	AngleAxisIs0: 	257.67 	AngleWheelIs1: 	177.447 	AngleWheelIs0: 	251.673 	PositionError1: 	0.732452 	PositionError0: 	-1.3465 	CurrentMust0: 	-171 	CurrentIs0: 	-165 	CurrentMust1: 	-87 	CurrentIs1: 	-55 	
ArmModuleId: 	0 	Time: 	3723332 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3651995238 	time_after_control_loop: 	3652027176 	T_diff: 	31938 	AngleAxisMust1: 	227.264 	AngleAxisMust0: 	227.264 	AngleWheelMust1: 	249.848 	AngleWheelMust0: 	204.68 	AngleAxisIs1: 	229.41 	AngleAxisIs0: 	230.4 	AngleWheelIs1: 	205.327 	AngleWheelIs0: 	253.493 	PositionError1: 	-0.647461 	PositionError0: 	-3.64432 	CurrentMust0: 	-787 	CurrentIs0: 	-770 	CurrentMust1: 	217 	CurrentIs1: 	232 	
ArmModuleId: 	1 	Time: 	3786157 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652058131 	time_after_control_loop: 	3652090693 	T_diff: 	32562 	AngleAxisMust1: 	214.054 	AngleAxisMust0: 	255.056 	AngleWheelMust1: 	249.918 	AngleWheelMust0: 	178.19 	AngleAxisIs1: 	214.65 	AngleAxisIs0: 	257.58 	AngleWheelIs1: 	177.58 	AngleWheelIs0: 	251.72 	PositionError1: 	0.610016 	PositionError0: 	-1.80165 	CurrentMust0: 	-233 	CurrentIs0: 	-231 	CurrentMust1: 	-88 	CurrentIs1: 	-102 	
ArmModuleId: 	0 	Time: 	3882547 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3652154448 	time_after_control_loop: 	3652182300 	T_diff: 	27852 	AngleAxisMust1: 	227.002 	AngleAxisMust0: 	227.002 	AngleWheelMust1: 	249.461 	AngleWheelMust0: 	204.543 	AngleAxisIs1: 	229.41 	AngleAxisIs0: 	230.4 	AngleWheelIs1: 	205.327 	AngleWheelIs0: 	253.493 	PositionError1: 	-0.78421 	PositionError0: 	-4.0313 	CurrentMust0: 	-104 	CurrentIs0: 	-113 	CurrentMust1: 	295 	CurrentIs1: 	291 	
ArmModuleId: 	1 	Time: 	3944027 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652215968 	time_after_control_loop: 	3652248564 	T_diff: 	32596 	AngleAxisMust1: 	213.865 	AngleAxisMust0: 	254.64 	AngleWheelMust1: 	249.53 	AngleWheelMust0: 	178.2 	AngleAxisIs1: 	214.65 	AngleAxisIs0: 	257.58 	AngleWheelIs1: 	177.58 	AngleWheelIs0: 	251.72 	PositionError1: 	0.620041 	PositionError0: 	-2.18903 	CurrentMust0: 	-75 	CurrentIs0: 	-83 	CurrentMust1: 	-98 	CurrentIs1: 	-82 	
ArmModuleId: 	0 	Time: 	4039795 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3652311704 	time_after_control_loop: 	3652354661 	T_diff: 	42957 	AngleAxisMust1: 	226.7 	AngleAxisMust0: 	226.7 	AngleWheelMust1: 	249.015 	AngleWheelMust0: 	204.385 	AngleAxisIs1: 	229.5 	AngleAxisIs0: 	230.4 	AngleWheelIs1: 	205.417 	AngleWheelIs0: 	253.583 	PositionError1: 	-1.03169 	PositionError0: 	-4.56703 	CurrentMust0: 	-523 	CurrentIs0: 	-519 	CurrentMust1: 	404 	CurrentIs1: 	394 	
ArmModuleId: 	1 	Time: 	4109159 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652381056 	time_after_control_loop: 	3652409462 	T_diff: 	28406 	AngleAxisMust1: 	213.648 	AngleAxisMust0: 	254.161 	AngleWheelMust1: 	249.084 	AngleWheelMust0: 	178.211 	AngleAxisIs1: 	214.47 	AngleAxisIs0: 	257.67 	AngleWheelIs1: 	177.357 	AngleWheelIs0: 	251.583 	PositionError1: 	0.854599 	PositionError0: 	-2.49828 	CurrentMust0: 	-138 	CurrentIs0: 	-142 	CurrentMust1: 	-129 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	4189131 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3652461022 	time_after_control_loop: 	3652493753 	T_diff: 	32731 	AngleAxisMust1: 	226.396 	AngleAxisMust0: 	226.396 	AngleWheelMust1: 	248.565 	AngleWheelMust0: 	204.226 	AngleAxisIs1: 	229.32 	AngleAxisIs0: 	230.85 	AngleWheelIs1: 	205.022 	AngleWheelIs0: 	253.618 	PositionError1: 	-0.795517 	PositionError0: 	-5.05165 	CurrentMust0: 	-954 	CurrentIs0: 	-947 	CurrentMust1: 	436 	CurrentIs1: 	438 	
ArmModuleId: 	1 	Time: 	4258722 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652530634 	time_after_control_loop: 	3652558451 	T_diff: 	27817 	AngleAxisMust1: 	213.429 	AngleAxisMust0: 	253.678 	AngleWheelMust1: 	248.634 	AngleWheelMust0: 	178.223 	AngleAxisIs1: 	214.74 	AngleAxisIs0: 	257.67 	AngleWheelIs1: 	177.627 	AngleWheelIs0: 	251.853 	PositionError1: 	0.596237 	PositionError0: 	-3.21826 	CurrentMust0: 	-238 	CurrentIs0: 	-215 	CurrentMust1: 	-119 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	4340064 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3652611951 	time_after_control_loop: 	3652643789 	T_diff: 	31838 	AngleAxisMust1: 	226.088 	AngleAxisMust0: 	226.088 	AngleWheelMust1: 	248.111 	AngleWheelMust0: 	204.066 	AngleAxisIs1: 	228.51 	AngleAxisIs0: 	232.56 	AngleWheelIs1: 	203.395 	AngleWheelIs0: 	253.625 	PositionError1: 	0.670975 	PositionError0: 	-5.51326 	CurrentMust0: 	-327 	CurrentIs0: 	-342 	CurrentMust1: 	221 	CurrentIs1: 	393 	
ArmModuleId: 	1 	Time: 	4405629 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652677551 	time_after_control_loop: 	3652704073 	T_diff: 	26522 	AngleAxisMust1: 	213.207 	AngleAxisMust0: 	253.189 	AngleWheelMust1: 	248.179 	AngleWheelMust0: 	178.235 	AngleAxisIs1: 	214.56 	AngleAxisIs0: 	257.58 	AngleWheelIs1: 	177.49 	AngleWheelIs0: 	251.63 	PositionError1: 	0.74501 	PositionError0: 	-3.4502 	CurrentMust0: 	-306 	CurrentIs0: 	-311 	CurrentMust1: 	-141 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	4486591 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3652758477 	time_after_control_loop: 	3652784402 	T_diff: 	25925 	AngleAxisMust1: 	225.764 	AngleAxisMust0: 	225.764 	AngleWheelMust1: 	247.631 	AngleWheelMust0: 	203.896 	AngleAxisIs1: 	227.43 	AngleAxisIs0: 	234.99 	AngleWheelIs1: 	201.154 	AngleWheelIs0: 	253.706 	PositionError1: 	2.7428 	PositionError0: 	-6.07362 	CurrentMust0: 	-835 	CurrentIs0: 	-843 	CurrentMust1: 	-214 	CurrentIs1: 	-226 	
ArmModuleId: 	1 	Time: 	4541126 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652813027 	time_after_control_loop: 	3652841655 	T_diff: 	28628 	AngleAxisMust1: 	212.973 	AngleAxisMust0: 	252.674 	AngleWheelMust1: 	247.699 	AngleWheelMust0: 	178.247 	AngleAxisIs1: 	214.65 	AngleAxisIs0: 	257.67 	AngleWheelIs1: 	177.537 	AngleWheelIs0: 	251.763 	PositionError1: 	0.710449 	PositionError0: 	-4.06287 	CurrentMust0: 	-406 	CurrentIs0: 	-402 	CurrentMust1: 	-148 	CurrentIs1: 	-142 	
ArmModuleId: 	0 	Time: 	4621863 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3652893763 	time_after_control_loop: 	3652929640 	T_diff: 	35877 	AngleAxisMust1: 	225.456 	AngleAxisMust0: 	225.456 	AngleWheelMust1: 	247.176 	AngleWheelMust0: 	203.736 	AngleAxisIs1: 	226.62 	AngleAxisIs0: 	236.34 	AngleWheelIs1: 	199.699 	AngleWheelIs0: 	253.541 	PositionError1: 	4.03708 	PositionError0: 	-6.36372 	CurrentMust0: 	-1299 	CurrentIs0: 	-1286 	CurrentMust1: 	-638 	CurrentIs1: 	-675 	
ArmModuleId: 	1 	Time: 	4690589 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3652962522 	time_after_control_loop: 	3652995207 	T_diff: 	32685 	AngleAxisMust1: 	212.751 	AngleAxisMust0: 	252.185 	AngleWheelMust1: 	247.244 	AngleWheelMust0: 	178.259 	AngleAxisIs1: 	214.47 	AngleAxisIs0: 	257.22 	AngleWheelIs1: 	177.572 	AngleWheelIs0: 	251.368 	PositionError1: 	0.68721 	PositionError0: 	-4.12349 	CurrentMust0: 	-229 	CurrentIs0: 	-231 	CurrentMust1: 	-154 	CurrentIs1: 	-155 	
ArmModuleId: 	0 	Time: 	4784831 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653056713 	time_after_control_loop: 	3653082454 	T_diff: 	25741 	AngleAxisMust1: 	225.073 	AngleAxisMust0: 	225.073 	AngleWheelMust1: 	246.61 	AngleWheelMust0: 	203.536 	AngleAxisIs1: 	226.62 	AngleAxisIs0: 	236.43 	AngleWheelIs1: 	199.656 	AngleWheelIs0: 	253.584 	PositionError1: 	3.88007 	PositionError0: 	-6.97284 	CurrentMust0: 	-545 	CurrentIs0: 	-556 	CurrentMust1: 	-936 	CurrentIs1: 	-933 	
ArmModuleId: 	1 	Time: 	4838782 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3653110703 	time_after_control_loop: 	3653144074 	T_diff: 	33371 	AngleAxisMust1: 	212.475 	AngleAxisMust0: 	251.577 	AngleWheelMust1: 	246.677 	AngleWheelMust0: 	178.274 	AngleAxisIs1: 	214.56 	AngleAxisIs0: 	257.22 	AngleWheelIs1: 	177.662 	AngleWheelIs0: 	251.458 	PositionError1: 	0.611893 	PositionError0: 	-4.77997 	CurrentMust0: 	-348 	CurrentIs0: 	-364 	CurrentMust1: 	-148 	CurrentIs1: 	-155 	
ArmModuleId: 	0 	Time: 	4931811 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653203704 	time_after_control_loop: 	3653231897 	T_diff: 	28193 	AngleAxisMust1: 	224.704 	AngleAxisMust0: 	224.704 	AngleWheelMust1: 	246.065 	AngleWheelMust0: 	203.343 	AngleAxisIs1: 	226.71 	AngleAxisIs0: 	236.52 	AngleWheelIs1: 	199.703 	AngleWheelIs0: 	253.717 	PositionError1: 	3.64047 	PositionError0: 	-7.65096 	CurrentMust0: 	-1185 	CurrentIs0: 	-1190 	CurrentMust1: 	-1046 	CurrentIs1: 	-1021 	
ArmModuleId: 	1 	Time: 	4991835 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3653263756 	time_after_control_loop: 	3653289820 	T_diff: 	26064 	AngleAxisMust1: 	212.21 	AngleAxisMust0: 	250.991 	AngleWheelMust1: 	246.131 	AngleWheelMust0: 	178.288 	AngleAxisIs1: 	214.56 	AngleAxisIs0: 	257.04 	AngleWheelIs1: 	177.748 	AngleWheelIs0: 	251.372 	PositionError1: 	0.540009 	PositionError0: 	-5.23978 	CurrentMust0: 	-461 	CurrentIs0: 	-452 	CurrentMust1: 	-143 	CurrentIs1: 	-155 	
ArmModuleId: 	0 	Time: 	5075531 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653347419 	time_after_control_loop: 	3653373420 	T_diff: 	26001 	AngleAxisMust1: 	224.338 	AngleAxisMust0: 	224.338 	AngleWheelMust1: 	245.524 	AngleWheelMust0: 	203.152 	AngleAxisIs1: 	226.8 	AngleAxisIs0: 	236.52 	AngleWheelIs1: 	199.793 	AngleWheelIs0: 	253.807 	PositionError1: 	3.35938 	PositionError0: 	-8.28174 	CurrentMust0: 	-742 	CurrentIs0: 	-762 	CurrentMust1: 	-1003 	CurrentIs1: 	-999 	
ArmModuleId: 	1 	Time: 	5128727 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3653400631 	time_after_control_loop: 	3653431544 	T_diff: 	30913 	AngleAxisMust1: 	211.946 	AngleAxisMust0: 	250.41 	AngleWheelMust1: 	245.59 	AngleWheelMust0: 	178.302 	AngleAxisIs1: 	214.11 	AngleAxisIs0: 	256.32 	AngleWheelIs1: 	177.642 	AngleWheelIs0: 	250.578 	PositionError1: 	0.660004 	PositionError0: 	-4.98697 	CurrentMust0: 	-298 	CurrentIs0: 	-143 	CurrentMust1: 	-152 	CurrentIs1: 	-169 	
ArmModuleId: 	0 	Time: 	5218236 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653490139 	time_after_control_loop: 	3653540208 	T_diff: 	50069 	AngleAxisMust1: 	223.945 	AngleAxisMust0: 	223.945 	AngleWheelMust1: 	244.944 	AngleWheelMust0: 	202.947 	AngleAxisIs1: 	226.62 	AngleAxisIs0: 	236.43 	AngleWheelIs1: 	199.656 	AngleWheelIs0: 	253.584 	PositionError1: 	3.29135 	PositionError0: 	-8.63898 	CurrentMust0: 	-1399 	CurrentIs0: 	-1397 	CurrentMust1: 	-993 	CurrentIs1: 	-1007 	
ArmModuleId: 	1 	Time: 	5299691 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3653571663 	time_after_control_loop: 	3653603795 	T_diff: 	32132 	AngleAxisMust1: 	211.663 	AngleAxisMust0: 	249.786 	AngleWheelMust1: 	245.009 	AngleWheelMust0: 	178.317 	AngleAxisIs1: 	213.66 	AngleAxisIs0: 	255.06 	AngleWheelIs1: 	177.794 	AngleWheelIs0: 	249.526 	PositionError1: 	0.522949 	PositionError0: 	-4.51601 	CurrentMust0: 	-342 	CurrentIs0: 	-358 	CurrentMust1: 	-141 	CurrentIs1: 	-142 	
ArmModuleId: 	0 	Time: 	5406847 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653678734 	time_after_control_loop: 	3653704521 	T_diff: 	25787 	AngleAxisMust1: 	223.436 	AngleAxisMust0: 	223.436 	AngleWheelMust1: 	244.192 	AngleWheelMust0: 	202.681 	AngleAxisIs1: 	226.71 	AngleAxisIs0: 	236.43 	AngleWheelIs1: 	199.746 	AngleWheelIs0: 	253.674 	PositionError1: 	2.93555 	PositionError0: 	-9.48126 	CurrentMust0: 	-922 	CurrentIs0: 	-932 	CurrentMust1: 	-940 	CurrentIs1: 	-955 	
ArmModuleId: 	1 	Time: 	5461810 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3653733713 	time_after_control_loop: 	3653762223 	T_diff: 	28510 	AngleAxisMust1: 	211.296 	AngleAxisMust0: 	248.978 	AngleWheelMust1: 	244.256 	AngleWheelMust0: 	178.336 	AngleAxisIs1: 	213.48 	AngleAxisIs0: 	254.97 	AngleWheelIs1: 	177.657 	AngleWheelIs0: 	249.303 	PositionError1: 	0.679443 	PositionError0: 	-5.04561 	CurrentMust0: 	-462 	CurrentIs0: 	-451 	CurrentMust1: 	-154 	CurrentIs1: 	-169 	
ArmModuleId: 	0 	Time: 	5542895 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653814778 	time_after_control_loop: 	3653850036 	T_diff: 	35258 	AngleAxisMust1: 	223.011 	AngleAxisMust0: 	223.011 	AngleWheelMust1: 	243.564 	AngleWheelMust0: 	202.459 	AngleAxisIs1: 	226.62 	AngleAxisIs0: 	236.43 	AngleWheelIs1: 	199.656 	AngleWheelIs0: 	253.584 	PositionError1: 	2.80374 	PositionError0: 	-10.019 	CurrentMust0: 	-1666 	CurrentIs0: 	-1677 	CurrentMust1: 	-920 	CurrentIs1: 	-940 	
ArmModuleId: 	1 	Time: 	5603207 	P0: 	80 	P1: 	80 	I0: 	0.1 	I1: 	0.1 	D0: 	2 	D1: 	2 	time_before_control_loop: 	3653875098 	time_after_control_loop: 	3653900896 	T_diff: 	25798 	AngleAxisMust1: 	210.99 	AngleAxisMust0: 	248.303 	AngleWheelMust1: 	243.628 	AngleWheelMust0: 	178.353 	AngleAxisIs1: 	213.3 	AngleAxisIs0: 	254.25 	AngleWheelIs1: 	177.821 	AngleWheelIs0: 	248.779 	PositionError1: 	0.531677 	PositionError0: 	-5.15016 	CurrentMust0: 	-312 	CurrentIs0: 	-380 	CurrentMust1: 	-142 	CurrentIs1: 	-148 	
ArmModuleId: 	0 	Time: 	5688537 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3653960428 	time_after_control_loop: 	3653986377 	T_diff: 	25949 	AngleAxisMust1: 	222.581 	AngleAxisMust0: 	222.581 	AngleWheelMust1: 	242.928 	AngleWheelMust0: 	202.234 	AngleAxisIs1: 	226.53 	AngleAxisIs0: 	236.43 	AngleWheelIs1: 	199.566 	AngleWheelIs0: 	253.494 	PositionError1: 	2.66898 	PositionError0: 	-10.5652 	CurrentMust0: 	-1084 	CurrentIs0: 	-1094 	CurrentMust1: 	-900 	CurrentIs1: 	-889 	
