ArmModuleId: 	0 	Time: 	2571048 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	517733060 	time_after_control_loop: 	517801971 	T_diff: 	68911 	AngleAxisMust1: 	184.32 	AngleAxisMust0: 	195.21 	AngleWheelMust1: 	191.588 	AngleWheelMust0: 	177.052 	AngleAxisIs1: 	184.32 	AngleAxisIs0: 	195.21 	AngleWheelIs1: 	177.052 	AngleWheelIs0: 	191.588 	PositionError1: 	0.000335693 	PositionError0: 	-0.00135803 	CurrentMust0: 	0 	CurrentIs0: 	-3 	CurrentMust1: 	0 	CurrentIs1: 	-18 	
ArmModuleId: 	1 	Time: 	3420017 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	518582054 	time_after_control_loop: 	518614031 	T_diff: 	31977 	AngleAxisMust1: 	187.085 	AngleAxisMust0: 	170.156 	AngleWheelMust1: 	182.381 	AngleWheelMust0: 	191.788 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	170.46 	AngleWheelIs1: 	192.389 	AngleWheelIs0: 	183.271 	PositionError1: 	-0.599777 	PositionError0: 	-0.889954 	CurrentMust0: 	-62 	CurrentIs0: 	-24 	CurrentMust1: 	41 	CurrentIs1: 	39 	
ArmModuleId: 	0 	Time: 	3504971 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	518666982 	time_after_control_loop: 	518698495 	T_diff: 	31513 	AngleAxisMust1: 	182.157 	AngleAxisMust0: 	192.613 	AngleWheelMust1: 	188.184 	AngleWheelMust0: 	176.13 	AngleAxisIs1: 	183.33 	AngleAxisIs0: 	195.93 	AngleWheelIs1: 	175.718 	AngleWheelIs0: 	190.942 	PositionError1: 	0.412033 	PositionError0: 	-2.75682 	CurrentMust0: 	-330 	CurrentIs0: 	-334 	CurrentMust1: 	-53 	CurrentIs1: 	-40 	
ArmModuleId: 	1 	Time: 	3563257 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	518725343 	time_after_control_loop: 	518755972 	T_diff: 	30629 	AngleAxisMust1: 	186.824 	AngleAxisMust0: 	169.972 	AngleWheelMust1: 	182.032 	AngleWheelMust0: 	191.615 	AngleAxisIs1: 	187.92 	AngleAxisIs0: 	170.46 	AngleWheelIs1: 	192.479 	AngleWheelIs0: 	183.361 	PositionError1: 	-0.863052 	PositionError0: 	-1.32869 	CurrentMust0: 	-93 	CurrentIs0: 	-97 	CurrentMust1: 	60 	CurrentIs1: 	92 	
ArmModuleId: 	0 	Time: 	3651199 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	518813208 	time_after_control_loop: 	518840130 	T_diff: 	26922 	AngleAxisMust1: 	181.91 	AngleAxisMust0: 	192.317 	AngleWheelMust1: 	187.795 	AngleWheelMust0: 	176.025 	AngleAxisIs1: 	183.42 	AngleAxisIs0: 	195.84 	AngleWheelIs1: 	175.851 	AngleWheelIs0: 	190.989 	PositionError1: 	0.17363 	PositionError0: 	-3.19299 	CurrentMust0: 	-383 	CurrentIs0: 	-393 	CurrentMust1: 	-22 	CurrentIs1: 	-18 	
ArmModuleId: 	1 	Time: 	3704149 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	518866166 	time_after_control_loop: 	518893026 	T_diff: 	26860 	AngleAxisMust1: 	186.554 	AngleAxisMust0: 	169.783 	AngleWheelMust1: 	181.672 	AngleWheelMust0: 	191.436 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	170.28 	AngleWheelIs1: 	192.475 	AngleWheelIs0: 	183.185 	PositionError1: 	-1.03792 	PositionError0: 	-1.51263 	CurrentMust0: 	-105 	CurrentIs0: 	-142 	CurrentMust1: 	72 	CurrentIs1: 	106 	
ArmModuleId: 	0 	Time: 	3784634 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	518946648 	time_after_control_loop: 	518973774 	T_diff: 	27126 	AngleAxisMust1: 	181.657 	AngleAxisMust0: 	192.013 	AngleWheelMust1: 	187.397 	AngleWheelMust0: 	175.917 	AngleAxisIs1: 	183.42 	AngleAxisIs0: 	195.75 	AngleWheelIs1: 	175.894 	AngleWheelIs0: 	190.946 	PositionError1: 	0.0226593 	PositionError0: 	-3.5484 	CurrentMust0: 	-425 	CurrentIs0: 	-415 	CurrentMust1: 	-2 	CurrentIs1: 	-10 	
ArmModuleId: 	1 	Time: 	3845329 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519007385 	time_after_control_loop: 	519038691 	T_diff: 	31306 	AngleAxisMust1: 	186.278 	AngleAxisMust0: 	169.589 	AngleWheelMust1: 	181.303 	AngleWheelMust0: 	191.253 	AngleAxisIs1: 	187.92 	AngleAxisIs0: 	170.28 	AngleWheelIs1: 	192.565 	AngleWheelIs0: 	183.275 	PositionError1: 	-1.31108 	PositionError0: 	-1.97127 	CurrentMust0: 	-138 	CurrentIs0: 	-100 	CurrentMust1: 	91 	CurrentIs1: 	59 	
ArmModuleId: 	0 	Time: 	3930492 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519092501 	time_after_control_loop: 	519119335 	T_diff: 	26834 	AngleAxisMust1: 	181.371 	AngleAxisMust0: 	191.67 	AngleWheelMust1: 	186.948 	AngleWheelMust0: 	175.795 	AngleAxisIs1: 	183.42 	AngleAxisIs0: 	195.84 	AngleWheelIs1: 	175.851 	AngleWheelIs0: 	190.989 	PositionError1: 	-0.0559082 	PositionError0: 	-4.0401 	CurrentMust0: 	-484 	CurrentIs0: 	-504 	CurrentMust1: 	7 	CurrentIs1: 	-36 	
ArmModuleId: 	1 	Time: 	3985766 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519147805 	time_after_control_loop: 	519175016 	T_diff: 	27211 	AngleAxisMust1: 	185.968 	AngleAxisMust0: 	169.37 	AngleWheelMust1: 	180.888 	AngleWheelMust0: 	191.047 	AngleAxisIs1: 	187.92 	AngleAxisIs0: 	170.37 	AngleWheelIs1: 	192.522 	AngleWheelIs0: 	183.318 	PositionError1: 	-1.47427 	PositionError0: 	-2.42924 	CurrentMust0: 	-170 	CurrentIs0: 	-173 	CurrentMust1: 	103 	CurrentIs1: 	119 	
ArmModuleId: 	0 	Time: 	4066341 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519228353 	time_after_control_loop: 	519261024 	T_diff: 	32671 	AngleAxisMust1: 	181.092 	AngleAxisMust0: 	191.334 	AngleWheelMust1: 	186.507 	AngleWheelMust0: 	175.676 	AngleAxisIs1: 	183.33 	AngleAxisIs0: 	196.02 	AngleWheelIs1: 	175.675 	AngleWheelIs0: 	190.985 	PositionError1: 	0.000778198 	PositionError0: 	-4.4765 	CurrentMust0: 	-537 	CurrentIs0: 	-526 	CurrentMust1: 	0 	CurrentIs1: 	9 	
ArmModuleId: 	1 	Time: 	4129774 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519291818 	time_after_control_loop: 	519323229 	T_diff: 	31411 	AngleAxisMust1: 	185.663 	AngleAxisMust0: 	169.156 	AngleWheelMust1: 	180.481 	AngleWheelMust0: 	190.844 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	170.28 	AngleWheelIs1: 	192.475 	AngleWheelIs0: 	183.185 	PositionError1: 	-1.62971 	PositionError0: 	-2.70369 	CurrentMust0: 	-189 	CurrentIs0: 	-181 	CurrentMust1: 	114 	CurrentIs1: 	119 	
ArmModuleId: 	0 	Time: 	4224002 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519386021 	time_after_control_loop: 	519417332 	T_diff: 	31311 	AngleAxisMust1: 	180.759 	AngleAxisMust0: 	190.936 	AngleWheelMust1: 	185.985 	AngleWheelMust0: 	175.534 	AngleAxisIs1: 	183.42 	AngleAxisIs0: 	195.93 	AngleWheelIs1: 	175.808 	AngleWheelIs0: 	191.032 	PositionError1: 	-0.273804 	PositionError0: 	-5.04597 	CurrentMust0: 	-605 	CurrentIs0: 	-637 	CurrentMust1: 	35 	CurrentIs1: 	16 	
ArmModuleId: 	1 	Time: 	4286663 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519448718 	time_after_control_loop: 	519475748 	T_diff: 	27030 	AngleAxisMust1: 	185.301 	AngleAxisMust0: 	168.901 	AngleWheelMust1: 	179.998 	AngleWheelMust0: 	190.604 	AngleAxisIs1: 	187.92 	AngleAxisIs0: 	170.37 	AngleWheelIs1: 	192.522 	AngleWheelIs0: 	183.318 	PositionError1: 	-1.91682 	PositionError0: 	-3.31998 	CurrentMust0: 	-232 	CurrentIs0: 	-232 	CurrentMust1: 	134 	CurrentIs1: 	173 	
ArmModuleId: 	0 	Time: 	4367941 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519529950 	time_after_control_loop: 	519561924 	T_diff: 	31974 	AngleAxisMust1: 	180.42 	AngleAxisMust0: 	190.528 	AngleWheelMust1: 	185.45 	AngleWheelMust0: 	175.389 	AngleAxisIs1: 	183.33 	AngleAxisIs0: 	195.93 	AngleWheelIs1: 	175.718 	AngleWheelIs0: 	190.942 	PositionError1: 	-0.32872 	PositionError0: 	-5.49078 	CurrentMust0: 	-659 	CurrentIs0: 	-652 	CurrentMust1: 	42 	CurrentIs1: 	-4 	
ArmModuleId: 	1 	Time: 	4426213 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519588242 	time_after_control_loop: 	519615205 	T_diff: 	26963 	AngleAxisMust1: 	184.931 	AngleAxisMust0: 	168.641 	AngleWheelMust1: 	179.503 	AngleWheelMust0: 	190.358 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	170.46 	AngleWheelIs1: 	192.389 	AngleWheelIs0: 	183.271 	PositionError1: 	-2.0296 	PositionError0: 	-3.76768 	CurrentMust0: 	-263 	CurrentIs0: 	-262 	CurrentMust1: 	142 	CurrentIs1: 	112 	
ArmModuleId: 	0 	Time: 	4508322 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519670338 	time_after_control_loop: 	519702328 	T_diff: 	31990 	AngleAxisMust1: 	180.082 	AngleAxisMust0: 	190.122 	AngleWheelMust1: 	184.918 	AngleWheelMust0: 	175.245 	AngleAxisIs1: 	183.33 	AngleAxisIs0: 	195.93 	AngleWheelIs1: 	175.718 	AngleWheelIs0: 	190.942 	PositionError1: 	-0.472809 	PositionError0: 	-6.02254 	CurrentMust0: 	-722 	CurrentIs0: 	-718 	CurrentMust1: 	61 	CurrentIs1: 	18 	
ArmModuleId: 	1 	Time: 	4566474 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519728525 	time_after_control_loop: 	519759354 	T_diff: 	30829 	AngleAxisMust1: 	184.562 	AngleAxisMust0: 	168.382 	AngleWheelMust1: 	179.011 	AngleWheelMust0: 	190.114 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	170.28 	AngleWheelIs1: 	192.475 	AngleWheelIs0: 	183.185 	PositionError1: 	-2.36006 	PositionError0: 	-4.17358 	CurrentMust0: 	-292 	CurrentIs0: 	-306 	CurrentMust1: 	165 	CurrentIs1: 	166 	
ArmModuleId: 	0 	Time: 	4656221 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519818229 	time_after_control_loop: 	519846093 	T_diff: 	27864 	AngleAxisMust1: 	179.721 	AngleAxisMust0: 	189.689 	AngleWheelMust1: 	184.35 	AngleWheelMust0: 	175.091 	AngleAxisIs1: 	183.06 	AngleAxisIs0: 	195.93 	AngleWheelIs1: 	175.448 	AngleWheelIs0: 	190.672 	PositionError1: 	-0.356613 	PositionError0: 	-6.3203 	CurrentMust0: 	-758 	CurrentIs0: 	-741 	CurrentMust1: 	46 	CurrentIs1: 	83 	
ArmModuleId: 	1 	Time: 	4710444 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	519872489 	time_after_control_loop: 	519907461 	T_diff: 	34972 	AngleAxisMust1: 	184.169 	AngleAxisMust0: 	168.105 	AngleWheelMust1: 	178.486 	AngleWheelMust0: 	189.853 	AngleAxisIs1: 	187.92 	AngleAxisIs0: 	170.28 	AngleWheelIs1: 	192.565 	AngleWheelIs0: 	183.275 	PositionError1: 	-2.71097 	PositionError0: 	-4.78876 	CurrentMust0: 	-335 	CurrentIs0: 	-343 	CurrentMust1: 	189 	CurrentIs1: 	179 	
ArmModuleId: 	0 	Time: 	4798933 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	519960942 	time_after_control_loop: 	519992850 	T_diff: 	31908 	AngleAxisMust1: 	179.331 	AngleAxisMust0: 	189.221 	AngleWheelMust1: 	183.737 	AngleWheelMust0: 	174.925 	AngleAxisIs1: 	181.8 	AngleAxisIs0: 	196.02 	AngleWheelIs1: 	174.145 	AngleWheelIs0: 	189.455 	PositionError1: 	0.780319 	PositionError0: 	-5.71617 	CurrentMust0: 	-685 	CurrentIs0: 	-578 	CurrentMust1: 	-101 	CurrentIs1: 	-171 	
ArmModuleId: 	1 	Time: 	4856626 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	520018686 	time_after_control_loop: 	520046319 	T_diff: 	27633 	AngleAxisMust1: 	183.745 	AngleAxisMust0: 	167.807 	AngleWheelMust1: 	177.919 	AngleWheelMust0: 	189.571 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	170.19 	AngleWheelIs1: 	192.518 	AngleWheelIs0: 	183.142 	PositionError1: 	-2.94569 	PositionError0: 	-5.22273 	CurrentMust0: 	-365 	CurrentIs0: 	-365 	CurrentMust1: 	206 	CurrentIs1: 	206 	
ArmModuleId: 	0 	Time: 	4942842 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	520104977 	time_after_control_loop: 	520132036 	T_diff: 	27059 	AngleAxisMust1: 	178.949 	AngleAxisMust0: 	188.763 	AngleWheelMust1: 	183.136 	AngleWheelMust0: 	174.762 	AngleAxisIs1: 	179.64 	AngleAxisIs0: 	195.84 	AngleWheelIs1: 	172.071 	AngleWheelIs0: 	187.209 	PositionError1: 	2.6915 	PositionError0: 	-4.07115 	CurrentMust0: 	-487 	CurrentIs0: 	-689 	CurrentMust1: 	-350 	CurrentIs1: 	-462 	
ArmModuleId: 	1 	Time: 	4996172 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	520158212 	time_after_control_loop: 	520185197 	T_diff: 	26985 	AngleAxisMust1: 	183.329 	AngleAxisMust0: 	167.514 	AngleWheelMust1: 	177.363 	AngleWheelMust0: 	189.295 	AngleAxisIs1: 	187.74 	AngleAxisIs0: 	170.28 	AngleWheelIs1: 	192.385 	AngleWheelIs0: 	183.095 	PositionError1: 	-3.0889 	PositionError0: 	-5.73164 	CurrentMust0: 	-401 	CurrentIs0: 	-409 	CurrentMust1: 	216 	CurrentIs1: 	220 	
ArmModuleId: 	0 	Time: 	5076306 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	520238315 	time_after_control_loop: 	520266828 	T_diff: 	28513 	AngleAxisMust1: 	178.556 	AngleAxisMust0: 	188.29 	AngleWheelMust1: 	182.517 	AngleWheelMust0: 	174.594 	AngleAxisIs1: 	177.21 	AngleAxisIs0: 	195.66 	AngleWheelIs1: 	169.727 	AngleWheelIs0: 	184.693 	PositionError1: 	4.86768 	PositionError0: 	-2.17453 	CurrentMust0: 	-260 	CurrentIs0: 	-330 	CurrentMust1: 	-633 	CurrentIs1: 	-511 	
ArmModuleId: 	1 	Time: 	5131097 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	520293160 	time_after_control_loop: 	520319929 	T_diff: 	26769 	AngleAxisMust1: 	182.9 	AngleAxisMust0: 	167.212 	AngleWheelMust1: 	176.79 	AngleWheelMust0: 	189.01 	AngleAxisIs1: 	187.92 	AngleAxisIs0: 	170.37 	AngleWheelIs1: 	192.522 	AngleWheelIs0: 	183.318 	PositionError1: 	-3.51059 	PositionError0: 	-6.52762 	CurrentMust0: 	-457 	CurrentIs0: 	-455 	CurrentMust1: 	245 	CurrentIs1: 	246 	
ArmModuleId: 	0 	Time: 	5211580 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	520373588 	time_after_control_loop: 	520400523 	T_diff: 	26935 	AngleAxisMust1: 	178.157 	AngleAxisMust0: 	187.811 	AngleWheelMust1: 	181.889 	AngleWheelMust0: 	174.424 	AngleAxisIs1: 	175.5 	AngleAxisIs0: 	195.84 	AngleWheelIs1: 	167.931 	AngleWheelIs0: 	183.069 	PositionError1: 	6.49364 	PositionError0: 	-1.17812 	CurrentMust0: 	-141 	CurrentIs0: 	-164 	CurrentMust1: 	-844 	CurrentIs1: 	-853 	
ArmModuleId: 	1 	Time: 	5264400 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	520426428 	time_after_control_loop: 	520454317 	T_diff: 	27889 	AngleAxisMust1: 	182.465 	AngleAxisMust0: 	166.907 	AngleWheelMust1: 	176.209 	AngleWheelMust0: 	188.722 	AngleAxisIs1: 	187.47 	AngleAxisIs0: 	169.65 	AngleWheelIs1: 	192.416 	AngleWheelIs0: 	182.524 	PositionError1: 	-3.69307 	PositionError0: 	-6.31409 	CurrentMust0: 	-441 	CurrentIs0: 	-556 	CurrentMust1: 	258 	CurrentIs1: 	254 	
ArmModuleId: 	0 	Time: 	5350448 	P0: 	120 	P1: 	130 	I0: 	0 	I1: 	0 	D0: 	50 	D1: 	50 	time_before_control_loop: 	520512459 	time_after_control_loop: 	520540006 	T_diff: 	27547 	AngleAxisMust1: 	177.742 	AngleAxisMust0: 	187.314 	AngleWheelMust1: 	181.237 	AngleWheelMust0: 	174.248 	AngleAxisIs1: 	175.41 	AngleAxisIs0: 	195.93 	AngleWheelIs1: 	167.798 	AngleWheelIs0: 	183.022 	PositionError1: 	6.44994 	PositionError0: 	-1.78323 	CurrentMust0: 	-214 	CurrentIs0: 	-216 	CurrentMust1: 	-838 	CurrentIs1: 	-831 	
ArmModuleId: 	1 	Time: 	5407552 	P0: 	70 	P1: 	70 	I0: 	0 	I1: 	0 	D0: 	30 	D1: 	30 	time_before_control_loop: 	520569600 	time_after_control_loop: 	520596325 	T_diff: 	26725 	AngleAxisMust1: 	182.014 	AngleAxisMust0: 	166.589 	AngleWheelMust1: 	175.606 	AngleWheelMust0: 	188.422 	AngleAxisIs1: 	186.48 	AngleAxisIs0: 	167.58 	AngleWheelIs1: 	192.415 	AngleWheelIs0: 	180.545 	PositionError1: 	-3.99191 	PositionError0: 	-4.93826 	CurrentMust0: 	-345 	CurrentIs0: 	53 	CurrentMust1: 	279 	CurrentIs1: 	280 	
