ArmModuleId: 	0 	Time: 	2765396 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	383699628 	time_after_control_loop: 	383773654 	T_diff: 	74026 	AngleAxisMust1: 	176.58 	AngleAxisMust0: 	176.22 	AngleWheelMust1: 	174.774 	AngleWheelMust0: 	178.386 	AngleAxisIs1: 	176.67 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	178.519 	AngleWheelIs0: 	174.821 	PositionError1: 	-0.132828 	PositionError0: 	-0.0464325 	CurrentMust0: 	-39 	CurrentIs0: 	-47 	CurrentMust1: 	111 	CurrentIs1: 	99 	
ArmModuleId: 	1 	Time: 	3684806 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	384619022 	time_after_control_loop: 	384651649 	T_diff: 	32627 	AngleAxisMust1: 	182.523 	AngleAxisMust0: 	186.396 	AngleWheelMust1: 	185.579 	AngleWheelMust0: 	179.466 	AngleAxisIs1: 	184.59 	AngleAxisIs0: 	195.3 	AngleWheelIs1: 	177.279 	AngleWheelIs0: 	191.901 	PositionError1: 	2.18695 	PositionError0: 	-6.32248 	CurrentMust0: 	-546 	CurrentIs0: 	-380 	CurrentMust1: 	-357 	CurrentIs1: 	-361 	
ArmModuleId: 	0 	Time: 	3771192 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	384705411 	time_after_control_loop: 	384732410 	T_diff: 	26999 	AngleAxisMust1: 	179.174 	AngleAxisMust0: 	178.831 	AngleWheelMust1: 	178.615 	AngleWheelMust0: 	179.732 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.85 	AngleWheelIs1: 	176.555 	AngleWheelIs0: 	173.545 	PositionError1: 	3.17662 	PositionError0: 	5.06923 	CurrentMust0: 	1260 	CurrentIs0: 	1245 	CurrentMust1: 	-976 	CurrentIs1: 	-970 	
ArmModuleId: 	1 	Time: 	3826953 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	384761218 	time_after_control_loop: 	384790722 	T_diff: 	29504 	AngleAxisMust1: 	182.77 	AngleAxisMust0: 	186.623 	AngleWheelMust1: 	185.935 	AngleWheelMust0: 	179.605 	AngleAxisIs1: 	182.34 	AngleAxisIs0: 	190.53 	AngleWheelIs1: 	177.308 	AngleWheelIs0: 	187.372 	PositionError1: 	2.2964 	PositionError0: 	-1.43747 	CurrentMust0: 	-265 	CurrentIs0: 	-9 	CurrentMust1: 	-383 	CurrentIs1: 	-387 	
ArmModuleId: 	0 	Time: 	3910823 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	384845047 	time_after_control_loop: 	384887726 	T_diff: 	42679 	AngleAxisMust1: 	179.444 	AngleAxisMust0: 	179.103 	AngleWheelMust1: 	179.016 	AngleWheelMust0: 	179.872 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.512 	AngleWheelIs0: 	173.588 	PositionError1: 	3.36 	PositionError0: 	5.42685 	CurrentMust0: 	1314 	CurrentIs0: 	1304 	CurrentMust1: 	-1004 	CurrentIs1: 	-1007 	
ArmModuleId: 	1 	Time: 	3981980 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	384916234 	time_after_control_loop: 	384943538 	T_diff: 	27304 	AngleAxisMust1: 	183.021 	AngleAxisMust0: 	186.854 	AngleWheelMust1: 	186.296 	AngleWheelMust0: 	179.746 	AngleAxisIs1: 	180.99 	AngleAxisIs0: 	187.83 	AngleWheelIs1: 	177.249 	AngleWheelIs0: 	184.731 	PositionError1: 	2.49731 	PositionError0: 	1.56436 	CurrentMust0: 	-23 	CurrentIs0: 	18 	CurrentMust1: 	-399 	CurrentIs1: 	-420 	
ArmModuleId: 	0 	Time: 	4069780 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385004002 	time_after_control_loop: 	385030137 	T_diff: 	26135 	AngleAxisMust1: 	179.764 	AngleAxisMust0: 	179.426 	AngleWheelMust1: 	179.49 	AngleWheelMust0: 	180.039 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	177.03 	AngleWheelIs1: 	176.469 	AngleWheelIs0: 	173.631 	PositionError1: 	3.56924 	PositionError0: 	5.85828 	CurrentMust0: 	1378 	CurrentIs0: 	1378 	CurrentMust1: 	-1035 	CurrentIs1: 	-1029 	
ArmModuleId: 	1 	Time: 	4122995 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385057229 	time_after_control_loop: 	385089547 	T_diff: 	32318 	AngleAxisMust1: 	183.319 	AngleAxisMust0: 	187.128 	AngleWheelMust1: 	186.725 	AngleWheelMust0: 	179.913 	AngleAxisIs1: 	180.99 	AngleAxisIs0: 	187.47 	AngleWheelIs1: 	177.421 	AngleWheelIs0: 	184.559 	PositionError1: 	2.49229 	PositionError0: 	2.16452 	CurrentMust0: 	76 	CurrentIs0: 	78 	CurrentMust1: 	-399 	CurrentIs1: 	-394 	
ArmModuleId: 	0 	Time: 	4206286 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385140504 	time_after_control_loop: 	385171616 	T_diff: 	31112 	AngleAxisMust1: 	180.057 	AngleAxisMust0: 	179.72 	AngleWheelMust1: 	179.923 	AngleWheelMust0: 	180.19 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	177.03 	AngleWheelIs1: 	176.469 	AngleWheelIs0: 	173.631 	PositionError1: 	3.72089 	PositionError0: 	6.29097 	CurrentMust0: 	1443 	CurrentIs0: 	1459 	CurrentMust1: 	-1058 	CurrentIs1: 	-1066 	
ArmModuleId: 	1 	Time: 	4264145 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385198382 	time_after_control_loop: 	385224280 	T_diff: 	25898 	AngleAxisMust1: 	183.591 	AngleAxisMust0: 	187.377 	AngleWheelMust1: 	187.116 	AngleWheelMust0: 	180.066 	AngleAxisIs1: 	180.9 	AngleAxisIs0: 	187.47 	AngleWheelIs1: 	177.331 	AngleWheelIs0: 	184.469 	PositionError1: 	2.7347 	PositionError0: 	2.64529 	CurrentMust0: 	183 	CurrentIs0: 	182 	CurrentMust1: 	-418 	CurrentIs1: 	-420 	
ArmModuleId: 	0 	Time: 	4349975 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385284200 	time_after_control_loop: 	385311999 	T_diff: 	27799 	AngleAxisMust1: 	180.36 	AngleAxisMust0: 	180.025 	AngleWheelMust1: 	180.372 	AngleWheelMust0: 	180.348 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.512 	AngleWheelIs0: 	173.588 	PositionError1: 	3.83508 	PositionError0: 	6.78279 	CurrentMust0: 	1517 	CurrentIs0: 	1518 	CurrentMust1: 	-1075 	CurrentIs1: 	-1066 	
ArmModuleId: 	1 	Time: 	4403897 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385338155 	time_after_control_loop: 	385372059 	T_diff: 	33904 	AngleAxisMust1: 	183.872 	AngleAxisMust0: 	187.636 	AngleWheelMust1: 	187.521 	AngleWheelMust0: 	180.224 	AngleAxisIs1: 	180.9 	AngleAxisIs0: 	187.47 	AngleWheelIs1: 	177.331 	AngleWheelIs0: 	184.469 	PositionError1: 	2.89268 	PositionError0: 	3.05038 	CurrentMust0: 	295 	CurrentIs0: 	299 	CurrentMust1: 	-431 	CurrentIs1: 	-420 	
ArmModuleId: 	0 	Time: 	4506547 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385440782 	time_after_control_loop: 	385470947 	T_diff: 	30165 	AngleAxisMust1: 	180.732 	AngleAxisMust0: 	180.4 	AngleWheelMust1: 	180.923 	AngleWheelMust0: 	180.541 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.512 	AngleWheelIs0: 	173.588 	PositionError1: 	4.02837 	PositionError0: 	7.33435 	CurrentMust0: 	1600 	CurrentIs0: 	1614 	CurrentMust1: 	-1104 	CurrentIs1: 	-1103 	
ArmModuleId: 	1 	Time: 	4565276 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385499526 	time_after_control_loop: 	385534519 	T_diff: 	34993 	AngleAxisMust1: 	184.218 	AngleAxisMust0: 	187.953 	AngleWheelMust1: 	188.019 	AngleWheelMust0: 	180.418 	AngleAxisIs1: 	181.26 	AngleAxisIs0: 	187.92 	AngleWheelIs1: 	177.476 	AngleWheelIs0: 	185.044 	PositionError1: 	2.94191 	PositionError0: 	2.97333 	CurrentMust0: 	386 	CurrentIs0: 	431 	CurrentMust1: 	-435 	CurrentIs1: 	-414 	
ArmModuleId: 	0 	Time: 	4653885 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385588100 	time_after_control_loop: 	385613925 	T_diff: 	25825 	AngleAxisMust1: 	181.11 	AngleAxisMust0: 	180.781 	AngleWheelMust1: 	181.483 	AngleWheelMust0: 	180.737 	AngleAxisIs1: 	174.96 	AngleAxisIs0: 	177.03 	AngleWheelIs1: 	176.379 	AngleWheelIs0: 	173.541 	PositionError1: 	4.35751 	PositionError0: 	7.94109 	CurrentMust0: 	1691 	CurrentIs0: 	1717 	CurrentMust1: 	-1153 	CurrentIs1: 	-1162 	
ArmModuleId: 	1 	Time: 	4705462 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385639690 	time_after_control_loop: 	385672995 	T_diff: 	33305 	AngleAxisMust1: 	184.57 	AngleAxisMust0: 	188.276 	AngleWheelMust1: 	188.524 	AngleWheelMust0: 	180.615 	AngleAxisIs1: 	182.07 	AngleAxisIs0: 	190.08 	AngleWheelIs1: 	177.253 	AngleWheelIs0: 	186.887 	PositionError1: 	3.36107 	PositionError0: 	1.63644 	CurrentMust0: 	330 	CurrentIs0: 	298 	CurrentMust1: 	-468 	CurrentIs1: 	-468 	
ArmModuleId: 	0 	Time: 	4793096 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385727318 	time_after_control_loop: 	385756799 	T_diff: 	29481 	AngleAxisMust1: 	181.475 	AngleAxisMust0: 	181.148 	AngleWheelMust1: 	182.023 	AngleWheelMust0: 	180.926 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.85 	AngleWheelIs1: 	176.555 	AngleWheelIs0: 	173.545 	PositionError1: 	4.37079 	PositionError0: 	8.47731 	CurrentMust0: 	1771 	CurrentIs0: 	1769 	CurrentMust1: 	-1155 	CurrentIs1: 	-1169 	
ArmModuleId: 	1 	Time: 	4855229 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385789502 	time_after_control_loop: 	385817569 	T_diff: 	28067 	AngleAxisMust1: 	184.908 	AngleAxisMust0: 	188.587 	AngleWheelMust1: 	189.012 	AngleWheelMust0: 	180.805 	AngleAxisIs1: 	184.68 	AngleAxisIs0: 	194.76 	AngleWheelIs1: 	177.627 	AngleWheelIs0: 	191.733 	PositionError1: 	3.17758 	PositionError0: 	-2.72197 	CurrentMust0: 	-34 	CurrentIs0: 	-193 	CurrentMust1: 	-454 	CurrentIs1: 	-448 	
ArmModuleId: 	0 	Time: 	4940368 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	385874591 	time_after_control_loop: 	385900949 	T_diff: 	26358 	AngleAxisMust1: 	181.857 	AngleAxisMust0: 	181.533 	AngleWheelMust1: 	182.59 	AngleWheelMust0: 	181.125 	AngleAxisIs1: 	175.23 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.692 	AngleWheelIs0: 	173.768 	PositionError1: 	4.43225 	PositionError0: 	8.82071 	CurrentMust0: 	1823 	CurrentIs0: 	1828 	CurrentMust1: 	-1164 	CurrentIs1: 	-1176 	
ArmModuleId: 	1 	Time: 	4992107 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	385926342 	time_after_control_loop: 	385952820 	T_diff: 	26478 	AngleAxisMust1: 	185.264 	AngleAxisMust0: 	188.914 	AngleWheelMust1: 	189.523 	AngleWheelMust0: 	181.005 	AngleAxisIs1: 	186.48 	AngleAxisIs0: 	199.35 	AngleWheelIs1: 	177.234 	AngleWheelIs0: 	195.726 	PositionError1: 	3.77019 	PositionError0: 	-6.20406 	CurrentMust0: 	-434 	CurrentIs0: 	-430 	CurrentMust1: 	-501 	CurrentIs1: 	-507 	
ArmModuleId: 	0 	Time: 	5077724 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	386011959 	time_after_control_loop: 	386037944 	T_diff: 	25985 	AngleAxisMust1: 	182.248 	AngleAxisMust0: 	181.926 	AngleWheelMust1: 	183.168 	AngleWheelMust0: 	181.328 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.512 	AngleWheelIs0: 	173.588 	PositionError1: 	4.815 	PositionError0: 	9.57938 	CurrentMust0: 	1936 	CurrentIs0: 	1932 	CurrentMust1: 	-1222 	CurrentIs1: 	-1221 	
ArmModuleId: 	1 	Time: 	5140608 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	386074844 	time_after_control_loop: 	386101375 	T_diff: 	26531 	AngleAxisMust1: 	185.627 	AngleAxisMust0: 	189.247 	AngleWheelMust1: 	190.046 	AngleWheelMust0: 	181.208 	AngleAxisIs1: 	185.04 	AngleAxisIs0: 	196.38 	AngleWheelIs1: 	177.213 	AngleWheelIs0: 	192.867 	PositionError1: 	3.99484 	PositionError0: 	-2.82233 	CurrentMust0: 	-298 	CurrentIs0: 	-114 	CurrentMust1: 	-519 	CurrentIs1: 	-521 	
ArmModuleId: 	0 	Time: 	5225999 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	386160219 	time_after_control_loop: 	386190189 	T_diff: 	29970 	AngleAxisMust1: 	182.672 	AngleAxisMust0: 	182.353 	AngleWheelMust1: 	183.796 	AngleWheelMust0: 	181.547 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.512 	AngleWheelIs0: 	173.588 	PositionError1: 	5.03484 	PositionError0: 	10.2067 	CurrentMust0: 	2031 	CurrentIs0: 	2034 	CurrentMust1: 	-1255 	CurrentIs1: 	-1258 	
ArmModuleId: 	1 	Time: 	5290765 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	386225042 	time_after_control_loop: 	386274595 	T_diff: 	49553 	AngleAxisMust1: 	186.021 	AngleAxisMust0: 	189.609 	AngleWheelMust1: 	190.612 	AngleWheelMust0: 	181.429 	AngleAxisIs1: 	183.6 	AngleAxisIs0: 	193.68 	AngleWheelIs1: 	177.063 	AngleWheelIs0: 	190.137 	PositionError1: 	4.36551 	PositionError0: 	0.474106 	CurrentMust0: 	-69 	CurrentIs0: 	-78 	CurrentMust1: 	-549 	CurrentIs1: 	-555 	
ArmModuleId: 	0 	Time: 	5399257 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	386333491 	time_after_control_loop: 	386368145 	T_diff: 	34654 	AngleAxisMust1: 	183.21 	AngleAxisMust0: 	182.895 	AngleWheelMust1: 	184.593 	AngleWheelMust0: 	181.827 	AngleAxisIs1: 	175.05 	AngleAxisIs0: 	177.03 	AngleWheelIs1: 	176.469 	AngleWheelIs0: 	173.631 	PositionError1: 	5.35719 	PositionError0: 	10.961 	CurrentMust0: 	2144 	CurrentIs0: 	2145 	CurrentMust1: 	-1303 	CurrentIs1: 	-1302 	
ArmModuleId: 	1 	Time: 	5461494 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	386395749 	time_after_control_loop: 	386423283 	T_diff: 	27534 	AngleAxisMust1: 	186.521 	AngleAxisMust0: 	190.068 	AngleWheelMust1: 	191.332 	AngleWheelMust0: 	181.71 	AngleAxisIs1: 	183.69 	AngleAxisIs0: 	193.23 	AngleWheelIs1: 	177.368 	AngleWheelIs0: 	190.012 	PositionError1: 	4.34119 	PositionError0: 	1.31886 	CurrentMust0: 	28 	CurrentIs0: 	19 	CurrentMust1: 	-547 	CurrentIs1: 	-547 	
ArmModuleId: 	0 	Time: 	5559272 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	386493504 	time_after_control_loop: 	386521700 	T_diff: 	28196 	AngleAxisMust1: 	183.669 	AngleAxisMust0: 	183.357 	AngleWheelMust1: 	185.273 	AngleWheelMust0: 	182.065 	AngleAxisIs1: 	175.14 	AngleAxisIs0: 	177.12 	AngleWheelIs1: 	176.516 	AngleWheelIs0: 	173.764 	PositionError1: 	5.54849 	PositionError0: 	11.5081 	CurrentMust0: 	2226 	CurrentIs0: 	2219 	CurrentMust1: 	-1332 	CurrentIs1: 	-1339 	
ArmModuleId: 	1 	Time: 	5613803 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	386548057 	time_after_control_loop: 	386579372 	T_diff: 	31315 	AngleAxisMust1: 	186.948 	AngleAxisMust0: 	190.46 	AngleWheelMust1: 	191.946 	AngleWheelMust0: 	181.949 	AngleAxisIs1: 	183.69 	AngleAxisIs0: 	193.14 	AngleWheelIs1: 	177.411 	AngleWheelIs0: 	189.969 	PositionError1: 	4.5376 	PositionError0: 	1.97574 	CurrentMust0: 	131 	CurrentIs0: 	115 	CurrentMust1: 	-563 	CurrentIs1: 	-568 	
ArmModuleId: 	0 	Time: 	5713100 	P0: 	150 	P1: 	150 	I0: 	0.5 	I1: 	0.5 	D0: 	10 	D1: 	10 	time_before_control_loop: 	386647333 	time_after_control_loop: 	386683150 	T_diff: 	35817 	AngleAxisMust1: 	184.214 	AngleAxisMust0: 	183.905 	AngleWheelMust1: 	186.08 	AngleWheelMust0: 	182.348 	AngleAxisIs1: 	175.14 	AngleAxisIs0: 	176.94 	AngleWheelIs1: 	176.602 	AngleWheelIs0: 	173.678 	PositionError1: 	5.74498 	PositionError0: 	12.4004 	CurrentMust0: 	2360 	CurrentIs0: 	2381 	CurrentMust1: 	-1361 	CurrentIs1: 	-1383 	
ArmModuleId: 	1 	Time: 	5775907 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	3 	D1: 	3 	time_before_control_loop: 	386710162 	time_after_control_loop: 	386743394 	T_diff: 	33232 	AngleAxisMust1: 	187.454 	AngleAxisMust0: 	190.925 	AngleWheelMust1: 	192.674 	AngleWheelMust0: 	182.233 	AngleAxisIs1: 	183.69 	AngleAxisIs0: 	193.32 	AngleWheelIs1: 	177.325 	AngleWheelIs0: 	190.055 	PositionError1: 	4.90753 	PositionError0: 	2.61772 	CurrentMust0: 	256 	CurrentIs0: 	247 	CurrentMust1: 	-592 	CurrentIs1: 	-588 	
