ArmModuleId: 	0 	Time: 	2763469 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2670115229 	time_after_control_loop: 	2670205051 	T_diff: 	89822 	AngleAxisMust1: 	123.66 	AngleAxisMust0: 	140.13 	AngleWheelMust1: 	104.609 	AngleWheelMust0: 	142.711 	AngleAxisIs1: 	123.84 	AngleAxisIs0: 	140.22 	AngleWheelIs1: 	142.848 	AngleWheelIs0: 	104.832 	PositionError1: 	-0.132965 	PositionError0: 	-0.214806 	CurrentMust0: 	-42 	CurrentIs0: 	-64 	CurrentMust1: 	33 	CurrentIs1: 	27 	
ArmModuleId: 	1 	Time: 	3673423 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671025213 	time_after_control_loop: 	2671061863 	T_diff: 	36650 	AngleAxisMust1: 	130.489 	AngleAxisMust0: 	106.81 	AngleWheelMust1: 	95.5164 	AngleWheelMust0: 	165.462 	AngleAxisIs1: 	129.69 	AngleAxisIs0: 	104.13 	AngleWheelIs1: 	165.943 	AngleWheelIs0: 	93.4369 	PositionError1: 	-0.481644 	PositionError0: 	2.07872 	CurrentMust0: 	311 	CurrentIs0: 	882 	CurrentMust1: 	144 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	3767814 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671119576 	time_after_control_loop: 	2671170361 	T_diff: 	50785 	AngleAxisMust1: 	126.388 	AngleAxisMust0: 	142.061 	AngleWheelMust1: 	108.259 	AngleWheelMust0: 	144.517 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.07 	AngleWheelIs1: 	137.173 	AngleWheelIs0: 	104.747 	PositionError1: 	7.34352 	PositionError0: 	3.51145 	CurrentMust0: 	702 	CurrentIs0: 	689 	CurrentMust1: 	-1835 	CurrentIs1: 	-1818 	
ArmModuleId: 	1 	Time: 	3850982 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671202802 	time_after_control_loop: 	2671233446 	T_diff: 	30644 	AngleAxisMust1: 	130.756 	AngleAxisMust0: 	107.204 	AngleWheelMust1: 	95.9716 	AngleWheelMust0: 	165.54 	AngleAxisIs1: 	126.99 	AngleAxisIs0: 	101.7 	AngleWheelIs1: 	164.404 	AngleWheelIs0: 	89.5757 	PositionError1: 	1.13557 	PositionError0: 	6.39515 	CurrentMust0: 	959 	CurrentIs0: 	1373 	CurrentMust1: 	-340 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	3950178 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671301940 	time_after_control_loop: 	2671337382 	T_diff: 	35442 	AngleAxisMust1: 	126.745 	AngleAxisMust0: 	142.313 	AngleWheelMust1: 	108.737 	AngleWheelMust0: 	144.753 	AngleAxisIs1: 	120.87 	AngleAxisIs0: 	145.53 	AngleWheelIs1: 	137.341 	AngleWheelIs0: 	104.399 	PositionError1: 	7.41161 	PositionError0: 	4.33688 	CurrentMust0: 	867 	CurrentIs0: 	866 	CurrentMust1: 	-1852 	CurrentIs1: 	-1877 	
ArmModuleId: 	1 	Time: 	4014961 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671366738 	time_after_control_loop: 	2671393766 	T_diff: 	27028 	AngleAxisMust1: 	131.084 	AngleAxisMust0: 	107.689 	AngleWheelMust1: 	96.5308 	AngleWheelMust0: 	165.636 	AngleAxisIs1: 	130.41 	AngleAxisIs0: 	107.01 	AngleWheelIs1: 	165.287 	AngleWheelIs0: 	95.533 	PositionError1: 	0.34903 	PositionError0: 	0.996773 	CurrentMust0: 	149 	CurrentIs0: 	215 	CurrentMust1: 	-104 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4110588 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671462349 	time_after_control_loop: 	2671496261 	T_diff: 	33912 	AngleAxisMust1: 	127.097 	AngleAxisMust0: 	142.562 	AngleWheelMust1: 	109.208 	AngleWheelMust0: 	144.986 	AngleAxisIs1: 	120.87 	AngleAxisIs0: 	145.89 	AngleWheelIs1: 	137.169 	AngleWheelIs0: 	104.571 	PositionError1: 	7.81659 	PositionError0: 	4.63585 	CurrentMust0: 	927 	CurrentIs0: 	918 	CurrentMust1: 	-1954 	CurrentIs1: 	-1951 	
ArmModuleId: 	1 	Time: 	4178781 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671530611 	time_after_control_loop: 	2671563211 	T_diff: 	32600 	AngleAxisMust1: 	131.407 	AngleAxisMust0: 	108.167 	AngleWheelMust1: 	97.0826 	AngleWheelMust0: 	165.731 	AngleAxisIs1: 	135.72 	AngleAxisIs0: 	119.52 	AngleWheelIs1: 	164.619 	AngleWheelIs0: 	106.821 	PositionError1: 	1.11169 	PositionError0: 	-9.73911 	CurrentMust0: 	-1460 	CurrentIs0: 	-1301 	CurrentMust1: 	-333 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4265960 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671617721 	time_after_control_loop: 	2671662175 	T_diff: 	44454 	AngleAxisMust1: 	127.462 	AngleAxisMust0: 	142.821 	AngleWheelMust1: 	109.697 	AngleWheelMust0: 	145.228 	AngleAxisIs1: 	121.05 	AngleAxisIs0: 	145.53 	AngleWheelIs1: 	137.521 	AngleWheelIs0: 	104.579 	PositionError1: 	7.70631 	PositionError0: 	5.11665 	CurrentMust0: 	1023 	CurrentIs0: 	1036 	CurrentMust1: 	-1926 	CurrentIs1: 	-1937 	
ArmModuleId: 	1 	Time: 	4341035 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671692834 	time_after_control_loop: 	2671723202 	T_diff: 	30368 	AngleAxisMust1: 	131.742 	AngleAxisMust0: 	108.663 	AngleWheelMust1: 	97.6551 	AngleWheelMust0: 	165.83 	AngleAxisIs1: 	133.65 	AngleAxisIs0: 	114.48 	AngleWheelIs1: 	164.958 	AngleWheelIs0: 	102.342 	PositionError1: 	0.871933 	PositionError0: 	-4.68832 	CurrentMust0: 	-703 	CurrentIs0: 	-688 	CurrentMust1: 	-261 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4450145 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671801910 	time_after_control_loop: 	2671829839 	T_diff: 	27929 	AngleAxisMust1: 	127.899 	AngleAxisMust0: 	143.13 	AngleWheelMust1: 	110.282 	AngleWheelMust0: 	145.517 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	145.71 	AngleWheelIs1: 	137.345 	AngleWheelIs0: 	104.575 	PositionError1: 	8.17175 	PositionError0: 	5.70579 	CurrentMust0: 	1141 	CurrentIs0: 	1139 	CurrentMust1: 	-2042 	CurrentIs1: 	-2025 	
ArmModuleId: 	1 	Time: 	4513173 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671865006 	time_after_control_loop: 	2671904952 	T_diff: 	39946 	AngleAxisMust1: 	132.144 	AngleAxisMust0: 	109.256 	AngleWheelMust1: 	98.3405 	AngleWheelMust0: 	165.948 	AngleAxisIs1: 	127.08 	AngleAxisIs0: 	99.54 	AngleWheelIs1: 	165.526 	AngleWheelIs0: 	88.6336 	PositionError1: 	0.421051 	PositionError0: 	9.70574 	CurrentMust0: 	1455 	CurrentIs0: 	1593 	CurrentMust1: 	-126 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4615463 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2671967225 	time_after_control_loop: 	2671998797 	T_diff: 	31572 	AngleAxisMust1: 	128.321 	AngleAxisMust0: 	143.428 	AngleWheelMust1: 	110.846 	AngleWheelMust0: 	145.796 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.07 	AngleWheelIs1: 	137.173 	AngleWheelIs0: 	104.747 	PositionError1: 	8.62253 	PositionError0: 	6.09734 	CurrentMust0: 	1219 	CurrentIs0: 	1220 	CurrentMust1: 	-2155 	CurrentIs1: 	-2143 	
ArmModuleId: 	1 	Time: 	4673741 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672025526 	time_after_control_loop: 	2672065179 	T_diff: 	39653 	AngleAxisMust1: 	132.531 	AngleAxisMust0: 	109.828 	AngleWheelMust1: 	99.0007 	AngleWheelMust0: 	166.061 	AngleAxisIs1: 	127.26 	AngleAxisIs0: 	100.08 	AngleWheelIs1: 	165.448 	AngleWheelIs0: 	89.0716 	PositionError1: 	0.612671 	PositionError0: 	9.92786 	CurrentMust0: 	1489 	CurrentIs0: 	175 	CurrentMust1: 	-183 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4772249 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672124009 	time_after_control_loop: 	2672155483 	T_diff: 	31474 	AngleAxisMust1: 	128.761 	AngleAxisMust0: 	143.74 	AngleWheelMust1: 	111.435 	AngleWheelMust0: 	146.087 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.34 	AngleWheelIs1: 	137.044 	AngleWheelIs0: 	104.876 	PositionError1: 	9.04301 	PositionError0: 	6.55763 	CurrentMust0: 	1311 	CurrentIs0: 	1324 	CurrentMust1: 	-2260 	CurrentIs1: 	-2269 	
ArmModuleId: 	1 	Time: 	4830359 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672182174 	time_after_control_loop: 	2672213486 	T_diff: 	31312 	AngleAxisMust1: 	132.936 	AngleAxisMust0: 	110.426 	AngleWheelMust1: 	99.6911 	AngleWheelMust0: 	166.18 	AngleAxisIs1: 	133.38 	AngleAxisIs0: 	115.2 	AngleWheelIs1: 	164.344 	AngleWheelIs0: 	102.416 	PositionError1: 	1.83627 	PositionError0: 	-2.72671 	CurrentMust0: 	-409 	CurrentIs0: 	-1113 	CurrentMust1: 	-550 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	4920282 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672272024 	time_after_control_loop: 	2672297975 	T_diff: 	25951 	AngleAxisMust1: 	129.168 	AngleAxisMust0: 	144.028 	AngleWheelMust1: 	111.98 	AngleWheelMust0: 	146.357 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.61 	AngleWheelIs1: 	136.915 	AngleWheelIs0: 	105.005 	PositionError1: 	9.44147 	PositionError0: 	6.9734 	CurrentMust0: 	1394 	CurrentIs0: 	1405 	CurrentMust1: 	-2360 	CurrentIs1: 	-2357 	
ArmModuleId: 	1 	Time: 	4974863 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672326623 	time_after_control_loop: 	2672357561 	T_diff: 	30938 	AngleAxisMust1: 	133.31 	AngleAxisMust0: 	110.979 	AngleWheelMust1: 	100.329 	AngleWheelMust0: 	166.29 	AngleAxisIs1: 	137.97 	AngleAxisIs0: 	123.84 	AngleWheelIs1: 	164.805 	AngleWheelIs0: 	111.135 	PositionError1: 	1.48454 	PositionError0: 	-10.8071 	CurrentMust0: 	-1621 	CurrentIs0: 	-1786 	CurrentMust1: 	-445 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5062650 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672414400 	time_after_control_loop: 	2672449282 	T_diff: 	34882 	AngleAxisMust1: 	129.593 	AngleAxisMust0: 	144.328 	AngleWheelMust1: 	112.548 	AngleWheelMust0: 	146.638 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.25 	AngleWheelIs1: 	137.087 	AngleWheelIs0: 	104.833 	PositionError1: 	9.5504 	PositionError0: 	7.71347 	CurrentMust0: 	1542 	CurrentIs0: 	1545 	CurrentMust1: 	-2387 	CurrentIs1: 	-2424 	
ArmModuleId: 	1 	Time: 	5127130 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672478918 	time_after_control_loop: 	2672510689 	T_diff: 	31771 	AngleAxisMust1: 	133.699 	AngleAxisMust0: 	111.556 	AngleWheelMust1: 	100.995 	AngleWheelMust0: 	166.404 	AngleAxisIs1: 	132.66 	AngleAxisIs0: 	112.77 	AngleWheelIs1: 	164.785 	AngleWheelIs0: 	100.535 	PositionError1: 	1.61946 	PositionError0: 	0.457977 	CurrentMust0: 	68 	CurrentIs0: 	815 	CurrentMust1: 	-485 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5233673 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672585435 	time_after_control_loop: 	2672617238 	T_diff: 	31803 	AngleAxisMust1: 	130.081 	AngleAxisMust0: 	144.674 	AngleWheelMust1: 	113.201 	AngleWheelMust0: 	146.961 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.25 	AngleWheelIs1: 	137.087 	AngleWheelIs0: 	104.833 	PositionError1: 	9.87352 	PositionError0: 	8.36675 	CurrentMust0: 	1673 	CurrentIs0: 	1656 	CurrentMust1: 	-2468 	CurrentIs1: 	-2461 	
ArmModuleId: 	1 	Time: 	5301694 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672653500 	time_after_control_loop: 	2672687726 	T_diff: 	34226 	AngleAxisMust1: 	134.148 	AngleAxisMust0: 	112.219 	AngleWheelMust1: 	101.76 	AngleWheelMust0: 	166.536 	AngleAxisIs1: 	129.42 	AngleAxisIs0: 	106.56 	AngleWheelIs1: 	164.512 	AngleWheelIs0: 	94.328 	PositionError1: 	2.02379 	PositionError0: 	7.43044 	CurrentMust0: 	1114 	CurrentIs0: 	1138 	CurrentMust1: 	-607 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5409512 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672761274 	time_after_control_loop: 	2672794523 	T_diff: 	33249 	AngleAxisMust1: 	130.632 	AngleAxisMust0: 	145.064 	AngleWheelMust1: 	113.938 	AngleWheelMust0: 	147.326 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.16 	AngleWheelIs1: 	137.13 	AngleWheelIs0: 	104.79 	PositionError1: 	10.1951 	PositionError0: 	9.14693 	CurrentMust0: 	1829 	CurrentIs0: 	1843 	CurrentMust1: 	-2548 	CurrentIs1: 	-2549 	
ArmModuleId: 	1 	Time: 	5474640 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672826425 	time_after_control_loop: 	2672864682 	T_diff: 	38257 	AngleAxisMust1: 	134.654 	AngleAxisMust0: 	112.967 	AngleWheelMust1: 	102.623 	AngleWheelMust0: 	166.685 	AngleAxisIs1: 	132.03 	AngleAxisIs0: 	113.58 	AngleWheelIs1: 	163.768 	AngleWheelIs0: 	100.292 	PositionError1: 	2.91673 	PositionError0: 	2.32942 	CurrentMust0: 	349 	CurrentIs0: 	315 	CurrentMust1: 	-875 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5573726 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672925495 	time_after_control_loop: 	2672958664 	T_diff: 	33169 	AngleAxisMust1: 	131.233 	AngleAxisMust0: 	145.489 	AngleWheelMust1: 	114.743 	AngleWheelMust0: 	147.724 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.25 	AngleWheelIs1: 	137.087 	AngleWheelIs0: 	104.833 	PositionError1: 	10.636 	PositionError0: 	9.90848 	CurrentMust0: 	1981 	CurrentIs0: 	1998 	CurrentMust1: 	-2659 	CurrentIs1: 	-2667 	
ArmModuleId: 	1 	Time: 	5639013 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2672990791 	time_after_control_loop: 	2673019122 	T_diff: 	28331 	AngleAxisMust1: 	135.206 	AngleAxisMust0: 	113.783 	AngleWheelMust1: 	103.566 	AngleWheelMust0: 	166.847 	AngleAxisIs1: 	139.05 	AngleAxisIs0: 	125.37 	AngleWheelIs1: 	165.154 	AngleWheelIs0: 	112.946 	PositionError1: 	1.69257 	PositionError0: 	-9.38184 	CurrentMust0: 	-1407 	CurrentIs0: 	-2065 	CurrentMust1: 	-507 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5735150 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2673086911 	time_after_control_loop: 	2673121773 	T_diff: 	34862 	AngleAxisMust1: 	131.747 	AngleAxisMust0: 	145.853 	AngleWheelMust1: 	115.43 	AngleWheelMust0: 	148.064 	AngleAxisIs1: 	120.96 	AngleAxisIs0: 	146.07 	AngleWheelIs1: 	137.173 	AngleWheelIs0: 	104.747 	PositionError1: 	10.8902 	PositionError0: 	10.682 	CurrentMust0: 	2136 	CurrentIs0: 	2168 	CurrentMust1: 	-2722 	CurrentIs1: 	-2711 	
ArmModuleId: 	1 	Time: 	5797047 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2673148832 	time_after_control_loop: 	2673177599 	T_diff: 	28767 	AngleAxisMust1: 	135.678 	AngleAxisMust0: 	114.481 	AngleWheelMust1: 	104.371 	AngleWheelMust0: 	166.985 	AngleAxisIs1: 	137.79 	AngleAxisIs0: 	122.85 	AngleWheelIs1: 	165.098 	AngleWheelIs0: 	110.482 	PositionError1: 	1.88699 	PositionError0: 	-6.11243 	CurrentMust0: 	-916 	CurrentIs0: 	-679 	CurrentMust1: 	-566 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	5895998 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2673247758 	time_after_control_loop: 	2673286882 	T_diff: 	39124 	AngleAxisMust1: 	132.322 	AngleAxisMust0: 	146.26 	AngleWheelMust1: 	116.2 	AngleWheelMust0: 	148.444 	AngleAxisIs1: 	120.87 	AngleAxisIs0: 	146.34 	AngleWheelIs1: 	136.954 	AngleWheelIs0: 	104.786 	PositionError1: 	11.4897 	PositionError0: 	11.4126 	CurrentMust0: 	2282 	CurrentIs0: 	2293 	CurrentMust1: 	-2872 	CurrentIs1: 	-2830 	
ArmModuleId: 	1 	Time: 	5961147 	P0: 	150 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2673312930 	time_after_control_loop: 	2673342869 	T_diff: 	29939 	AngleAxisMust1: 	136.207 	AngleAxisMust0: 	115.262 	AngleWheelMust1: 	105.273 	AngleWheelMust0: 	167.141 	AngleAxisIs1: 	131.4 	AngleAxisIs0: 	109.89 	AngleWheelIs1: 	164.901 	AngleWheelIs0: 	97.8992 	PositionError1: 	2.23941 	PositionError0: 	7.37172 	CurrentMust0: 	1105 	CurrentIs0: 	137 	CurrentMust1: 	-671 	CurrentIs1: 	0 	
