ArmModuleId: 	0 	Time: 	2605077 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2913422203 	time_after_control_loop: 	2913490994 	T_diff: 	68791 	AngleAxisMust1: 	148.59 	AngleAxisMust0: 	189 	AngleWheelMust1: 	152.89 	AngleWheelMust0: 	144.29 	AngleAxisIs1: 	148.77 	AngleAxisIs0: 	189.09 	AngleWheelIs1: 	144.427 	AngleWheelIs0: 	153.113 	PositionError1: 	-0.132904 	PositionError0: 	-0.219879 	CurrentMust0: 	-43 	CurrentIs0: 	-76 	CurrentMust1: 	33 	CurrentIs1: 	38 	
ArmModuleId: 	1 	Time: 	3447446 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914264640 	time_after_control_loop: 	2914291925 	T_diff: 	27285 	AngleAxisMust1: 	228.564 	AngleAxisMust0: 	248.685 	AngleWheelMust1: 	261.384 	AngleWheelMust0: 	195.744 	AngleAxisIs1: 	227.34 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.699 	AngleWheelIs0: 	259.981 	PositionError1: 	1.04463 	PositionError0: 	1.40359 	CurrentMust0: 	140 	CurrentIs0: 	144 	CurrentMust1: 	-104 	CurrentIs1: 	-122 	
ArmModuleId: 	0 	Time: 	3528045 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914345166 	time_after_control_loop: 	2914372372 	T_diff: 	27206 	AngleAxisMust1: 	151.89 	AngleAxisMust0: 	190.662 	AngleWheelMust1: 	156.985 	AngleWheelMust0: 	146.795 	AngleAxisIs1: 	148.77 	AngleAxisIs0: 	189.81 	AngleWheelIs1: 	144.082 	AngleWheelIs0: 	153.458 	PositionError1: 	2.71245 	PositionError0: 	3.5264 	CurrentMust0: 	705 	CurrentIs0: 	698 	CurrentMust1: 	-678 	CurrentIs1: 	-670 	
ArmModuleId: 	1 	Time: 	3581904 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914399051 	time_after_control_loop: 	2914430253 	T_diff: 	31202 	AngleAxisMust1: 	228.57 	AngleAxisMust0: 	248.604 	AngleWheelMust1: 	261.352 	AngleWheelMust0: 	195.789 	AngleAxisIs1: 	227.34 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.699 	AngleWheelIs0: 	259.981 	PositionError1: 	1.08983 	PositionError0: 	1.37091 	CurrentMust0: 	137 	CurrentIs0: 	151 	CurrentMust1: 	-108 	CurrentIs1: 	-88 	
ArmModuleId: 	0 	Time: 	3672813 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914489946 	time_after_control_loop: 	2914517243 	T_diff: 	27297 	AngleAxisMust1: 	152.255 	AngleAxisMust0: 	190.846 	AngleWheelMust1: 	157.438 	AngleWheelMust0: 	147.073 	AngleAxisIs1: 	148.59 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	143.859 	AngleWheelIs0: 	153.321 	PositionError1: 	3.21274 	PositionError0: 	4.11636 	CurrentMust0: 	823 	CurrentIs0: 	817 	CurrentMust1: 	-803 	CurrentIs1: 	-778 	
ArmModuleId: 	1 	Time: 	3726195 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914543336 	time_after_control_loop: 	2914574239 	T_diff: 	30903 	AngleAxisMust1: 	228.577 	AngleAxisMust0: 	248.517 	AngleWheelMust1: 	261.317 	AngleWheelMust0: 	195.837 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.652 	AngleWheelIs0: 	259.848 	PositionError1: 	1.18504 	PositionError0: 	1.46902 	CurrentMust0: 	146 	CurrentIs0: 	144 	CurrentMust1: 	-118 	CurrentIs1: 	-136 	
ArmModuleId: 	0 	Time: 	3814665 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914631843 	time_after_control_loop: 	2914659083 	T_diff: 	27240 	AngleAxisMust1: 	152.669 	AngleAxisMust0: 	191.054 	AngleWheelMust1: 	157.951 	AngleWheelMust0: 	147.387 	AngleAxisIs1: 	148.68 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	143.949 	AngleWheelIs0: 	153.411 	PositionError1: 	3.43648 	PositionError0: 	4.53896 	CurrentMust0: 	907 	CurrentIs0: 	920 	CurrentMust1: 	-859 	CurrentIs1: 	-837 	
ArmModuleId: 	1 	Time: 	3873493 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914690636 	time_after_control_loop: 	2914718246 	T_diff: 	27610 	AngleAxisMust1: 	228.585 	AngleAxisMust0: 	248.419 	AngleWheelMust1: 	261.277 	AngleWheelMust0: 	195.892 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.652 	AngleWheelIs0: 	259.848 	PositionError1: 	1.23964 	PositionError0: 	1.4296 	CurrentMust0: 	142 	CurrentIs0: 	151 	CurrentMust1: 	-123 	CurrentIs1: 	-128 	
ArmModuleId: 	0 	Time: 	3958591 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914775714 	time_after_control_loop: 	2914802462 	T_diff: 	26748 	AngleAxisMust1: 	153.095 	AngleAxisMust0: 	191.269 	AngleWheelMust1: 	158.48 	AngleWheelMust0: 	147.711 	AngleAxisIs1: 	148.77 	AngleAxisIs0: 	189.81 	AngleWheelIs1: 	144.082 	AngleWheelIs0: 	153.458 	PositionError1: 	3.62744 	PositionError0: 	5.0213 	CurrentMust0: 	1004 	CurrentIs0: 	1006 	CurrentMust1: 	-906 	CurrentIs1: 	-889 	
ArmModuleId: 	1 	Time: 	4011088 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914828213 	time_after_control_loop: 	2914855108 	T_diff: 	26895 	AngleAxisMust1: 	228.592 	AngleAxisMust0: 	248.317 	AngleWheelMust1: 	261.237 	AngleWheelMust0: 	195.948 	AngleAxisIs1: 	227.34 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.742 	AngleWheelIs0: 	259.938 	PositionError1: 	1.20601 	PositionError0: 	1.29886 	CurrentMust0: 	129 	CurrentIs0: 	129 	CurrentMust1: 	-120 	CurrentIs1: 	-122 	
ArmModuleId: 	0 	Time: 	4091022 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914908145 	time_after_control_loop: 	2914934902 	T_diff: 	26757 	AngleAxisMust1: 	153.508 	AngleAxisMust0: 	191.477 	AngleWheelMust1: 	158.992 	AngleWheelMust0: 	148.024 	AngleAxisIs1: 	148.59 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	143.859 	AngleWheelIs0: 	153.321 	PositionError1: 	4.16405 	PositionError0: 	5.67065 	CurrentMust0: 	1134 	CurrentIs0: 	1124 	CurrentMust1: 	-1041 	CurrentIs1: 	-1021 	
ArmModuleId: 	1 	Time: 	4144097 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2914961284 	time_after_control_loop: 	2914993261 	T_diff: 	31977 	AngleAxisMust1: 	228.6 	AngleAxisMust0: 	248.219 	AngleWheelMust1: 	261.197 	AngleWheelMust0: 	196.003 	AngleAxisIs1: 	227.16 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.519 	AngleWheelIs0: 	259.801 	PositionError1: 	1.48355 	PositionError0: 	1.39639 	CurrentMust0: 	139 	CurrentIs0: 	151 	CurrentMust1: 	-148 	CurrentIs1: 	-162 	
ArmModuleId: 	0 	Time: 	4230250 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915047376 	time_after_control_loop: 	2915074203 	T_diff: 	26827 	AngleAxisMust1: 	153.964 	AngleAxisMust0: 	191.707 	AngleWheelMust1: 	159.558 	AngleWheelMust0: 	148.371 	AngleAxisIs1: 	148.59 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	143.859 	AngleWheelIs0: 	153.321 	PositionError1: 	4.51041 	PositionError0: 	6.23653 	CurrentMust0: 	1247 	CurrentIs0: 	1227 	CurrentMust1: 	-1127 	CurrentIs1: 	-1125 	
ArmModuleId: 	1 	Time: 	4283124 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915100254 	time_after_control_loop: 	2915127172 	T_diff: 	26918 	AngleAxisMust1: 	228.608 	AngleAxisMust0: 	248.11 	AngleWheelMust1: 	261.154 	AngleWheelMust0: 	196.063 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.609 	AngleWheelIs0: 	259.891 	PositionError1: 	1.45381 	PositionError0: 	1.26285 	CurrentMust0: 	126 	CurrentIs0: 	129 	CurrentMust1: 	-145 	CurrentIs1: 	-142 	
ArmModuleId: 	0 	Time: 	4368347 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915185472 	time_after_control_loop: 	2915213269 	T_diff: 	27797 	AngleAxisMust1: 	154.437 	AngleAxisMust0: 	191.945 	AngleWheelMust1: 	160.145 	AngleWheelMust0: 	148.73 	AngleAxisIs1: 	148.68 	AngleAxisIs0: 	189.99 	AngleWheelIs1: 	143.906 	AngleWheelIs0: 	153.454 	PositionError1: 	4.82253 	PositionError0: 	6.69025 	CurrentMust0: 	1338 	CurrentIs0: 	1353 	CurrentMust1: 	-1205 	CurrentIs1: 	-1199 	
ArmModuleId: 	1 	Time: 	4422642 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915239766 	time_after_control_loop: 	2915267400 	T_diff: 	27634 	AngleAxisMust1: 	228.617 	AngleAxisMust0: 	247.997 	AngleWheelMust1: 	261.108 	AngleWheelMust0: 	196.126 	AngleAxisIs1: 	227.43 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.789 	AngleWheelIs0: 	260.071 	PositionError1: 	1.3363 	PositionError0: 	1.03769 	CurrentMust0: 	103 	CurrentIs0: 	85 	CurrentMust1: 	-133 	CurrentIs1: 	-142 	
ArmModuleId: 	0 	Time: 	4512236 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915329362 	time_after_control_loop: 	2915357017 	T_diff: 	27655 	AngleAxisMust1: 	154.944 	AngleAxisMust0: 	192.2 	AngleWheelMust1: 	160.773 	AngleWheelMust0: 	149.114 	AngleAxisIs1: 	148.77 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	144.039 	AngleWheelIs0: 	153.501 	PositionError1: 	5.07391 	PositionError0: 	7.27129 	CurrentMust0: 	1454 	CurrentIs0: 	1471 	CurrentMust1: 	-1268 	CurrentIs1: 	-1258 	
ArmModuleId: 	1 	Time: 	4565962 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915383122 	time_after_control_loop: 	2915413982 	T_diff: 	30860 	AngleAxisMust1: 	228.626 	AngleAxisMust0: 	247.877 	AngleWheelMust1: 	261.06 	AngleWheelMust0: 	196.193 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.652 	AngleWheelIs0: 	259.848 	PositionError1: 	1.54019 	PositionError0: 	1.21231 	CurrentMust0: 	121 	CurrentIs0: 	137 	CurrentMust1: 	-154 	CurrentIs1: 	-162 	
ArmModuleId: 	0 	Time: 	4651281 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915468404 	time_after_control_loop: 	2915495677 	T_diff: 	27273 	AngleAxisMust1: 	155.481 	AngleAxisMust0: 	192.471 	AngleWheelMust1: 	161.44 	AngleWheelMust0: 	149.523 	AngleAxisIs1: 	148.68 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	143.949 	AngleWheelIs0: 	153.411 	PositionError1: 	5.57222 	PositionError0: 	8.0284 	CurrentMust0: 	1605 	CurrentIs0: 	1611 	CurrentMust1: 	-1393 	CurrentIs1: 	-1390 	
ArmModuleId: 	1 	Time: 	4704924 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915522069 	time_after_control_loop: 	2915558567 	T_diff: 	36498 	AngleAxisMust1: 	228.636 	AngleAxisMust0: 	247.749 	AngleWheelMust1: 	261.009 	AngleWheelMust0: 	196.264 	AngleAxisIs1: 	227.34 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.699 	AngleWheelIs0: 	259.981 	PositionError1: 	1.56424 	PositionError0: 	1.02798 	CurrentMust0: 	102 	CurrentIs0: 	92 	CurrentMust1: 	-156 	CurrentIs1: 	-155 	
ArmModuleId: 	0 	Time: 	4801590 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915618714 	time_after_control_loop: 	2915645862 	T_diff: 	27148 	AngleAxisMust1: 	156.061 	AngleAxisMust0: 	192.763 	AngleWheelMust1: 	162.159 	AngleWheelMust0: 	149.963 	AngleAxisIs1: 	148.77 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	144.039 	AngleWheelIs0: 	153.501 	PositionError1: 	5.92226 	PositionError0: 	8.65733 	CurrentMust0: 	1731 	CurrentIs0: 	1714 	CurrentMust1: 	-1480 	CurrentIs1: 	-1464 	
ArmModuleId: 	1 	Time: 	4854763 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915671905 	time_after_control_loop: 	2915701124 	T_diff: 	29219 	AngleAxisMust1: 	228.647 	AngleAxisMust0: 	247.611 	AngleWheelMust1: 	260.953 	AngleWheelMust0: 	196.34 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.652 	AngleWheelIs0: 	259.848 	PositionError1: 	1.68776 	PositionError0: 	1.10565 	CurrentMust0: 	110 	CurrentIs0: 	56 	CurrentMust1: 	-168 	CurrentIs1: 	-162 	
ArmModuleId: 	0 	Time: 	4939145 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915756374 	time_after_control_loop: 	2915786681 	T_diff: 	30307 	AngleAxisMust1: 	156.644 	AngleAxisMust0: 	193.056 	AngleWheelMust1: 	162.882 	AngleWheelMust0: 	150.405 	AngleAxisIs1: 	148.77 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	144.039 	AngleWheelIs0: 	153.501 	PositionError1: 	6.36459 	PositionError0: 	9.38004 	CurrentMust0: 	1876 	CurrentIs0: 	1891 	CurrentMust1: 	-1591 	CurrentIs1: 	-1566 	
ArmModuleId: 	1 	Time: 	4995792 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915812957 	time_after_control_loop: 	2915839636 	T_diff: 	26679 	AngleAxisMust1: 	228.657 	AngleAxisMust0: 	247.472 	AngleWheelMust1: 	260.898 	AngleWheelMust0: 	196.417 	AngleAxisIs1: 	227.34 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.742 	AngleWheelIs0: 	259.938 	PositionError1: 	1.67473 	PositionError0: 	0.959991 	CurrentMust0: 	95 	CurrentIs0: 	122 	CurrentMust1: 	-167 	CurrentIs1: 	-182 	
ArmModuleId: 	0 	Time: 	5079651 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915896774 	time_after_control_loop: 	2915924099 	T_diff: 	27325 	AngleAxisMust1: 	157.23 	AngleAxisMust0: 	193.351 	AngleWheelMust1: 	163.61 	AngleWheelMust0: 	150.85 	AngleAxisIs1: 	148.59 	AngleAxisIs0: 	190.26 	AngleWheelIs1: 	143.687 	AngleWheelIs0: 	153.493 	PositionError1: 	7.16183 	PositionError0: 	10.1154 	CurrentMust0: 	2023 	CurrentIs0: 	2024 	CurrentMust1: 	-1790 	CurrentIs1: 	-1777 	
ArmModuleId: 	1 	Time: 	5133135 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2915950283 	time_after_control_loop: 	2915977243 	T_diff: 	26960 	AngleAxisMust1: 	228.668 	AngleAxisMust0: 	247.332 	AngleWheelMust1: 	260.842 	AngleWheelMust0: 	196.495 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.609 	AngleWheelIs0: 	259.891 	PositionError1: 	1.88518 	PositionError0: 	0.950989 	CurrentMust0: 	95 	CurrentIs0: 	129 	CurrentMust1: 	-188 	CurrentIs1: 	-175 	
ArmModuleId: 	0 	Time: 	5220848 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2916037973 	time_after_control_loop: 	2916069279 	T_diff: 	31306 	AngleAxisMust1: 	157.84 	AngleAxisMust0: 	193.659 	AngleWheelMust1: 	164.367 	AngleWheelMust0: 	151.314 	AngleAxisIs1: 	148.59 	AngleAxisIs0: 	190.08 	AngleWheelIs1: 	143.773 	AngleWheelIs0: 	153.407 	PositionError1: 	7.53918 	PositionError0: 	10.9584 	CurrentMust0: 	2191 	CurrentIs0: 	2187 	CurrentMust1: 	-1884 	CurrentIs1: 	-1888 	
ArmModuleId: 	1 	Time: 	5278877 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2916096073 	time_after_control_loop: 	2916126372 	T_diff: 	30299 	AngleAxisMust1: 	228.679 	AngleAxisMust0: 	247.187 	AngleWheelMust1: 	260.783 	AngleWheelMust0: 	196.575 	AngleAxisIs1: 	227.43 	AngleAxisIs0: 	248.22 	AngleWheelIs1: 	194.832 	AngleWheelIs0: 	260.028 	PositionError1: 	1.7428 	PositionError0: 	0.755737 	CurrentMust0: 	75 	CurrentIs0: 	78 	CurrentMust1: 	-174 	CurrentIs1: 	-182 	
ArmModuleId: 	0 	Time: 	5364236 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2916181357 	time_after_control_loop: 	2916209696 	T_diff: 	28339 	AngleAxisMust1: 	158.529 	AngleAxisMust0: 	194.005 	AngleWheelMust1: 	165.221 	AngleWheelMust0: 	151.837 	AngleAxisIs1: 	148.59 	AngleAxisIs0: 	190.08 	AngleWheelIs1: 	143.773 	AngleWheelIs0: 	153.407 	PositionError1: 	8.06198 	PositionError0: 	11.8127 	CurrentMust0: 	2362 	CurrentIs0: 	2371 	CurrentMust1: 	-2015 	CurrentIs1: 	-2025 	
ArmModuleId: 	1 	Time: 	5423424 	P0: 	100 	P1: 	100 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2916240566 	time_after_control_loop: 	2916271494 	T_diff: 	30928 	AngleAxisMust1: 	228.692 	AngleAxisMust0: 	247.023 	AngleWheelMust1: 	260.718 	AngleWheelMust0: 	196.666 	AngleAxisIs1: 	227.25 	AngleAxisIs0: 	248.31 	AngleWheelIs1: 	194.609 	AngleWheelIs0: 	259.891 	PositionError1: 	2.05678 	PositionError0: 	0.826935 	CurrentMust0: 	82 	CurrentIs0: 	122 	CurrentMust1: 	-205 	CurrentIs1: 	-203 	
