ArmModuleId: 	0 	Time: 	2761823 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3712736750 	time_after_control_loop: 	3712810126 	T_diff: 	73376 	AngleAxisMust1: 	228.6 	AngleAxisMust0: 	198 	AngleWheelMust1: 	237.201 	AngleWheelMust0: 	219.999 	AngleAxisIs1: 	228.6 	AngleAxisIs0: 	197.91 	AngleWheelIs1: 	220.042 	AngleWheelIs0: 	237.158 	PositionError1: 	-0.0473328 	PositionError0: 	0.0367889 	CurrentMust0: 	32 	CurrentIs0: 	24 	CurrentMust1: 	41 	CurrentIs1: 	41 	
ArmModuleId: 	1 	Time: 	3686171 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3713661097 	time_after_control_loop: 	3713687241 	T_diff: 	26144 	AngleAxisMust1: 	203.151 	AngleAxisMust0: 	230.52 	AngleWheelMust1: 	227.291 	AngleWheelMust0: 	179.011 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.75 	AngleWheelIs1: 	178.312 	AngleWheelIs0: 	227.768 	PositionError1: 	0.699158 	PositionError0: 	-0.476212 	CurrentMust0: 	-35 	CurrentIs0: 	-31 	CurrentMust1: 	-201 	CurrentIs1: 	-196 	
ArmModuleId: 	0 	Time: 	3769068 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3713743982 	time_after_control_loop: 	3713776731 	T_diff: 	32749 	AngleAxisMust1: 	226.25 	AngleAxisMust0: 	197.13 	AngleWheelMust1: 	234.435 	AngleWheelMust0: 	218.065 	AngleAxisIs1: 	228.42 	AngleAxisIs0: 	198.54 	AngleWheelIs1: 	219.561 	AngleWheelIs0: 	237.279 	PositionError1: 	-1.49582 	PositionError0: 	-2.84351 	CurrentMust0: 	-384 	CurrentIs0: 	-422 	CurrentMust1: 	-230 	CurrentIs1: 	-230 	
ArmModuleId: 	1 	Time: 	3827395 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3713802317 	time_after_control_loop: 	3713847083 	T_diff: 	44766 	AngleAxisMust1: 	203.039 	AngleAxisMust0: 	230.275 	AngleWheelMust1: 	227.062 	AngleWheelMust0: 	179.016 	AngleAxisIs1: 	202.95 	AngleAxisIs0: 	231.75 	AngleWheelIs1: 	178.222 	AngleWheelIs0: 	227.678 	PositionError1: 	0.79393 	PositionError0: 	-0.614868 	CurrentMust0: 	-72 	CurrentIs0: 	-50 	CurrentMust1: 	-242 	CurrentIs1: 	-250 	
ArmModuleId: 	0 	Time: 	3932456 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3713907369 	time_after_control_loop: 	3713938691 	T_diff: 	31322 	AngleAxisMust1: 	225.957 	AngleAxisMust0: 	197.021 	AngleWheelMust1: 	234.09 	AngleWheelMust0: 	217.824 	AngleAxisIs1: 	228.51 	AngleAxisIs0: 	198.54 	AngleWheelIs1: 	219.651 	AngleWheelIs0: 	237.369 	PositionError1: 	-1.82668 	PositionError0: 	-3.27802 	CurrentMust0: 	-712 	CurrentIs0: 	-717 	CurrentMust1: 	-39 	CurrentIs1: 	-43 	
ArmModuleId: 	1 	Time: 	3993259 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3713968208 	time_after_control_loop: 	3713993923 	T_diff: 	25715 	AngleAxisMust1: 	202.893 	AngleAxisMust0: 	229.957 	AngleWheelMust1: 	226.765 	AngleWheelMust0: 	179.022 	AngleAxisIs1: 	202.95 	AngleAxisIs0: 	231.66 	AngleWheelIs1: 	178.265 	AngleWheelIs0: 	227.635 	PositionError1: 	0.757156 	PositionError0: 	-0.869736 	CurrentMust0: 	-135 	CurrentIs0: 	-131 	CurrentMust1: 	-277 	CurrentIs1: 	-263 	
ArmModuleId: 	0 	Time: 	4075615 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714050528 	time_after_control_loop: 	3714077106 	T_diff: 	26578 	AngleAxisMust1: 	225.701 	AngleAxisMust0: 	196.926 	AngleWheelMust1: 	233.789 	AngleWheelMust0: 	217.613 	AngleAxisIs1: 	228.6 	AngleAxisIs0: 	198.54 	AngleWheelIs1: 	219.741 	AngleWheelIs0: 	237.459 	PositionError1: 	-2.12743 	PositionError0: 	-3.66936 	CurrentMust0: 	-1031 	CurrentIs0: 	-1034 	CurrentMust1: 	156 	CurrentIs1: 	142 	
ArmModuleId: 	1 	Time: 	4127495 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714102425 	time_after_control_loop: 	3714128396 	T_diff: 	25971 	AngleAxisMust1: 	202.766 	AngleAxisMust0: 	229.679 	AngleWheelMust1: 	226.504 	AngleWheelMust0: 	179.028 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.66 	AngleWheelIs1: 	178.355 	AngleWheelIs0: 	227.725 	PositionError1: 	0.672607 	PositionError0: 	-1.2202 	CurrentMust0: 	-212 	CurrentIs0: 	-222 	CurrentMust1: 	-298 	CurrentIs1: 	-291 	
ArmModuleId: 	0 	Time: 	4213567 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714188480 	time_after_control_loop: 	3714216161 	T_diff: 	27681 	AngleAxisMust1: 	225.432 	AngleAxisMust0: 	196.827 	AngleWheelMust1: 	233.473 	AngleWheelMust0: 	217.392 	AngleAxisIs1: 	228.51 	AngleAxisIs0: 	198.45 	AngleWheelIs1: 	219.694 	AngleWheelIs0: 	237.326 	PositionError1: 	-2.30156 	PositionError0: 	-3.85258 	CurrentMust0: 	-193 	CurrentIs0: 	-208 	CurrentMust1: 	342 	CurrentIs1: 	323 	
ArmModuleId: 	1 	Time: 	4268558 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714243492 	time_after_control_loop: 	3714272304 	T_diff: 	28812 	AngleAxisMust1: 	202.632 	AngleAxisMust0: 	229.387 	AngleWheelMust1: 	226.231 	AngleWheelMust0: 	179.034 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.66 	AngleWheelIs1: 	178.355 	AngleWheelIs0: 	227.725 	PositionError1: 	0.678329 	PositionError0: 	-1.49365 	CurrentMust0: 	-297 	CurrentIs0: 	-303 	CurrentMust1: 	-327 	CurrentIs1: 	-311 	
ArmModuleId: 	0 	Time: 	4363590 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714338504 	time_after_control_loop: 	3714370598 	T_diff: 	32094 	AngleAxisMust1: 	225.129 	AngleAxisMust0: 	196.714 	AngleWheelMust1: 	233.115 	AngleWheelMust0: 	217.142 	AngleAxisIs1: 	228.51 	AngleAxisIs0: 	198.45 	AngleWheelIs1: 	219.694 	AngleWheelIs0: 	237.326 	PositionError1: 	-2.55142 	PositionError0: 	-4.20992 	CurrentMust0: 	-560 	CurrentIs0: 	-548 	CurrentMust1: 	574 	CurrentIs1: 	582 	
ArmModuleId: 	1 	Time: 	4424322 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714399254 	time_after_control_loop: 	3714424973 	T_diff: 	25719 	AngleAxisMust1: 	202.481 	AngleAxisMust0: 	229.057 	AngleWheelMust1: 	225.922 	AngleWheelMust0: 	179.04 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.57 	AngleWheelIs1: 	178.398 	AngleWheelIs0: 	227.682 	PositionError1: 	0.641785 	PositionError0: 	-1.75961 	CurrentMust0: 	-399 	CurrentIs0: 	-391 	CurrentMust1: 	-354 	CurrentIs1: 	-358 	
ArmModuleId: 	0 	Time: 	4506592 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714481508 	time_after_control_loop: 	3714510268 	T_diff: 	28760 	AngleAxisMust1: 	224.813 	AngleAxisMust0: 	196.597 	AngleWheelMust1: 	232.744 	AngleWheelMust0: 	216.882 	AngleAxisIs1: 	228.51 	AngleAxisIs0: 	198.45 	AngleWheelIs1: 	219.694 	AngleWheelIs0: 	237.326 	PositionError1: 	-2.81131 	PositionError0: 	-4.5816 	CurrentMust0: 	-941 	CurrentIs0: 	-939 	CurrentMust1: 	805 	CurrentIs1: 	809 	
ArmModuleId: 	1 	Time: 	4560642 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714535567 	time_after_control_loop: 	3714562272 	T_diff: 	26705 	AngleAxisMust1: 	202.323 	AngleAxisMust0: 	228.713 	AngleWheelMust1: 	225.6 	AngleWheelMust0: 	179.047 	AngleAxisIs1: 	202.95 	AngleAxisIs0: 	231.57 	AngleWheelIs1: 	178.308 	AngleWheelIs0: 	227.592 	PositionError1: 	0.73851 	PositionError0: 	-1.99091 	CurrentMust0: 	100 	CurrentIs0: 	102 	CurrentMust1: 	-373 	CurrentIs1: 	-370 	
ArmModuleId: 	0 	Time: 	4641372 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714616287 	time_after_control_loop: 	3714644580 	T_diff: 	28293 	AngleAxisMust1: 	224.504 	AngleAxisMust0: 	196.483 	AngleWheelMust1: 	232.38 	AngleWheelMust0: 	216.628 	AngleAxisIs1: 	228.51 	AngleAxisIs0: 	198.45 	AngleWheelIs1: 	219.694 	AngleWheelIs0: 	237.326 	PositionError1: 	-3.06548 	PositionError0: 	-4.94505 	CurrentMust0: 	-1327 	CurrentIs0: 	-1323 	CurrentMust1: 	1049 	CurrentIs1: 	1030 	
ArmModuleId: 	1 	Time: 	4700333 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714675283 	time_after_control_loop: 	3714701862 	T_diff: 	26579 	AngleAxisMust1: 	202.17 	AngleAxisMust0: 	228.378 	AngleWheelMust1: 	225.286 	AngleWheelMust0: 	179.053 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.57 	AngleWheelIs1: 	178.398 	AngleWheelIs0: 	227.682 	PositionError1: 	0.655075 	PositionError0: 	-2.39517 	CurrentMust0: 	-31 	CurrentIs0: 	-38 	CurrentMust1: 	-365 	CurrentIs1: 	-370 	
ArmModuleId: 	0 	Time: 	4786182 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714761100 	time_after_control_loop: 	3714787447 	T_diff: 	26347 	AngleAxisMust1: 	224.183 	AngleAxisMust0: 	196.364 	AngleWheelMust1: 	232.002 	AngleWheelMust0: 	216.364 	AngleAxisIs1: 	227.61 	AngleAxisIs0: 	198.99 	AngleWheelIs1: 	218.536 	AngleWheelIs0: 	236.684 	PositionError1: 	-2.17171 	PositionError0: 	-4.68097 	CurrentMust0: 	-342 	CurrentIs0: 	-312 	CurrentMust1: 	-109 	CurrentIs1: 	-99 	
ArmModuleId: 	1 	Time: 	4837683 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714812612 	time_after_control_loop: 	3714839585 	T_diff: 	26973 	AngleAxisMust1: 	202.01 	AngleAxisMust0: 	228.029 	AngleWheelMust1: 	224.959 	AngleWheelMust0: 	179.06 	AngleAxisIs1: 	203.13 	AngleAxisIs0: 	231.66 	AngleWheelIs1: 	178.445 	AngleWheelIs0: 	227.815 	PositionError1: 	0.614883 	PositionError0: 	-2.85484 	CurrentMust0: 	-185 	CurrentIs0: 	-190 	CurrentMust1: 	-361 	CurrentIs1: 	-350 	
ArmModuleId: 	0 	Time: 	4923340 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3714898253 	time_after_control_loop: 	3714924259 	T_diff: 	26006 	AngleAxisMust1: 	223.833 	AngleAxisMust0: 	196.235 	AngleWheelMust1: 	231.591 	AngleWheelMust0: 	216.076 	AngleAxisIs1: 	226.62 	AngleAxisIs0: 	198.54 	AngleWheelIs1: 	217.761 	AngleWheelIs0: 	235.479 	PositionError1: 	-1.68457 	PositionError0: 	-3.88754 	CurrentMust0: 	-493 	CurrentIs0: 	-496 	CurrentMust1: 	-64 	CurrentIs1: 	-32 	
ArmModuleId: 	1 	Time: 	4982298 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3714957257 	time_after_control_loop: 	3714986250 	T_diff: 	28993 	AngleAxisMust1: 	201.835 	AngleAxisMust0: 	227.648 	AngleWheelMust1: 	224.603 	AngleWheelMust0: 	179.068 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.66 	AngleWheelIs1: 	178.355 	AngleWheelIs0: 	227.725 	PositionError1: 	0.712341 	PositionError0: 	-3.12077 	CurrentMust0: 	-341 	CurrentIs0: 	-355 	CurrentMust1: 	-371 	CurrentIs1: 	-370 	
ArmModuleId: 	0 	Time: 	5074715 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715049630 	time_after_control_loop: 	3715082167 	T_diff: 	32537 	AngleAxisMust1: 	223.456 	AngleAxisMust0: 	196.095 	AngleWheelMust1: 	231.147 	AngleWheelMust0: 	215.766 	AngleAxisIs1: 	226.8 	AngleAxisIs0: 	198.45 	AngleWheelIs1: 	217.984 	AngleWheelIs0: 	235.616 	PositionError1: 	-2.21786 	PositionError0: 	-4.46829 	CurrentMust0: 	-914 	CurrentIs0: 	-924 	CurrentMust1: 	181 	CurrentIs1: 	186 	
ArmModuleId: 	1 	Time: 	5135014 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3715109939 	time_after_control_loop: 	3715136390 	T_diff: 	26451 	AngleAxisMust1: 	201.648 	AngleAxisMust0: 	227.238 	AngleWheelMust1: 	224.22 	AngleWheelMust0: 	179.076 	AngleAxisIs1: 	203.04 	AngleAxisIs0: 	231.57 	AngleWheelIs1: 	178.398 	AngleWheelIs0: 	227.682 	PositionError1: 	0.677368 	PositionError0: 	-3.4614 	CurrentMust0: 	-526 	CurrentIs0: 	-510 	CurrentMust1: 	-367 	CurrentIs1: 	-370 	
ArmModuleId: 	0 	Time: 	5223979 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715198896 	time_after_control_loop: 	3715225463 	T_diff: 	26567 	AngleAxisMust1: 	223.049 	AngleAxisMust0: 	195.944 	AngleWheelMust1: 	230.668 	AngleWheelMust0: 	215.431 	AngleAxisIs1: 	226.71 	AngleAxisIs0: 	198.63 	AngleWheelIs1: 	217.808 	AngleWheelIs0: 	235.612 	PositionError1: 	-2.37656 	PositionError0: 	-4.94299 	CurrentMust0: 	-1351 	CurrentIs0: 	-1330 	CurrentMust1: 	378 	CurrentIs1: 	379 	
ArmModuleId: 	1 	Time: 	5288412 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3715263345 	time_after_control_loop: 	3715292246 	T_diff: 	28901 	AngleAxisMust1: 	201.445 	AngleAxisMust0: 	226.796 	AngleWheelMust1: 	223.806 	AngleWheelMust0: 	179.084 	AngleAxisIs1: 	202.32 	AngleAxisIs0: 	230.13 	AngleWheelIs1: 	178.366 	AngleWheelIs0: 	226.274 	PositionError1: 	0.717926 	PositionError0: 	-2.46716 	CurrentMust0: 	53 	CurrentIs0: 	97 	CurrentMust1: 	-371 	CurrentIs1: 	-364 	
ArmModuleId: 	0 	Time: 	5375450 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715350362 	time_after_control_loop: 	3715381200 	T_diff: 	30838 	AngleAxisMust1: 	222.651 	AngleAxisMust0: 	195.796 	AngleWheelMust1: 	230.199 	AngleWheelMust0: 	215.102 	AngleAxisIs1: 	226.62 	AngleAxisIs0: 	198.54 	AngleWheelIs1: 	217.761 	AngleWheelIs0: 	235.479 	PositionError1: 	-2.65787 	PositionError0: 	-5.27943 	CurrentMust0: 	-450 	CurrentIs0: 	-441 	CurrentMust1: 	620 	CurrentIs1: 	610 	
ArmModuleId: 	1 	Time: 	5434292 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3715409239 	time_after_control_loop: 	3715435196 	T_diff: 	25957 	AngleAxisMust1: 	201.246 	AngleAxisMust0: 	226.363 	AngleWheelMust1: 	223.4 	AngleWheelMust0: 	179.093 	AngleAxisIs1: 	202.23 	AngleAxisIs0: 	229.95 	AngleWheelIs1: 	178.362 	AngleWheelIs0: 	226.098 	PositionError1: 	0.730392 	PositionError0: 	-2.69698 	CurrentMust0: 	-82 	CurrentIs0: 	-72 	CurrentMust1: 	-373 	CurrentIs1: 	-378 	
ArmModuleId: 	0 	Time: 	5525735 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715500651 	time_after_control_loop: 	3715526562 	T_diff: 	25911 	AngleAxisMust1: 	222.212 	AngleAxisMust0: 	195.634 	AngleWheelMust1: 	229.682 	AngleWheelMust0: 	214.741 	AngleAxisIs1: 	225.99 	AngleAxisIs0: 	198.81 	AngleWheelIs1: 	217.002 	AngleWheelIs0: 	234.978 	PositionError1: 	-2.25999 	PositionError0: 	-5.29489 	CurrentMust0: 	-850 	CurrentIs0: 	-839 	CurrentMust1: 	732 	CurrentIs1: 	713 	
ArmModuleId: 	1 	Time: 	5588721 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3715563657 	time_after_control_loop: 	3715590849 	T_diff: 	27192 	AngleAxisMust1: 	201.028 	AngleAxisMust0: 	225.886 	AngleWheelMust1: 	222.953 	AngleWheelMust0: 	179.102 	AngleAxisIs1: 	202.23 	AngleAxisIs0: 	230.13 	AngleWheelIs1: 	178.276 	AngleWheelIs0: 	226.184 	PositionError1: 	0.82576 	PositionError0: 	-3.22954 	CurrentMust0: 	-273 	CurrentIs0: 	-279 	CurrentMust1: 	-382 	CurrentIs1: 	-390 	
ArmModuleId: 	0 	Time: 	5668026 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715642937 	time_after_control_loop: 	3715678070 	T_diff: 	35133 	AngleAxisMust1: 	221.788 	AngleAxisMust0: 	195.477 	AngleWheelMust1: 	229.183 	AngleWheelMust0: 	214.393 	AngleAxisIs1: 	225.54 	AngleAxisIs0: 	200.07 	AngleWheelIs1: 	215.95 	AngleWheelIs0: 	235.13 	PositionError1: 	-1.55661 	PositionError0: 	-5.9456 	CurrentMust0: 	-1367 	CurrentIs0: 	-1340 	CurrentMust1: 	746 	CurrentIs1: 	830 	
ArmModuleId: 	1 	Time: 	5728403 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3715703334 	time_after_control_loop: 	3715729358 	T_diff: 	26024 	AngleAxisMust1: 	200.817 	AngleAxisMust0: 	225.425 	AngleWheelMust1: 	222.522 	AngleWheelMust0: 	179.111 	AngleAxisIs1: 	202.23 	AngleAxisIs0: 	230.04 	AngleWheelIs1: 	178.319 	AngleWheelIs0: 	226.141 	PositionError1: 	0.791748 	PositionError0: 	-3.61758 	CurrentMust0: 	-455 	CurrentIs0: 	-433 	CurrentMust1: 	-379 	CurrentIs1: 	-378 	
