ArmModuleId: 	0 	Time: 	2607086 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	974386447 	time_after_control_loop: 	974457879 	T_diff: 	71432 	AngleAxisMust1: 	114.21 	AngleAxisMust0: 	189.81 	AngleWheelMust1: 	118.898 	AngleWheelMust0: 	109.522 	AngleAxisIs1: 	114.12 	AngleAxisIs0: 	189.9 	AngleWheelIs1: 	109.389 	AngleWheelIs0: 	118.851 	PositionError1: 	0.141083 	PositionError0: 	0.0540314 	CurrentMust0: 	76 	CurrentIs0: 	32 	CurrentMust1: 	-202 	CurrentIs1: 	-195 	
ArmModuleId: 	1 	Time: 	3593745 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975373139 	time_after_control_loop: 	975399909 	T_diff: 	26770 	AngleAxisMust1: 	169.987 	AngleAxisMust0: 	157.556 	AngleWheelMust1: 	159.262 	AngleWheelMust0: 	180.711 	AngleAxisIs1: 	170.64 	AngleAxisIs0: 	159.12 	AngleWheelIs1: 	180.617 	AngleWheelIs0: 	160.663 	PositionError1: 	0.0938416 	PositionError0: 	-1.40091 	CurrentMust0: 	593 	CurrentIs0: 	1255 	CurrentMust1: 	132 	CurrentIs1: 	99 	
ArmModuleId: 	0 	Time: 	3678056 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975457413 	time_after_control_loop: 	975484737 	T_diff: 	27324 	AngleAxisMust1: 	117.186 	AngleAxisMust0: 	189.366 	AngleWheelMust1: 	121.662 	AngleWheelMust0: 	112.711 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.98 	AngleWheelIs1: 	108.783 	AngleWheelIs0: 	119.277 	PositionError1: 	3.92673 	PositionError0: 	2.38457 	CurrentMust0: 	1286 	CurrentIs0: 	1267 	CurrentMust1: 	-1510 	CurrentIs1: 	-1532 	
ArmModuleId: 	1 	Time: 	3731651 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975511075 	time_after_control_loop: 	975542209 	T_diff: 	31134 	AngleAxisMust1: 	170.032 	AngleAxisMust0: 	157.659 	AngleWheelMust1: 	159.357 	AngleWheelMust0: 	180.708 	AngleAxisIs1: 	172.71 	AngleAxisIs0: 	164.16 	AngleWheelIs1: 	180.279 	AngleWheelIs0: 	165.141 	PositionError1: 	0.428864 	PositionError0: 	-5.7845 	CurrentMust0: 	-296 	CurrentIs0: 	689 	CurrentMust1: 	66 	CurrentIs1: 	26 	
ArmModuleId: 	0 	Time: 	3821761 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975601275 	time_after_control_loop: 	975628120 	T_diff: 	26845 	AngleAxisMust1: 	117.508 	AngleAxisMust0: 	189.318 	AngleWheelMust1: 	121.96 	AngleWheelMust0: 	113.055 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.8 	AngleWheelIs1: 	108.869 	AngleWheelIs0: 	119.191 	PositionError1: 	4.18483 	PositionError0: 	2.76891 	CurrentMust0: 	1332 	CurrentIs0: 	1333 	CurrentMust1: 	-1544 	CurrentIs1: 	-1540 	
ArmModuleId: 	1 	Time: 	3875008 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975654380 	time_after_control_loop: 	975681266 	T_diff: 	26886 	AngleAxisMust1: 	170.083 	AngleAxisMust0: 	157.773 	AngleWheelMust1: 	159.462 	AngleWheelMust0: 	180.704 	AngleAxisIs1: 	175.86 	AngleAxisIs0: 	171 	AngleWheelIs1: 	180.16 	AngleWheelIs0: 	171.56 	PositionError1: 	0.543625 	PositionError0: 	-12.0973 	CurrentMust0: 	-88 	CurrentIs0: 	-99 	CurrentMust1: 	-13 	CurrentIs1: 	-8 	
ArmModuleId: 	0 	Time: 	3968040 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975747398 	time_after_control_loop: 	975774297 	T_diff: 	26899 	AngleAxisMust1: 	117.846 	AngleAxisMust0: 	189.268 	AngleWheelMust1: 	122.275 	AngleWheelMust0: 	113.418 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.89 	AngleWheelIs1: 	108.826 	AngleWheelIs0: 	119.234 	PositionError1: 	4.59064 	PositionError0: 	3.04045 	CurrentMust0: 	1364 	CurrentIs0: 	1348 	CurrentMust1: 	-1596 	CurrentIs1: 	-1569 	
ArmModuleId: 	1 	Time: 	4030475 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975809852 	time_after_control_loop: 	975836791 	T_diff: 	26939 	AngleAxisMust1: 	170.137 	AngleAxisMust0: 	157.893 	AngleWheelMust1: 	159.574 	AngleWheelMust0: 	180.7 	AngleAxisIs1: 	176.04 	AngleAxisIs0: 	170.82 	AngleWheelIs1: 	180.426 	AngleWheelIs0: 	171.653 	PositionError1: 	0.273804 	PositionError0: 	-12.08 	CurrentMust0: 	-1966 	CurrentIs0: 	-1842 	CurrentMust1: 	-52 	CurrentIs1: 	-68 	
ArmModuleId: 	0 	Time: 	4110789 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975890146 	time_after_control_loop: 	975917962 	T_diff: 	27816 	AngleAxisMust1: 	118.236 	AngleAxisMust0: 	189.21 	AngleWheelMust1: 	122.637 	AngleWheelMust0: 	113.835 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.8 	AngleWheelIs1: 	108.869 	AngleWheelIs0: 	119.191 	PositionError1: 	4.9652 	PositionError0: 	3.44548 	CurrentMust0: 	1413 	CurrentIs0: 	1407 	CurrentMust1: 	-1645 	CurrentIs1: 	-1643 	
ArmModuleId: 	1 	Time: 	4164735 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	975944121 	time_after_control_loop: 	975977171 	T_diff: 	33050 	AngleAxisMust1: 	170.199 	AngleAxisMust0: 	158.032 	AngleWheelMust1: 	159.702 	AngleWheelMust0: 	180.696 	AngleAxisIs1: 	170.91 	AngleAxisIs0: 	161.1 	AngleWheelIs1: 	179.941 	AngleWheelIs0: 	161.879 	PositionError1: 	0.754898 	PositionError0: 	-2.17738 	CurrentMust0: 	804 	CurrentIs0: 	1666 	CurrentMust1: 	-164 	CurrentIs1: 	-169 	
ArmModuleId: 	0 	Time: 	4250782 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976030136 	time_after_control_loop: 	976057176 	T_diff: 	27040 	AngleAxisMust1: 	118.609 	AngleAxisMust0: 	189.154 	AngleWheelMust1: 	122.983 	AngleWheelMust0: 	114.235 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	190.89 	AngleWheelIs1: 	108.736 	AngleWheelIs0: 	119.144 	PositionError1: 	5.49801 	PositionError0: 	3.8391 	CurrentMust0: 	1460 	CurrentIs0: 	1436 	CurrentMust1: 	-1714 	CurrentIs1: 	-1798 	
ArmModuleId: 	1 	Time: 	4307941 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976087325 	time_after_control_loop: 	976118128 	T_diff: 	30803 	AngleAxisMust1: 	170.258 	AngleAxisMust0: 	158.165 	AngleWheelMust1: 	159.825 	AngleWheelMust0: 	180.692 	AngleAxisIs1: 	169.38 	AngleAxisIs0: 	156.87 	AngleWheelIs1: 	180.432 	AngleWheelIs0: 	158.328 	PositionError1: 	0.25946 	PositionError0: 	1.49652 	CurrentMust0: 	1085 	CurrentIs0: 	2074 	CurrentMust1: 	-193 	CurrentIs1: 	-189 	
ArmModuleId: 	0 	Time: 	4392949 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976172304 	time_after_control_loop: 	976200345 	T_diff: 	28041 	AngleAxisMust1: 	119.007 	AngleAxisMust0: 	189.095 	AngleWheelMust1: 	123.353 	AngleWheelMust0: 	114.661 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.71 	AngleWheelIs1: 	108.912 	AngleWheelIs0: 	119.148 	PositionError1: 	5.74772 	PositionError0: 	4.20418 	CurrentMust0: 	1504 	CurrentIs0: 	1488 	CurrentMust1: 	-1747 	CurrentIs1: 	-1748 	
ArmModuleId: 	1 	Time: 	4446948 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976226319 	time_after_control_loop: 	976253891 	T_diff: 	27572 	AngleAxisMust1: 	170.321 	AngleAxisMust0: 	158.306 	AngleWheelMust1: 	159.955 	AngleWheelMust0: 	180.687 	AngleAxisIs1: 	173.25 	AngleAxisIs0: 	164.07 	AngleWheelIs1: 	180.862 	AngleWheelIs0: 	165.638 	PositionError1: 	-0.174622 	PositionError0: 	-5.68327 	CurrentMust0: 	148 	CurrentIs0: 	-1294 	CurrentMust1: 	-159 	CurrentIs1: 	-155 	
ArmModuleId: 	0 	Time: 	4527587 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976306942 	time_after_control_loop: 	976333829 	T_diff: 	26887 	AngleAxisMust1: 	119.404 	AngleAxisMust0: 	189.036 	AngleWheelMust1: 	123.721 	AngleWheelMust0: 	115.086 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.89 	AngleWheelIs1: 	108.826 	AngleWheelIs0: 	119.234 	PositionError1: 	6.25901 	PositionError0: 	4.48689 	CurrentMust0: 	1538 	CurrentIs0: 	1547 	CurrentMust1: 	-1813 	CurrentIs1: 	-1814 	
ArmModuleId: 	1 	Time: 	4580672 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976360058 	time_after_control_loop: 	976390317 	T_diff: 	30259 	AngleAxisMust1: 	170.384 	AngleAxisMust0: 	158.447 	AngleWheelMust1: 	160.086 	AngleWheelMust0: 	180.683 	AngleAxisIs1: 	179.01 	AngleAxisIs0: 	177.3 	AngleWheelIs1: 	180.3 	AngleWheelIs0: 	177.72 	PositionError1: 	0.382614 	PositionError0: 	-17.6345 	CurrentMust0: 	-2486 	CurrentIs0: 	-2359 	CurrentMust1: 	-224 	CurrentIs1: 	-223 	
ArmModuleId: 	0 	Time: 	4674028 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976453387 	time_after_control_loop: 	976480179 	T_diff: 	26792 	AngleAxisMust1: 	119.839 	AngleAxisMust0: 	188.971 	AngleWheelMust1: 	124.125 	AngleWheelMust0: 	115.552 	AngleAxisIs1: 	114.12 	AngleAxisIs0: 	190.71 	AngleWheelIs1: 	109.002 	AngleWheelIs0: 	119.238 	PositionError1: 	6.54889 	PositionError0: 	4.8868 	CurrentMust0: 	1586 	CurrentIs0: 	1577 	CurrentMust1: 	-1851 	CurrentIs1: 	-1858 	
ArmModuleId: 	1 	Time: 	4727063 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976506419 	time_after_control_loop: 	976533502 	T_diff: 	27083 	AngleAxisMust1: 	170.453 	AngleAxisMust0: 	158.602 	AngleWheelMust1: 	160.229 	AngleWheelMust0: 	180.678 	AngleAxisIs1: 	175.32 	AngleAxisIs0: 	168.57 	AngleWheelIs1: 	180.782 	AngleWheelIs0: 	169.858 	PositionError1: 	-0.10376 	PositionError0: 	-9.63013 	CurrentMust0: 	133 	CurrentIs0: 	-1682 	CurrentMust1: 	-200 	CurrentIs1: 	-175 	
ArmModuleId: 	0 	Time: 	4811050 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976590410 	time_after_control_loop: 	976617396 	T_diff: 	26986 	AngleAxisMust1: 	120.281 	AngleAxisMust0: 	188.905 	AngleWheelMust1: 	124.536 	AngleWheelMust0: 	116.026 	AngleAxisIs1: 	113.94 	AngleAxisIs0: 	190.98 	AngleWheelIs1: 	108.693 	AngleWheelIs0: 	119.187 	PositionError1: 	7.33139 	PositionError0: 	5.34831 	CurrentMust0: 	1641 	CurrentIs0: 	1643 	CurrentMust1: 	-1953 	CurrentIs1: 	-1932 	
ArmModuleId: 	1 	Time: 	4864257 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976643619 	time_after_control_loop: 	976671339 	T_diff: 	27720 	AngleAxisMust1: 	170.523 	AngleAxisMust0: 	158.759 	AngleWheelMust1: 	160.374 	AngleWheelMust0: 	180.673 	AngleAxisIs1: 	172.53 	AngleAxisIs0: 	163.35 	AngleWheelIs1: 	180.486 	AngleWheelIs0: 	164.574 	PositionError1: 	0.186996 	PositionError0: 	-4.20058 	CurrentMust0: 	-326 	CurrentIs0: 	-732 	CurrentMust1: 	-232 	CurrentIs1: 	-229 	
ArmModuleId: 	0 	Time: 	4949522 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976728978 	time_after_control_loop: 	976756075 	T_diff: 	27097 	AngleAxisMust1: 	120.737 	AngleAxisMust0: 	188.837 	AngleWheelMust1: 	124.96 	AngleWheelMust0: 	116.515 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	191.07 	AngleWheelIs1: 	108.74 	AngleWheelIs0: 	119.32 	PositionError1: 	7.77338 	PositionError0: 	5.63923 	CurrentMust0: 	1676 	CurrentIs0: 	1665 	CurrentMust1: 	-2010 	CurrentIs1: 	-2021 	
ArmModuleId: 	1 	Time: 	5004279 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976783644 	time_after_control_loop: 	976810563 	T_diff: 	26919 	AngleAxisMust1: 	170.596 	AngleAxisMust0: 	158.922 	AngleWheelMust1: 	160.524 	AngleWheelMust0: 	180.668 	AngleAxisIs1: 	170.46 	AngleAxisIs0: 	159.21 	AngleWheelIs1: 	180.394 	AngleWheelIs0: 	160.526 	PositionError1: 	0.273605 	PositionError0: 	-0.00233459 	CurrentMust0: 	-243 	CurrentIs0: 	-504 	CurrentMust1: 	-272 	CurrentIs1: 	-269 	
ArmModuleId: 	0 	Time: 	5084827 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976864182 	time_after_control_loop: 	976891036 	T_diff: 	26854 	AngleAxisMust1: 	121.22 	AngleAxisMust0: 	188.765 	AngleWheelMust1: 	125.408 	AngleWheelMust0: 	117.032 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	190.89 	AngleWheelIs1: 	108.826 	AngleWheelIs0: 	119.234 	PositionError1: 	8.20421 	PositionError0: 	6.17334 	CurrentMust0: 	1740 	CurrentIs0: 	1739 	CurrentMust1: 	-2066 	CurrentIs1: 	-2058 	
ArmModuleId: 	1 	Time: 	5142229 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	976921644 	time_after_control_loop: 	976948412 	T_diff: 	26768 	AngleAxisMust1: 	170.672 	AngleAxisMust0: 	159.093 	AngleWheelMust1: 	160.682 	AngleWheelMust0: 	180.662 	AngleAxisIs1: 	168.93 	AngleAxisIs0: 	156.33 	AngleWheelIs1: 	180.24 	AngleWheelIs0: 	157.62 	PositionError1: 	0.422028 	PositionError0: 	3.06238 	CurrentMust0: 	243 	CurrentIs0: 	261 	CurrentMust1: 	-333 	CurrentIs1: 	-330 	
ArmModuleId: 	0 	Time: 	5231616 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	977010972 	time_after_control_loop: 	977037778 	T_diff: 	26806 	AngleAxisMust1: 	121.715 	AngleAxisMust0: 	188.691 	AngleWheelMust1: 	125.868 	AngleWheelMust0: 	117.563 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	191.07 	AngleWheelIs1: 	108.74 	AngleWheelIs0: 	119.32 	PositionError1: 	8.82124 	PositionError0: 	6.5477 	CurrentMust0: 	1785 	CurrentIs0: 	1783 	CurrentMust1: 	-2146 	CurrentIs1: 	-2154 	
ArmModuleId: 	1 	Time: 	5284557 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	977063939 	time_after_control_loop: 	977092857 	T_diff: 	28918 	AngleAxisMust1: 	170.751 	AngleAxisMust0: 	159.27 	AngleWheelMust1: 	160.845 	AngleWheelMust0: 	180.657 	AngleAxisIs1: 	168.93 	AngleAxisIs0: 	156.06 	AngleWheelIs1: 	180.369 	AngleWheelIs0: 	157.491 	PositionError1: 	0.287415 	PositionError0: 	3.35431 	CurrentMust0: 	726 	CurrentIs0: 	968 	CurrentMust1: 	-372 	CurrentIs1: 	-363 	
ArmModuleId: 	0 	Time: 	5367031 	P0: 	120 	P1: 	130 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	977146389 	time_after_control_loop: 	977176653 	T_diff: 	30264 	AngleAxisMust1: 	122.25 	AngleAxisMust0: 	188.611 	AngleWheelMust1: 	126.365 	AngleWheelMust0: 	118.136 	AngleAxisIs1: 	114.03 	AngleAxisIs0: 	191.07 	AngleWheelIs1: 	108.74 	AngleWheelIs0: 	119.32 	PositionError1: 	9.39418 	PositionError0: 	7.04442 	CurrentMust0: 	1845 	CurrentIs0: 	1840 	CurrentMust1: 	-2221 	CurrentIs1: 	-2218 	
ArmModuleId: 	1 	Time: 	5424905 	P0: 	90 	P1: 	90 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	977204336 	time_after_control_loop: 	977235283 	T_diff: 	30947 	AngleAxisMust1: 	170.836 	AngleAxisMust0: 	159.46 	AngleWheelMust1: 	161.021 	AngleWheelMust0: 	180.651 	AngleAxisIs1: 	170.46 	AngleAxisIs0: 	157.14 	AngleWheelIs1: 	181.383 	AngleWheelIs0: 	159.537 	PositionError1: 	-0.732559 	PositionError0: 	1.48402 	CurrentMust0: 	897 	CurrentIs0: 	3095 	CurrentMust1: 	-250 	CurrentIs1: 	-249 	
